	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0021414		Sp13g00288		
OG0021415		Sp13g00289		
OG0021416		Sp13g00293		
OG0021417		Sp13g00295		
OG0021418		Sp13g00311		
OG0021419		Sp13g00317		
OG0021420		Sp13g00338		
OG0021421		Sp13g00340		
OG0021422		Sp13g00346		
OG0021423		Sp13g00353		
OG0021424		Sp13g00373		
OG0021425		Sp13g00381		
OG0021426		Sp13g00382		
OG0021427		Sp13g00383		
OG0021428		Sp13g00384		
OG0021429		Sp13g00385		
OG0021430		Sp13g00393		
OG0021431		Sp13g00399		
OG0021432		Sp13g00401		
OG0021433		Sp13g00412		
OG0021434		Sp13g00420		
OG0021435		Sp13g00422		
OG0021436		Sp13g00423		
OG0021437		Sp13g00430		
OG0021438		Sp13g00444		
OG0021439		Sp13g00451		
OG0021440		Sp13g00457		
OG0021441		Sp13g00463		
OG0021442		Sp13g00465		
OG0021443		Sp13g00505		
OG0021444		Sp13g00512		
OG0021445		Sp13g00513		
OG0021446		Sp13g00514		
OG0021447		Sp13g00528		
OG0021448		Sp13g00532		
OG0021449		Sp13g00535		
OG0021450		Sp13g00538		
OG0021451		Sp13g00545		
OG0021452		Sp13g00567		
OG0021453		Sp13g00586		
OG0021454		Sp13g00587		
OG0021455		Sp13g00588		
OG0021456		Sp13g00597		
OG0021457		Sp13g00623		
OG0021458		Sp13g00625		
OG0021459		Sp13g00629		
OG0021460		Sp13g00643		
OG0021461		Sp13g00646		
OG0021462		Sp13g00661		
OG0021463		Sp13g00672		
OG0021464		Sp13g00678		
OG0021465		Sp13g00679		
OG0021466		Sp13g00692		
OG0021467		Sp13g00703		
OG0021468		Sp13g00705		
OG0021469		Sp13g00709		
OG0021470		Sp13g00710		
OG0021471		Sp13g00717		
OG0021472		Sp13g00722		
OG0021473		Sp13g00725		
OG0021474		Sp13g00736		
OG0021475		Sp13g00738		
OG0021476		Sp13g00745		
OG0021477		Sp13g00746		
OG0021478		Sp13g00748		
OG0021479		Sp13g00753		
OG0021480		Sp13g00766		
OG0021481		Sp13g00771		
OG0021482		Sp13g00782		
OG0021483		Sp13g00784		
OG0021484		Sp13g00804		
OG0021485		Sp13g00805		
OG0021486		Sp13g00807		
OG0021487		Sp13g00829		
OG0021488		Sp13g00844		
OG0021489		Sp13g00848		
OG0021490		Sp13g00853		
OG0021491		Sp13g00857		
OG0021492		Sp13g00861		
OG0021493		Sp13g00868		
OG0021494		Sp13g00871		
OG0021495		Sp13g00875		
OG0021496		Sp13g00881		
OG0021497		Sp13g00890		
OG0021498		Sp13g00892		
OG0021499		Sp13g00894		
OG0021500		Sp13g00898		
OG0021501		Sp13g00900		
OG0021502		Sp13g00910		
OG0021503		Sp13g00912		
OG0021504		Sp13g00913		
OG0021505		Sp13g00915		
OG0021506		Sp13g00924		
OG0021507		Sp13g00925		
OG0021508		Sp13g00926		
OG0021509		Sp13g00929		
OG0021510		Sp13g00946		
OG0021511		Sp13g00949		
OG0021512		Sp13g00950		
OG0021513		Sp13g00951		
OG0021514		Sp13g00952		
OG0021515		Sp13g00971		
OG0021516		Sp13g00979		
OG0021517		Sp13g00983		
OG0021518		Sp13g00984		
OG0021519		Sp13g00985		
OG0021520		Sp13g00986		
OG0021521		Sp13g00987		
OG0021522		Sp13g00988		
OG0021523		Sp13g00994		
OG0021524		Sp13g00999		
OG0021525		Sp14g00008		
OG0021526		Sp14g00011		
OG0021527		Sp14g00021		
OG0021528		Sp14g00022		
OG0021529		Sp14g00029		
OG0021530		Sp14g00033		
OG0021531		Sp14g00041		
OG0021532		Sp14g00059		
OG0021533		Sp14g00093		
OG0021534		Sp14g00095		
OG0021535		Sp14g00107		
OG0021536		Sp14g00109		
OG0021537		Sp14g00111		
OG0021538		Sp14g00117		
OG0021539		Sp14g00127		
OG0021540		Sp14g00130		
OG0021541		Sp14g00138		
OG0021542		Sp14g00139		
OG0021543		Sp14g00150		
OG0021544		Sp14g00166		
OG0021545		Sp14g00177		
OG0021546		Sp14g00178		
OG0021547		Sp14g00179		
OG0021548		Sp14g00181		
OG0021549		Sp14g00182		
OG0021550		Sp14g00183		
OG0021551		Sp14g00186		
OG0021552		Sp14g00192		
OG0021553		Sp14g00195		
OG0021554		Sp14g00198		
OG0021555		Sp14g00203		
OG0021556		Sp14g00225		
OG0021557		Sp14g00226		
OG0021558		Sp14g00228		
OG0021559		Sp14g00229		
OG0021560		Sp14g00240		
OG0021561		Sp14g00243		
OG0021562		Sp14g00245		
OG0021563		Sp14g00264		
OG0021564		Sp14g00265		
OG0021565		Sp14g00272		
OG0021566		Sp14g00288		
OG0021567		Sp14g00292		
OG0021568		Sp14g00294		
OG0021569		Sp14g00307		
OG0021570		Sp14g00319		
OG0021571		Sp14g00342		
OG0021572		Sp14g00354		
OG0021573		Sp14g00357		
OG0021574		Sp14g00360		
OG0021575		Sp14g00362		
OG0021576		Sp14g00369		
OG0021577		Sp14g00376		
OG0021578		Sp14g00380		
OG0021579		Sp14g00386		
OG0021580		Sp14g00387		
OG0021581		Sp14g00388		
OG0021582		Sp14g00390		
OG0021583		Sp14g00398		
OG0021584		Sp14g00406		
OG0021585		Sp14g00414		
OG0021586		Sp14g00424		
OG0021587		Sp14g00427		
OG0021588		Sp14g00430		
OG0021589		Sp14g00431		
OG0021590		Sp14g00432		
OG0021591		Sp14g00453		
OG0021592		Sp14g00464		
OG0021593		Sp14g00469		
OG0021594		Sp14g00472		
OG0021595		Sp14g00483		
OG0021596		Sp14g00494		
OG0021597		Sp14g00500		
OG0021598		Sp14g00516		
OG0021599		Sp14g00520		
OG0021600		Sp14g00521		
OG0021601		Sp14g00522		
OG0021602		Sp14g00523		
OG0021603		Sp14g00524		
OG0021604		Sp14g00527		
OG0021605		Sp14g00548		
OG0021606		Sp14g00549		
OG0021607		Sp14g00550		
OG0021608		Sp14g00551		
OG0021609		Sp14g00553		
OG0021610		Sp14g00562		
OG0021611		Sp14g00566		
OG0021612		Sp14g00579		
OG0021613		Sp14g00580		
OG0021614		Sp14g00582		
OG0021615		Sp14g00585		
OG0021616		Sp14g00591		
OG0021617		Sp14g00625		
OG0021618		Sp14g00628		
OG0021619		Sp14g00640		
OG0021620		Sp14g00661		
OG0021621		Sp14g00662		
OG0021622		Sp14g00670		
OG0021623		Sp14g00678		
OG0021624		Sp14g00685		
OG0021625		Sp14g00688		
OG0021626		Sp14g00694		
OG0021627		Sp14g00697		
OG0021628		Sp14g00699		
OG0021629		Sp14g00703		
OG0021630		Sp14g00721		
OG0021631		Sp14g00722		
OG0021632		Sp14g00733		
OG0021633		Sp14g00740		
OG0021634		Sp14g00747		
OG0021635		Sp14g00765		
OG0021636		Sp14g00767		
OG0021637		Sp14g00768		
OG0021638		Sp14g00770		
OG0021639		Sp14g00775		
OG0021640		Sp14g00777		
OG0021641		Sp14g00783		
OG0021642		Sp14g00784		
OG0021643		Sp14g00801		
OG0021644		Sp14g00810		
OG0021645		Sp14g00811		
OG0021646		Sp14g00812		
OG0021647		Sp14g00813		
OG0021648		Sp14g00814		
OG0021649		Sp14g00815		
OG0021650		Sp15g00005		
OG0021651		Sp15g00006		
OG0021652		Sp15g00010		
OG0021653		Sp15g00016		
OG0021654		Sp15g00034		
OG0021655		Sp15g00039		
OG0021656		Sp15g00040		
OG0021657		Sp15g00041		
OG0021658		Sp15g00045		
OG0021659		Sp15g00046		
OG0021660		Sp15g00053		
OG0021661		Sp15g00056		
OG0021662		Sp15g00064		
OG0021663		Sp15g00067		
OG0021664		Sp15g00070		
OG0021665		Sp15g00078		
OG0021666		Sp15g00079		
OG0021667		Sp15g00088		
OG0021668		Sp15g00094		
OG0021669		Sp15g00098		
OG0021670		Sp15g00102		
OG0021671		Sp15g00106		
OG0021672		Sp15g00113		
OG0021673		Sp15g00123		
OG0021674		Sp15g00124		
OG0021675		Sp15g00125		
OG0021676		Sp15g00130		
OG0021677		Sp15g00132		
OG0021678		Sp15g00137		
OG0021679		Sp15g00142		
OG0021680		Sp15g00143		
OG0021681		Sp15g00150		
OG0021682		Sp15g00151		
OG0021683		Sp15g00153		
OG0021684		Sp15g00158		
OG0021685		Sp15g00161		
OG0021686		Sp15g00164		
OG0021687		Sp15g00174		
OG0021688		Sp15g00182		
OG0021689		Sp15g00183		
OG0021690		Sp15g00214		
OG0021691		Sp15g00226		
OG0021692		Sp15g00236		
OG0021693		Sp15g00238		
OG0021694		Sp15g00242		
OG0021695		Sp15g00249		
OG0021696		Sp15g00251		
OG0021697		Sp15g00252		
OG0021698		Sp15g00278		
OG0021699		Sp15g00281		
OG0021700		Sp15g00285		
OG0021701		Sp15g00286		
OG0021702		Sp15g00288		
OG0021703		Sp15g00290		
OG0021704		Sp15g00297		
OG0021705		Sp15g00299		
OG0021706		Sp15g00310		
OG0021707		Sp15g00312		
OG0021708		Sp15g00316		
OG0021709		Sp15g00322		
OG0021710		Sp15g00341		
OG0021711		Sp15g00345		
OG0021712		Sp15g00347		
OG0021713		Sp15g00351		
OG0021714		Sp15g00352		
OG0021715		Sp15g00353		
OG0021716		Sp15g00359		
OG0021717		Sp15g00375		
OG0021718		Sp15g00386		
OG0021719		Sp15g00392		
OG0021720		Sp15g00394		
OG0021721		Sp15g00397		
OG0021722		Sp15g00402		
OG0021723		Sp15g00408		
OG0021724		Sp15g00425		
OG0021725		Sp15g00445		
OG0021726		Sp15g00457		
OG0021727		Sp15g00464		
OG0021728		Sp16g00003		
OG0021729		Sp16g00005		
OG0021730		Sp16g00019		
OG0021731		Sp16g00023		
OG0021732		Sp16g00029		
OG0021733		Sp16g00031		
OG0021734		Sp16g00038		
OG0021735		Sp16g00043		
OG0021736		Sp16g00047		
OG0021737		Sp16g00050		
OG0021738		Sp16g00078		
OG0021739		Sp16g00091		
OG0021740		Sp16g00102		
OG0021741		Sp16g00106		
OG0021742		Sp16g00135		
OG0021743		Sp16g00152		
OG0021744		Sp16g00158		
OG0021745		Sp16g00169		
OG0021746		Sp16g00170		
OG0021747		Sp16g00171		
OG0021748		Sp16g00175		
OG0021749		Sp16g00182		
OG0021750		Sp16g00187		
OG0021751		Sp16g00199		
OG0021752		Sp16g00204		
OG0021753		Sp16g00219		
OG0021754		Sp16g00226		
OG0021755		Sp16g00230		
OG0021756		Sp16g00231		
OG0021757		Sp16g00249		
OG0021758		Sp16g00250		
OG0021759		Sp16g00254		
OG0021760		Sp16g00256		
OG0021761		Sp16g00260		
OG0021762		Sp16g00263		
OG0021763		Sp16g00272		
OG0021764		Sp16g00279		
OG0021765		Sp16g00293		
OG0021766		Sp16g00309		
OG0021767		Sp16g00311		
OG0021768		Sp16g00312		
OG0021769		Sp16g00313		
OG0021770		Sp16g00332		
OG0021771		Sp16g00335		
OG0021772		Sp16g00346		
OG0021773		Sp16g00350		
OG0021774		Sp16g00357		
OG0021775		Sp16g00368		
OG0021776		Sp16g00381		
OG0021777		Sp16g00382		
OG0021778		Sp16g00383		
OG0021779		Sp16g00397		
OG0021780		Sp16g00400		
OG0021781		Sp16g00408		
OG0021782		Sp16g00419		
OG0021783		Sp16g00426		
OG0021784		Sp16g00446		
OG0021785		Sp16g00456		
OG0021786		Sp16g00460		
OG0021787		Sp16g00468		
OG0021788		Sp16g00473		
OG0021789		Sp16g00483		
OG0021790		Sp16g00484		
OG0021791		Sp16g00493		
OG0021792		Sp16g00500		
OG0021793		Sp16g00504		
OG0021794		Sp16g00509		
OG0021795		Sp16g00510		
OG0021796		Sp16g00516		
OG0021797		Sp16g00575		
OG0021798		Sp16g00582		
OG0021799		Sp16g00587		
OG0021800		Sp16g00591		
OG0021801		Sp16g00593		
OG0021802		Sp16g00596		
OG0021803		Sp16g00597		
OG0021804		Sp16g00598		
OG0021805		Sp16g00609		
OG0021806		Sp16g00611		
OG0021807		Sp16g00614		
OG0021808		Sp16g00615		
OG0021809		Sp16g00624		
OG0021810		Sp16g00629		
OG0021811		Sp16g00630		
OG0021812		Sp16g00639		
OG0021813		Sp16g00640		
OG0021814		Sp16g00667		
OG0021815		Sp16g00669		
OG0021816		Sp16g00673		
OG0021817		Sp16g00680		
OG0021818		Sp16g00689		
OG0021819		Sp16g00711		
OG0021820		Sp16g00717		
OG0021821		Sp17g00008		
OG0021822		Sp17g00009		
OG0021823		Sp17g00012		
OG0021824		Sp17g00014		
OG0021825		Sp17g00018		
OG0021826		Sp17g00021		
OG0021827		Sp17g00023		
OG0021828		Sp17g00024		
OG0021829		Sp17g00027		
OG0021830		Sp17g00028		
OG0021831		Sp17g00032		
OG0021832		Sp17g00034		
OG0021833		Sp17g00037		
OG0021834		Sp17g00039		
OG0021835		Sp17g00040		
OG0021836		Sp17g00048		
OG0021837		Sp17g00055		
OG0021838		Sp17g00057		
OG0021839		Sp17g00058		
OG0021840		Sp17g00059		
OG0021841		Sp17g00064		
OG0021842		Sp17g00068		
OG0021843		Sp17g00073		
OG0021844		Sp17g00081		
OG0021845		Sp17g00092		
OG0021846		Sp17g00098		
OG0021847		Sp17g00101		
OG0021848		Sp17g00107		
OG0021849		Sp17g00118		
OG0021850		Sp17g00119		
OG0021851		Sp17g00120		
OG0021852		Sp17g00123		
OG0021853		Sp17g00128		
OG0021854		Sp17g00131		
OG0021855		Sp17g00133		
OG0021856		Sp17g00134		
OG0021857		Sp17g00135		
OG0021858		Sp17g00136		
OG0021859		Sp17g00137		
OG0021860		Sp17g00139		
OG0021861		Sp17g00140		
OG0021862		Sp17g00141		
OG0021863		Sp17g00143		
OG0021864		Sp17g00144		
OG0021865		Sp17g00152		
OG0021866		Sp17g00155		
OG0021867		Sp17g00158		
OG0021868		Sp17g00159		
OG0021869		Sp17g00171		
OG0021870		Sp17g00179		
OG0021871		Sp17g00186		
OG0021872		Sp17g00194		
OG0021873		Sp17g00200		
OG0021874		Sp17g00201		
OG0021875		Sp17g00203		
OG0021876		Sp17g00204		
OG0021877		Sp17g00205		
OG0021878		Sp17g00221		
OG0021879		Sp17g00226		
OG0021880		Sp17g00239		
OG0021881		Sp17g00246		
OG0021882		Sp17g00259		
OG0021883		Sp17g00260		
OG0021884		Sp17g00268		
OG0021885		Sp17g00270		
OG0021886		Sp17g00271		
OG0021887		Sp17g00276		
OG0021888		Sp17g00279		
OG0021889		Sp17g00297		
OG0021890		Sp17g00299		
OG0021891		Sp17g00300		
OG0021892		Sp17g00304		
OG0021893		Sp17g00316		
OG0021894		Sp17g00322		
OG0021895		Sp17g00335		
OG0021896		Sp17g00336		
OG0021897		Sp17g00344		
OG0021898		Sp17g00354		
OG0021899		Sp17g00361		
OG0021900		Sp17g00363		
OG0021901		Sp17g00367		
OG0021902		Sp17g00382		
OG0021903		Sp17g00398		
OG0021904		Sp17g00405		
OG0021905		Sp17g00406		
OG0021906		Sp17g00409		
OG0021907		Sp17g00410		
OG0021908		Sp17g00415		
OG0021909		Sp17g00423		
OG0021910		Sp17g00437		
OG0021911		Sp17g00438		
OG0021912		Sp17g00439		
OG0021913		Sp17g00440		
OG0021914		Sp17g00441		
OG0021915		Sp17g00442		
OG0021916		Sp17g00443		
OG0021917		Sp17g00444		
OG0021918		Sp17g00445		
OG0021919		Sp17g00446		
OG0021920		Sp17g00447		
OG0021921		Sp17g00448		
OG0021922		Sp17g00452		
OG0021923		Sp17g00456		
OG0021924		Sp17g00457		
OG0021925		Sp17g00458		
OG0021926		Sp17g00459		
OG0021927		Sp17g00460		
OG0021928		Sp17g00462		
OG0021929		Sp17g00463		
OG0021930		Sp17g00465		
OG0021931		Sp17g00468		
OG0021932		Sp17g00469		
OG0021933		Sp17g00470		
OG0021934		Sp17g00471		
OG0021935		Sp17g00472		
OG0021936		Sp17g00473		
OG0021937		Sp17g00474		
OG0021938		Sp17g00475		
OG0021939		Sp17g00476		
OG0021940		Sp17g00477		
OG0021941		Sp17g00478		
OG0021942		Sp17g00479		
OG0021943		Sp17g00482		
OG0021944		Sp17g00484		
OG0021945		Sp17g00485		
OG0021946		Sp17g00489		
OG0021947		Sp17g00491		
OG0021948		Sp17g00496		
OG0021949		Sp17g00497		
OG0021950		Sp17g00498		
OG0021951		Sp17g00511		
OG0021952		Sp17g00514		
OG0021953		Sp17g00518		
OG0021954		Sp17g00522		
OG0021955		Sp17g00523		
OG0021956		Sp17g00524		
OG0021957		Sp17g00526		
OG0021958		Sp17g00527		
OG0021959		Sp17g00533		
OG0021960		Sp17g00535		
OG0021961		Sp17g00538		
OG0021962		Sp17g00541		
OG0021963		Sp17g00552		
OG0021964		Sp17g00554		
OG0021965		Sp17g00556		
OG0021966		Sp17g00562		
OG0021967		Sp17g00573		
OG0021968		Sp18g00010		
OG0021969		Sp18g00025		
OG0021970		Sp18g00042		
OG0021971		Sp18g00044		
OG0021972		Sp18g00045		
OG0021973		Sp18g00048		
OG0021974		Sp18g00049		
OG0021975		Sp18g00054		
OG0021976		Sp18g00061		
OG0021977		Sp18g00066		
OG0021978		Sp18g00069		
OG0021979		Sp18g00071		
OG0021980		Sp18g00076		
OG0021981		Sp18g00087		
OG0021982		Sp18g00116		
OG0021983		Sp18g00118		
OG0021984		Sp18g00119		
OG0021985		Sp18g00125		
OG0021986		Sp18g00134		
OG0021987		Sp18g00138		
OG0021988		Sp18g00145		
OG0021989		Sp18g00148		
OG0021990		Sp18g00163		
OG0021991		Sp18g00172		
OG0021992		Sp18g00186		
OG0021993		Sp18g00201		
OG0021994		Sp18g00207		
OG0021995		Sp18g00209		
OG0021996		Sp18g00219		
OG0021997		Sp18g00230		
OG0021998		Sp18g00238		
OG0021999		Sp18g00241		
OG0022000		Sp18g00243		
OG0022001		Sp18g00249		
OG0022002		Sp18g00254		
OG0022003		Sp18g00256		
OG0022004		Sp18g00258		
OG0022005		Sp18g00301		
OG0022006		Sp18g00302		
OG0022007		Sp18g00303		
OG0022008		Sp18g00304		
OG0022009		Sp18g00305		
OG0022010		Sp18g00306		
OG0022011		Sp18g00311		
OG0022012		Sp18g00313		
OG0022013		Sp18g00319		
OG0022014		Sp18g00326		
OG0022015		Sp18g00327		
OG0022016		Sp18g00331		
OG0022017		Sp18g00337		
OG0022018		Sp18g00352		
OG0022019		Sp18g00362		
OG0022020		Sp18g00364		
OG0022021		Sp18g00367		
OG0022022		Sp18g00374		
OG0022023		Sp18g00377		
OG0022024		Sp18g00383		
OG0022025		Sp18g00386		
OG0022026		Sp18g00395		
OG0022027		Sp18g00397		
OG0022028		Sp18g00399		
OG0022029		Sp18g00408		
OG0022030		Sp18g00422		
OG0022031		Sp18g00423		
OG0022032		Sp18g00427		
OG0022033		Sp18g00430		
OG0022034		Sp18g00444		
OG0022035		Sp18g00459		
OG0022036		Sp18g00471		
OG0022037		Sp18g00473		
OG0022038		Sp18g00474		
OG0022039		Sp18g00482		
OG0022040		Sp18g00507		
OG0022041		Sp18g00511		
OG0022042		Sp18g00517		
OG0022043		Sp18g00522		
OG0022044		Sp18g00524		
OG0022045		Sp18g00530		
OG0022046		Sp18g00551		
OG0022047		Sp18g00555		
OG0022048		Sp18g00561		
OG0022049		Sp18g00566		
OG0022050		Sp18g00572		
OG0022051		Sp18g00578		
OG0022052		Sp18g00583		
OG0022053		Sp18g00594		
OG0022054		Sp18g00604		
OG0022055		Sp18g00611		
OG0022056		Sp18g00617		
OG0022057		Sp18g00621		
OG0022058		Sp18g00623		
OG0022059		Sp18g00629		
OG0022060		Sp18g00643		
OG0022061		Sp18g00644		
OG0022062		Sp18g00649		
OG0022063		Sp18g00653		
OG0022064		Sp18g00654		
OG0022065		Sp18g00660		
OG0022066		Sp18g00666		
OG0022067		Sp18g00670		
OG0022068		Sp18g00671		
OG0022069		Sp18g00672		
OG0022070		Sp18g00673		
OG0022071		Sp18g00676		
OG0022072		Sp18g00681		
OG0022073		Sp18g00682		
OG0022074		Sp18g00683		
OG0022075		Sp18g00684		
OG0022076		Sp18g00686		
OG0022077		Sp18g00687		
OG0022078		Sp18g00692		
OG0022079		Sp18g00696		
OG0022080		Sp18g00698		
OG0022081		Sp18g00700		
OG0022082		Sp18g00705		
OG0022083		Sp18g00713		
OG0022084		Sp18g00720		
OG0022085		Sp18g00722		
OG0022086		Sp18g00723		
OG0022087		Sp18g00727		
OG0022088		Sp18g00728		
OG0022089		Sp18g00729		
OG0022090		Sp18g00730		
OG0022091		Sp18g00731		
OG0022092		Sp18g00732		
OG0022093		Sp18g00734		
OG0022094		Sp18g00735		
OG0022095		Sp18g00736		
OG0022096		Sp18g00737		
OG0022097		Sp18g00738		
OG0022098		Sp18g00739		
OG0022099		Sp18g00740		
OG0022100		Sp18g00741		
OG0022101		Sp18g00743		
OG0022102		Sp18g00749		
OG0022103		Sp18g00750		
OG0022104		Sp18g00755		
OG0022105		Sp19g00008		
OG0022106		Sp19g00017		
OG0022107		Sp19g00024		
OG0022108		Sp19g00039		
OG0022109		Sp19g00040		
OG0022110		Sp19g00048		
OG0022111		Sp19g00064		
OG0022112		Sp19g00069		
OG0022113		Sp19g00099		
OG0022114		Sp19g00108		
OG0022115		Sp19g00113		
OG0022116		Sp19g00114		
OG0022117		Sp19g00115		
OG0022118		Sp19g00116		
OG0022119		Sp19g00117		
OG0022120		Sp19g00126		
OG0022121		Sp19g00139		
OG0022122		Sp19g00146		
OG0022123		Sp19g00154		
OG0022124		Sp19g00155		
OG0022125		Sp19g00156		
OG0022126		Sp19g00159		
OG0022127		Sp19g00160		
OG0022128		Sp19g00164		
OG0022129		Sp19g00175		
OG0022130		Sp19g00177		
OG0022131		Sp19g00184		
OG0022132		Sp19g00188		
OG0022133		Sp19g00197		
OG0022134		Sp19g00199		
OG0022135		Sp19g00201		
OG0022136		Sp19g00205		
OG0022137		Sp19g00215		
OG0022138		Sp19g00217		
OG0022139		Sp19g00221		
OG0022140		Sp19g00222		
OG0022141		Sp19g00233		
OG0022142		Sp19g00248		
OG0022143		Sp19g00249		
OG0022144		Sp19g00259		
OG0022145		Sp19g00279		
OG0022146		Sp19g00313		
OG0022147		Sp19g00325		
OG0022148		Sp19g00326		
OG0022149		Sp19g00329		
OG0022150		Sp19g00355		
OG0022151		Sp19g00366		
OG0022152		Sp19g00381		
OG0022153		Sp19g00382		
OG0022154		Sp19g00390		
OG0022155		Sp19g00399		
OG0022156		Sp19g00412		
OG0022157		Sp19g00413		
OG0022158		Sp19g00414		
OG0022159		Sp19g00426		
OG0022160		Sp19g00427		
OG0022161		Sp19g00438		
OG0022162		Sp19g00452		
OG0022163		Sp19g00454		
OG0022164		Sp19g00459		
OG0022165		Sp19g00461		
OG0022166		Sp19g00468		
OG0022167		Sp19g00476		
OG0022168		Sp19g00484		
OG0022169		Sp19g00487		
OG0022170		Sp19g00495		
OG0022171		Sp19g00502		
OG0022172		Sp19g00507		
OG0022173		Sp19g00513		
OG0022174		Sp20g00001		
OG0022175		Sp20g00007		
OG0022176		Sp20g00008		
OG0022177		Sp20g00015		
OG0022178		Sp20g00025		
OG0022179		Sp20g00028		
OG0022180		Sp20g00035		
OG0022181		Sp20g00042		
OG0022182		Sp20g00052		
OG0022183		Sp20g00056		
OG0022184		Sp20g00059		
OG0022185		Sp20g00082		
OG0022186		Sp20g00083		
OG0022187		Sp20g00085		
OG0022188		Sp20g00086		
OG0022189		Sp20g00090		
OG0022190		Sp20g00120		
OG0022191		Sp20g00126		
OG0022192		Sp20g00132		
OG0022193		Sp20g00133		
OG0022194		Sp20g00154		
OG0022195		Sp20g00156		
OG0022196		Sp20g00164		
OG0022197		Sp20g00173		
OG0022198		Sp20g00194		
OG0022199		Sp20g00198		
OG0022200		Sp20g00202		
OG0022201		Sp20g00205		
OG0022202		Sp20g00226		
OG0022203		Sp20g00227		
OG0022204		Sp20g00234		
OG0022205		Sp20g00238		
OG0022206		Sp20g00244		
OG0022207		Sp20g00251		
OG0022208		Sp20g00255		
OG0022209		Sp20g00267		
OG0022210		Sp20g00269		
OG0022211		Sp20g00278		
OG0022212		Sp20g00281		
OG0022213		Sp20g00283		
OG0022214		Sp20g00299		
OG0022215		Sp20g00300		
OG0022216		Sp20g00316		
OG0022217		Sp20g00324		
OG0022218		Sp20g00326		
OG0022219		Sp20g00327		
OG0022220		Sp20g00338		
OG0022221		Sp20g00360		
OG0022222		Sp20g00362		
OG0022223		Sp20g00364		
OG0022224		Sp20g00378		
OG0022225		Sp20g00379		
OG0022226		Sp20g00381		
OG0022227		Sp20g00391		
OG0022228		Sp20g00397		
OG0022229		Sp20g00404		
OG0022230		Sp20g00409		
OG0022231		Sp20g00410		
OG0022232		Sp20g00411		
OG0022233		Sp20g00429		
OG0022234		Sp20g00430		
OG0022235		Sp20g00432		
OG0022236		Sp20g00437		
OG0022237		Sp20g00439		
OG0022238		Sp20g00441		
OG0022239		Sp20g00449		
OG0022240		Sp20g00452		
OG0022241		Sp20g00464		
OG0022242		Sp20g00471		
OG0022243		Sp20g00475		
OG0022244		Sp20g00493		
OG0022245		Sp20g00496		
OG0022246		Sp20g00500		
OG0022247		Sp20g00508		
OG0022248		Sp20g00521		
OG0022249		Sp20g00526		
OG0022250		Sp20g00528		
OG0022251		Sp20g00537		
OG0022252		Sp20g00538		
OG0022253		Sp20g00544		
OG0022254		Sp20g00546		
OG0022255		Sp20g00547		
OG0022256		Sp20g00548		
OG0022257		Sp20g00561		
OG0022258		Sp20g00563		
OG0022259		Sp20g00564		
OG0022260		Sp20g00577		
OG0022261		Sp20g00586		
OG0022262		Sp20g00589		
OG0022263		Sp20g00597		
OG0022264		Sp20g00604		
OG0022265			wa7733.asm1v1.ann1.run1_013058_1	
OG0022266			wa7733.asm1v1.ann1.run1_013059_1	
OG0022267			wa7733.asm1v1.ann1.run1_014773_1	
OG0022268			wa7733.asm1v1.ann1.run1_014774_1	
OG0022269			wa7733.asm1v1.ann1.run1_014775_1	
OG0022270			wa7733.asm1v1.ann1.run1_012803_1	
OG0022271			wa7733.asm1v1.ann1.run1_014779_1	
OG0022272			wa7733.asm1v1.ann1.run1_007075_1	
OG0022273			wa7733.asm1v1.ann1.run1_007102_1	
OG0022274			wa7733.asm1v1.ann1.run1_014761_1	
OG0022275			wa7733.asm1v1.ann1.run1_010256_1	
OG0022276			wa7733.asm1v1.ann1.run1_014907_1	
OG0022277			wa7733.asm1v1.ann1.run1_002670_1	
OG0022278			wa7733.asm1v1.ann1.run1_002679_1	
OG0022279			wa7733.asm1v1.ann1.run1_002694_1	
OG0022280			wa7733.asm1v1.ann1.run1_002695_1	
OG0022281			wa7733.asm1v1.ann1.run1_002701_1	
OG0022282			wa7733.asm1v1.ann1.run1_002715_1	
OG0022283			wa7733.asm1v1.ann1.run1_002710_1	
OG0022284			wa7733.asm1v1.ann1.run1_002730_1	
OG0022285			wa7733.asm1v1.ann1.run1_002732_1	
OG0022286			wa7733.asm1v1.ann1.run1_002747_1	
OG0022287			wa7733.asm1v1.ann1.run1_014024_1	
OG0022288			wa7733.asm1v1.ann1.run1_003886_1	
OG0022289			wa7733.asm1v1.ann1.run1_003906_1	
OG0022290			wa7733.asm1v1.ann1.run1_003915_1	
OG0022291			wa7733.asm1v1.ann1.run1_003920_1	
OG0022292			wa7733.asm1v1.ann1.run1_003924_1	
OG0022293			wa7733.asm1v1.ann1.run1_014110_1	
OG0022294			wa7733.asm1v1.ann1.run1_005187_1	
OG0022295			wa7733.asm1v1.ann1.run1_005182_1	
OG0022296			wa7733.asm1v1.ann1.run1_005203_2	
OG0022297			wa7733.asm1v1.ann1.run1_005213_1	
OG0022298			wa7733.asm1v1.ann1.run1_005222_1	
OG0022299			wa7733.asm1v1.ann1.run1_011963_1	
OG0022300			wa7733.asm1v1.ann1.run1_011960_1	
OG0022301			wa7733.asm1v1.ann1.run1_014012_1	
OG0022302			wa7733.asm1v1.ann1.run1_014664_1	
