	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0004473	g5275.t1	Sp10g00423	wa7733.asm1v1.ann1.run1_002997_1	Wa8730a020g000900_P001
OG0004474	g5280.t1	Sp10g00428	wa7733.asm1v1.ann1.run1_003002_1	Wa8730a020g000950_P001
OG0004475	g5282.t1	Sp10g00432	wa7733.asm1v1.ann1.run1_002999_1	Wa8730a020g000920_P001
OG0004476	g5284.t1	Sp10g00434	wa7733.asm1v1.ann1.run1_003000_1	Wa8730a020g000930_P001
OG0004477	g5286.t1	Sp10g00436	wa7733.asm1v1.ann1.run1_003004_1	Wa8730a020g000960_P001
OG0004478	g5288.t1	Sp10g00438	wa7733.asm1v1.ann1.run1_003005_1	Wa8730a020g000970_P001
OG0004479	g5294.t1	Sp10g00442	wa7733.asm1v1.ann1.run1_003009_1	Wa8730a020g001000_P001
OG0004480	g5295.t1	Sp10g00444	wa7733.asm1v1.ann1.run1_003010_1	Wa8730a020g001010_P001
OG0004481	g5303.t1	Sp10g00451	wa7733.asm1v1.ann1.run1_003014_1	Wa8730a020g001050_P001
OG0004482	g5308.t1	Sp10g00456	wa7733.asm1v1.ann1.run1_007757_1	Wa8730a020g000080_P001
OG0004483	g5310.t1	Sp10g00458	wa7733.asm1v1.ann1.run1_007763_1	Wa8730a020g000020_P001
OG0004484	g5317.t1	Sp10g00464	wa7733.asm1v1.ann1.run1_007762_1	Wa8730a020g000030_P001
OG0004485	g5318.t1	Sp10g00465	wa7733.asm1v1.ann1.run1_007761_1	Wa8730a020g000040_P001
OG0004486	g5320.t1	Sp10g00466	wa7733.asm1v1.ann1.run1_007759_1	Wa8730a020g000060_P001
OG0004487	g5321.t1	Sp10g00467	wa7733.asm1v1.ann1.run1_007758_1	Wa8730a020g000070_P001
OG0004488	g5325.t1	Sp10g00374	wa7733.asm1v1.ann1.run1_008573_1	Wa8730a020g000560_P001
OG0004489	g5330.t1	Sp10g00471	wa7733.asm1v1.ann1.run1_006472_1	Wa8730a009g004540_P001
OG0004490	g5332.t1	Sp10g00473	wa7733.asm1v1.ann1.run1_006473_1	Wa8730a009g004550_P001
OG0004491	g5334.t1	Sp10g00475	wa7733.asm1v1.ann1.run1_006471_1	Wa8730a009g004520_P001
OG0004492	g5338.t1	Sp10g00480	wa7733.asm1v1.ann1.run1_003556_1	Wa8730a009g006590_P001
OG0004493	g5340.t1	Sp10g00482	wa7733.asm1v1.ann1.run1_006478_1	Wa8730a009g004600_P001
OG0004494	g5343.t1	Sp10g00485	wa7733.asm1v1.ann1.run1_006477_1	Wa8730a009g004590_P001
OG0004495	g5344.t1	Sp10g00488	wa7733.asm1v1.ann1.run1_006456_1	Wa8730a009g004340_P001
OG0004496	g5345.t1	Sp10g00489	wa7733.asm1v1.ann1.run1_006452_1	Wa8730a009g004300_P001
OG0004497	g5348.t1	Sp10g00494	wa7733.asm1v1.ann1.run1_006454_1	Wa8730a009g004320_P001
OG0004498	g5351.t1	Sp10g00498	wa7733.asm1v1.ann1.run1_006458_1	Wa8730a009g004390_P001
OG0004499	g5352.t1	Sp10g00499	wa7733.asm1v1.ann1.run1_006457_1	Wa8730a009g004380_P001
OG0004500	g5353.t1	Sp10g00500	wa7733.asm1v1.ann1.run1_014519_1	Wa8730a009g004370_P001
OG0004501	g5354.t1	Sp10g00501	wa7733.asm1v1.ann1.run1_014518_1	Wa8730a009g004360_P001
OG0004502	g5359.t1	Sp10g00504	wa7733.asm1v1.ann1.run1_006450_1	Wa8730a009g004280_P001
OG0004503	g5363.t1	Sp10g00508	wa7733.asm1v1.ann1.run1_006445_1	Wa8730a009g004240_P001
OG0004504	g5367.t1	Sp10g00511	wa7733.asm1v1.ann1.run1_006443_1	Wa8730a009g004220_P001
OG0004505	g5379.t1	Sp10g00523	wa7733.asm1v1.ann1.run1_013912_1	Wa8730a009g004180_P001
OG0004506	g5383.t1	Sp10g00526	wa7733.asm1v1.ann1.run1_013913_1	Wa8730a009g004190_P001
OG0004507	g5392.t1	Sp10g00537	wa7733.asm1v1.ann1.run1_008534_1	Wa8730a009g004100_P001
OG0004508	g5395.t1	Sp10g00540	wa7733.asm1v1.ann1.run1_008533_1	Wa8730a009g004090_P001
OG0004509	g5397.t1	Sp10g00542	wa7733.asm1v1.ann1.run1_008531_1	Wa8730a009g004070_P001
OG0004510	g5398.t1	Sp10g00544	wa7733.asm1v1.ann1.run1_008530_1	Wa8730a009g004060_P001
OG0004511	g5399.t1	Sp10g00545	wa7733.asm1v1.ann1.run1_008528_1	Wa8730a009g004030_P001
OG0004512	g5402.t1	Sp10g00548	wa7733.asm1v1.ann1.run1_008523_1	Wa8730a009g004000_P001
OG0004513	g5406.t1	Sp10g00551	wa7733.asm1v1.ann1.run1_008527_1	Wa8730a009g004020_P001
OG0004514	g5409.t1	Sp10g00554	wa7733.asm1v1.ann1.run1_002968_1	Wa8730a001g006590_P001
OG0004515	g5412.t1	Sp10g00556	wa7733.asm1v1.ann1.run1_008517_1	Wa8730a009g003950_P001
OG0004516	g5415.t1	Sp10g00559	wa7733.asm1v1.ann1.run1_008521_1	Wa8730a009g003980_P001
OG0004517	g5416.t1	Sp10g00560	wa7733.asm1v1.ann1.run1_008520_1	Wa8730a009g003970_P001
OG0004518	g5418.t1, g5668.t1	Sp10g00562, Sp10g00843		
OG0004519	g5419.t1	Sp10g00563	wa7733.asm1v1.ann1.run1_008518_1	Wa8730a009g003960_P001
OG0004520	g5420.t1	Sp10g00564	wa7733.asm1v1.ann1.run1_004566_1	Wa8730a009g003840_P001
OG0004521	g5424.t1	Sp10g00568	wa7733.asm1v1.ann1.run1_008522_1	Wa8730a009g003990_P001
OG0004522	g13599.t1, g5425.t1	Sp10g00569, Sp16g00505		
OG0004523	g5430.t1, g5437.t1	Sp10g00575, Sp10g00579		
OG0004524	g5441.t1	Sp10g00585	wa7733.asm1v1.ann1.run1_008512_1	Wa8730a009g003880_P001
OG0004525	g5442.t1	Sp10g00586	wa7733.asm1v1.ann1.run1_008510_1	Wa8730a009g003860_P001
OG0004526	g5443.t1	Sp10g00587	wa7733.asm1v1.ann1.run1_004565_1	Wa8730a009g003850_P001
OG0004527	g5444.t1	Sp10g00588	wa7733.asm1v1.ann1.run1_004571_1	Wa8730a009g003790_P001
OG0004528	g5448.t1	Sp10g00590	wa7733.asm1v1.ann1.run1_004574_1	Wa8730a009g003770_P001
OG0004529	g5449.t1	Sp10g00591	wa7733.asm1v1.ann1.run1_004583_1	Wa8730a009g003690_P001
OG0004530	g5453.t1	Sp10g00596	wa7733.asm1v1.ann1.run1_004579_1	Wa8730a009g003710_P001
OG0004531	g5455.t1	Sp10g00598	wa7733.asm1v1.ann1.run1_004578_1	Wa8730a009g003730_P001
OG0004532	g5456.t1	Sp10g00599	wa7733.asm1v1.ann1.run1_004577_1	Wa8730a009g003740_P001
OG0004533	g5458.t1	Sp10g00601	wa7733.asm1v1.ann1.run1_014374_1	Wa8730a009g003670_P001
OG0004534	g5463.t1	Sp10g00606	wa7733.asm1v1.ann1.run1_013397_1	Wa8730a009g003650_P001
OG0004535	g5467.t1	Sp10g00610	wa7733.asm1v1.ann1.run1_004588_1	Wa8730a009g003580_P001
OG0004536	g5468.t1	Sp10g00611	wa7733.asm1v1.ann1.run1_004587_1	Wa8730a009g003590_P001
OG0004537	g5469.t1	Sp10g00612	wa7733.asm1v1.ann1.run1_004586_1	Wa8730a009g003600_P001
OG0004538	g5470.t1	Sp10g00613	wa7733.asm1v1.ann1.run1_004585_1	Wa8730a009g003610_P001
OG0004539	g5473.t1	Sp10g00616	wa7733.asm1v1.ann1.run1_004590_1	Wa8730a009g003560_P001
OG0004540	g5478.t1	Sp10g00622	wa7733.asm1v1.ann1.run1_013060_1	Wa8730a009g001650_P001
OG0004541	g5479.t1	Sp10g00623	wa7733.asm1v1.ann1.run1_013057_1	Wa8730a009g001660_P001
OG0004542	g5482.t1	Sp10g00625	wa7733.asm1v1.ann1.run1_002343_1	Wa8730a009g001670_P001
OG0004543	g5487.t1	Sp10g00628	wa7733.asm1v1.ann1.run1_002362_1	Wa8730a009g001910_P001
OG0004544	g5488.t1	Sp10g00629	wa7733.asm1v1.ann1.run1_002347_1	Wa8730a009g001720_P001
OG0004545	g5489.t1	Sp10g00630	wa7733.asm1v1.ann1.run1_002346_1	Wa8730a009g001710_P001
OG0004546	g5490.t1	Sp10g00631	wa7733.asm1v1.ann1.run1_002363_1	Wa8730a009g001920_P001
OG0004547	g5491.t1	Sp10g00632	wa7733.asm1v1.ann1.run1_002364_1	Wa8730a009g001930_P001
OG0004548	g5507.t1	Sp10g00655	wa7733.asm1v1.ann1.run1_002358_1	Wa8730a009g001850_P001
OG0004549	g5509.t1	Sp10g00657	wa7733.asm1v1.ann1.run1_002348_1	Wa8730a009g001730_P001
OG0004550	g5511.t1	Sp10g00659	wa7733.asm1v1.ann1.run1_002360_1	Wa8730a009g001890_P001
OG0004551	g5515.t1	Sp10g00664	wa7733.asm1v1.ann1.run1_002357_1	Wa8730a009g001840_P001
OG0004552	g5517.t1	Sp10g00666	wa7733.asm1v1.ann1.run1_002356_1	Wa8730a009g001830_P001
OG0004553	g5519.t1	Sp10g00668	wa7733.asm1v1.ann1.run1_002355_1	Wa8730a009g001820_P001
OG0004554	g5522.t1	Sp10g00671	wa7733.asm1v1.ann1.run1_002353_1	Wa8730a009g001780_P001
OG0004555	g5523.t1	Sp10g00672	wa7733.asm1v1.ann1.run1_002370_1	Wa8730a009g001990_P001
OG0004556	g5524.t1	Sp10g00673	wa7733.asm1v1.ann1.run1_002369_1	Wa8730a009g001980_P001
OG0004557	g5528.t1, g5529.t1	Sp10g00678		Wa8730a009g001950_P001
OG0004558	g5543.t1	Sp10g00695	wa7733.asm1v1.ann1.run1_002378_1	Wa8730a009g002040_P001
OG0004559	g5548.t1	Sp10g00697	wa7733.asm1v1.ann1.run1_002392_1	Wa8730a009g002170_P001
OG0004560	g5551.t1	Sp10g00701	wa7733.asm1v1.ann1.run1_002393_1	Wa8730a009g002180_P001
OG0004561	g5555.t1	Sp10g00704	wa7733.asm1v1.ann1.run1_002391_1	Wa8730a009g002160_P001
OG0004562	g5557.t1	Sp10g00706	wa7733.asm1v1.ann1.run1_002390_1	Wa8730a009g002140_P001
OG0004563	g5558.t1	Sp10g00707	wa7733.asm1v1.ann1.run1_002389_1	Wa8730a009g002130_P001
OG0004564	g5563.t1	Sp10g00711	wa7733.asm1v1.ann1.run1_002403_1	Wa8730a009g002270_P001
OG0004565	g5566.t1, g5567.t1	Sp10g00714, Sp10g00715		
OG0004566	g5571.t1	Sp10g00720	wa7733.asm1v1.ann1.run1_002396_1	Wa8730a009g002210_P001
OG0004567	g5573.t1	Sp10g00722	wa7733.asm1v1.ann1.run1_002398_1	Wa8730a009g002220_P001
OG0004568	g5580.t1	Sp10g00728	wa7733.asm1v1.ann1.run1_002406_1	Wa8730a009g002290_P001
OG0004569	g5581.t1	Sp10g00729	wa7733.asm1v1.ann1.run1_002407_1	Wa8730a009g002300_P001
OG0004570	g5585.t1	Sp10g00732	wa7733.asm1v1.ann1.run1_002408_1	Wa8730a009g002310_P001
OG0004571	g5587.t1	Sp10g00734	wa7733.asm1v1.ann1.run1_002410_1	Wa8730a009g002330_P001
OG0004572	g5588.t1	Sp10g00735	wa7733.asm1v1.ann1.run1_002409_1	Wa8730a009g002320_P001
OG0004573	g5590.t1	Sp10g00738	wa7733.asm1v1.ann1.run1_002411_1	Wa8730a009g002340_P001
OG0004574	g5593.t1	Sp10g00743	wa7733.asm1v1.ann1.run1_002414_1	Wa8730a009g002370_P001
OG0004575	g5594.t1	Sp10g00744	wa7733.asm1v1.ann1.run1_002415_1	Wa8730a009g002380_P001
OG0004576	g5595.t1	Sp10g00745	wa7733.asm1v1.ann1.run1_002416_1	Wa8730a009g002390_P001
OG0004577	g5598.t1	Sp10g00749	wa7733.asm1v1.ann1.run1_002418_1	Wa8730a009g002420_P001
OG0004578	g5603.t1	Sp10g00754	wa7733.asm1v1.ann1.run1_002421_1	Wa8730a009g002450_P001
OG0004579	g5605.t1	Sp10g00758	wa7733.asm1v1.ann1.run1_002420_1	Wa8730a009g002440_P001
OG0004580	g5608.t1	Sp10g00761	wa7733.asm1v1.ann1.run1_002425_1	Wa8730a009g002490_P001
OG0004581	g5609.t1	Sp10g00762	wa7733.asm1v1.ann1.run1_002426_1	Wa8730a009g002500_P001
OG0004582	g5611.t1	Sp10g00764	wa7733.asm1v1.ann1.run1_012025_1	Wa8730a009g002510_P001
OG0004583	g5613.t1	Sp10g00766	wa7733.asm1v1.ann1.run1_012026_1	Wa8730a009g002520_P001
OG0004584	g5615.t1	Sp10g00768	wa7733.asm1v1.ann1.run1_012030_1	Wa8730a009g002550_P001
OG0004585	g5616.t1	Sp10g00769	wa7733.asm1v1.ann1.run1_012031_1	Wa8730a009g002560_P001
OG0004586	g5617.t1	Sp10g00770	wa7733.asm1v1.ann1.run1_012032_1	Wa8730a009g002570_P001
OG0004587	g5620.t1	Sp10g00772	wa7733.asm1v1.ann1.run1_014249_1	Wa8730a009g002610_P001
OG0004588	g5638.t1	Sp10g00794	wa7733.asm1v1.ann1.run1_009562_1	Wa8730a009g002770_P001
OG0004589	g5641.t1	Sp10g00796	wa7733.asm1v1.ann1.run1_009565_1	Wa8730a009g002750_P001
OG0004590	g5643.t1	Sp10g00798	wa7733.asm1v1.ann1.run1_009566_1	Wa8730a009g002740_P001
OG0004591	g5647.t1	Sp10g00802	wa7733.asm1v1.ann1.run1_009567_1	Wa8730a009g002730_P001
OG0004592	g5651.t1	Sp10g00806	wa7733.asm1v1.ann1.run1_009552_1	Wa8730a009g002860_P001
OG0004593	g5661.t1	Sp10g00818	wa7733.asm1v1.ann1.run1_013779_1	Wa8730a009g002680_P001
OG0004594	g5663.t1	Sp10g00833	wa7733.asm1v1.ann1.run1_008243_1	Wa8730a009g003080_P001
OG0004595	g5665.t1	Sp10g00836	wa7733.asm1v1.ann1.run1_008245_1	Wa8730a009g003100_P001
OG0004596	g5666.t1	Sp10g00837	wa7733.asm1v1.ann1.run1_008246_1	Wa8730a009g003110_P001
OG0004597	g5674.t1	Sp10g00849	wa7733.asm1v1.ann1.run1_008236_1	Wa8730a009g003000_P001
OG0004598	g5676.t1	Sp10g00854	wa7733.asm1v1.ann1.run1_008238_1	Wa8730a009g003020_P001
OG0004599	g5677.t1	Sp10g00855	wa7733.asm1v1.ann1.run1_008239_1	Wa8730a009g003040_P001
OG0004600	g5685.t1	Sp10g00861	wa7733.asm1v1.ann1.run1_008242_1	Wa8730a009g003070_P001
OG0004601	g5686.t1	Sp10g00862	wa7733.asm1v1.ann1.run1_008254_1	Wa8730a009g003170_P001
OG0004602	g5688.t1	Sp10g00864	wa7733.asm1v1.ann1.run1_014611_1	Wa8730a009g003190_P001
OG0004603	g5693.t1	Sp10g00871	wa7733.asm1v1.ann1.run1_008262_1	Wa8730a009g003270_P001
OG0004604	g5697.t1	Sp10g00874	wa7733.asm1v1.ann1.run1_004616_1	Wa8730a009g003300_P001
OG0004605	g5698.t1	Sp10g00875	wa7733.asm1v1.ann1.run1_004615_1	Wa8730a009g003310_P001
OG0004606	g5701.t1	Sp10g00878	wa7733.asm1v1.ann1.run1_004613_1	Wa8730a009g003330_P001
OG0004607	g5704.t1	Sp10g00882	wa7733.asm1v1.ann1.run1_004610_1	Wa8730a009g003350_P001
OG0004608	g5705.t1	Sp10g00883	wa7733.asm1v1.ann1.run1_004609_1	Wa8730a009g003360_P001
OG0004609	g5710.t1	Sp10g00888	wa7733.asm1v1.ann1.run1_004605_1	Wa8730a009g003400_P001
OG0004610	g5712.t1	Sp10g00889	wa7733.asm1v1.ann1.run1_004606_1	Wa8730a009g003390_P001
OG0004611	g5713.t1	Sp10g00890	wa7733.asm1v1.ann1.run1_004608_1	Wa8730a009g003370_P001
OG0004612	g5717.t1	Sp10g00894	wa7733.asm1v1.ann1.run1_004601_1	Wa8730a009g003440_P001
OG0004613	g5720.t1	Sp10g00899	wa7733.asm1v1.ann1.run1_004600_1	Wa8730a009g003460_P001
OG0004614	g5725.t1	Sp10g00904	wa7733.asm1v1.ann1.run1_004596_1	Wa8730a009g003490_P001
OG0004615	g5727.t1	Sp10g00905	wa7733.asm1v1.ann1.run1_004595_1	Wa8730a009g003500_P001
OG0004616	g5728.t1	Sp10g00906	wa7733.asm1v1.ann1.run1_004594_1	Wa8730a009g003510_P001
OG0004617	g5730.t1	Sp10g00909	wa7733.asm1v1.ann1.run1_014796_1	Wa8730a009g001620_P001
OG0004618	g5743.t1	Sp10g00934	wa7733.asm1v1.ann1.run1_012371_1	Wa8730a009g001410_P001
OG0004619	g5747.t1	Sp10g00939	wa7733.asm1v1.ann1.run1_012370_1	Wa8730a009g001420_P001
OG0004620	g5749.t1	Sp10g00941	wa7733.asm1v1.ann1.run1_012369_1	Wa8730a009g001430_P001
OG0004621	g5751.t1	Sp10g00943	wa7733.asm1v1.ann1.run1_012122_1	Wa8730a009g001460_P001
OG0004622	g5753.t1	Sp10g00945	wa7733.asm1v1.ann1.run1_012121_1	Wa8730a009g001470_P001
OG0004623	g5754.t1	Sp10g00946	wa7733.asm1v1.ann1.run1_012120_1	Wa8730a009g001480_P001
OG0004624	g5755.t1	Sp10g00947	wa7733.asm1v1.ann1.run1_012119_1	Wa8730a009g001490_P001
OG0004625	g5757.t1	Sp10g00949	wa7733.asm1v1.ann1.run1_013687_1	Wa8730a009g001290_P001
OG0004626	g5758.t1	Sp10g00950	wa7733.asm1v1.ann1.run1_012332_1	Wa8730a009g001200_P001
OG0004627	g5765.t1	Sp10g00965	wa7733.asm1v1.ann1.run1_004924_1	Wa8730a009g001070_P001
OG0004628	g5766.t1	Sp10g00966	wa7733.asm1v1.ann1.run1_004923_1	Wa8730a009g001060_P001
OG0004629	g5770.t1	Sp10g00973	wa7733.asm1v1.ann1.run1_004913_1	Wa8730a009g000950_P001
OG0004630	g5771.t1	Sp10g00974	wa7733.asm1v1.ann1.run1_004914_1	Wa8730a009g000960_P001
OG0004631	g5774.t1	Sp10g00978	wa7733.asm1v1.ann1.run1_004915_1	Wa8730a009g000970_P001
OG0004632	g5778.t1	Sp10g00982	wa7733.asm1v1.ann1.run1_004904_1	Wa8730a009g000820_P001
OG0004633	g5782.t1	Sp10g00987	wa7733.asm1v1.ann1.run1_004911_1	Wa8730a009g000920_P001
OG0004634	g5785.t1	Sp10g00990	wa7733.asm1v1.ann1.run1_004898_1	Wa8730a009g000750_P001
OG0004635	g5786.t1	Sp10g00991	wa7733.asm1v1.ann1.run1_004918_1	Wa8730a009g001010_P001
OG0004636	g5787.t1	Sp10g00992	wa7733.asm1v1.ann1.run1_004919_1	Wa8730a009g001020_P001
OG0004637	g5788.t1	Sp10g00993	wa7733.asm1v1.ann1.run1_004917_1	Wa8730a009g001000_P001
OG0004638	g5790.t1	Sp10g00994	wa7733.asm1v1.ann1.run1_004907_1	Wa8730a009g000870_P001
OG0004639	g5792.t1	Sp10g00997	wa7733.asm1v1.ann1.run1_004906_1	Wa8730a009g000850_P001
OG0004640	g5801.t1	Sp10g01008	wa7733.asm1v1.ann1.run1_004886_1, wa7733.asm1v1.ann1.run1_012947_1	
OG0004641	g5805.t1	Sp10g01011	wa7733.asm1v1.ann1.run1_004891_1	Wa8730a009g000670_P001
OG0004642	g5811.t1	Sp10g01016	wa7733.asm1v1.ann1.run1_004890_1	Wa8730a009g000660_P001
OG0004643	g5813.t1	Sp10g01018	wa7733.asm1v1.ann1.run1_004910_1	Wa8730a009g000910_P001
OG0004644	g5818.t1	Sp10g01024	wa7733.asm1v1.ann1.run1_004883_1	Wa8730a009g000610_P001
OG0004645	g5828.t1	Sp10g01034	wa7733.asm1v1.ann1.run1_004878_1	Wa8730a009g000570_P001
OG0004646	g5829.t1	Sp10g01035	wa7733.asm1v1.ann1.run1_006300_1	Wa8730a009g000420_P001
OG0004647	g5832.t1	Sp10g01038	wa7733.asm1v1.ann1.run1_006299_1	Wa8730a009g000430_P001
OG0004648	g5833.t1	Sp10g01039	wa7733.asm1v1.ann1.run1_006298_1	Wa8730a009g000440_P001
OG0004649	g5834.t1	Sp10g01040	wa7733.asm1v1.ann1.run1_006297_1	Wa8730a009g000450_P001
OG0004650	g5843.t1	Sp10g01046	wa7733.asm1v1.ann1.run1_006294_1	Wa8730a009g000480_P001
OG0004651	g5848.t1	Sp10g01050	wa7733.asm1v1.ann1.run1_004872_1	Wa8730a009g000520_P001
OG0004652	g5849.t1	Sp10g01051	wa7733.asm1v1.ann1.run1_004873_1	Wa8730a009g000530_P001
OG0004653	g5850.t1	Sp10g01053	wa7733.asm1v1.ann1.run1_004874_1	Wa8730a009g000540_P001
OG0004654	g5853.t1	Sp10g01055	wa7733.asm1v1.ann1.run1_004876_1	Wa8730a009g000550_P001
OG0004655	g5858.t1	Sp10g01060	wa7733.asm1v1.ann1.run1_004870_1	Wa8730a009g000500_P001
OG0004656	g5862.t1	Sp10g01066	wa7733.asm1v1.ann1.run1_006303_1	Wa8730a009g000380_P001
OG0004657	g5863.t1	Sp10g01067	wa7733.asm1v1.ann1.run1_003998_1	Wa8730a016g000910_P001
OG0004658	g5865.t1	Sp10g01069	wa7733.asm1v1.ann1.run1_006306_1	Wa8730a009g000340_P001
OG0004659	g5871.t1	Sp10g01075	wa7733.asm1v1.ann1.run1_006308_1	Wa8730a009g000310_P001
OG0004660	g5873.t1	Sp10g01076	wa7733.asm1v1.ann1.run1_006311_1	Wa8730a009g000290_P001
OG0004661	g5874.t1	Sp10g01077	wa7733.asm1v1.ann1.run1_006310_1	Wa8730a009g000300_P001
OG0004662	g5877.t1	Sp10g01080	wa7733.asm1v1.ann1.run1_006312_1	Wa8730a009g000280_P001
OG0004663	g5881.t1	Sp10g01084	wa7733.asm1v1.ann1.run1_002970_1	Wa8730a001g006570_P001
OG0004664	g5882.t1	Sp10g01085	wa7733.asm1v1.ann1.run1_006316_1	Wa8730a009g000250_P001
OG0004665	g5883.t1	Sp10g01086	wa7733.asm1v1.ann1.run1_006315_1	Wa8730a009g000260_P001
OG0004666	g5886.t1	Sp10g01089	wa7733.asm1v1.ann1.run1_006313_1	Wa8730a009g000270_P001
OG0004667	g5887.t1	Sp10g01090	wa7733.asm1v1.ann1.run1_006321_1	Wa8730a009g000190_P001
OG0004668	g5890.t1	Sp10g01093	wa7733.asm1v1.ann1.run1_006322_1	Wa8730a009g000180_P001
OG0004669	g5891.t1	Sp10g01094	wa7733.asm1v1.ann1.run1_006323_1	Wa8730a009g000170_P001
OG0004670	g5893.t1	Sp10g01096	wa7733.asm1v1.ann1.run1_006325_1	Wa8730a009g000160_P001
OG0004671	g5898.t1	Sp10g01102	wa7733.asm1v1.ann1.run1_006340_1	Wa8730a009g000030_P001
OG0004672	g5901.t1	Sp10g01107	wa7733.asm1v1.ann1.run1_006337_1	Wa8730a009g000040_P001
OG0004673	g5902.t1	Sp10g01108	wa7733.asm1v1.ann1.run1_006336_1	Wa8730a009g000050_P001
OG0004674	g5903.t1	Sp10g01110	wa7733.asm1v1.ann1.run1_006335_1	Wa8730a009g000060_P001
OG0004675	g5907.t1	Sp10g01113	wa7733.asm1v1.ann1.run1_006332_1	Wa8730a009g000090_P001
OG0004676	g5908.t1	Sp10g01114	wa7733.asm1v1.ann1.run1_006331_1	Wa8730a009g000100_P001
OG0004677	g5909.t1	Sp10g01115	wa7733.asm1v1.ann1.run1_006330_1	Wa8730a009g000110_P001
OG0004678	g5912.t1	Sp10g01118	wa7733.asm1v1.ann1.run1_006328_1	Wa8730a009g000130_P001
OG0004679	g5924.t1	Sp20g00531	wa7733.asm1v1.ann1.run1_005632_1	Wa8730a017g000510_P001
OG0004680	g5925.t1	Sp20g00530	wa7733.asm1v1.ann1.run1_005621_1	Wa8730a017g000390_P001
OG0004681	g5931.t1	Sp20g00522	wa7733.asm1v1.ann1.run1_009189_1	Wa8730a010g002370_P001
OG0004682	g5934.t1	Sp20g00519	wa7733.asm1v1.ann1.run1_005633_1	Wa8730a017g000520_P001
OG0004683	g5936.t1	Sp20g00517	wa7733.asm1v1.ann1.run1_005634_1	Wa8730a017g000530_P001
OG0004684	g5941.t1	Sp20g00512	wa7733.asm1v1.ann1.run1_005628_1	Wa8730a017g000470_P001
OG0004685	g5943.t1	Sp20g00509	wa7733.asm1v1.ann1.run1_012171_1	Wa8730a017g000600_P001
OG0004686	g5948.t1	Sp20g00504	wa7733.asm1v1.ann1.run1_005629_1	Wa8730a017g000480_P001
OG0004687	g5949.t1	Sp20g00503	wa7733.asm1v1.ann1.run1_000320_1	Wa8730a011g001940_P001
OG0004688	g5954.t1	Sp20g00498	wa7733.asm1v1.ann1.run1_005624_1	Wa8730a017g000410_P001
OG0004689	g5958.t1	Sp20g00495	wa7733.asm1v1.ann1.run1_011860_1	Wa8730a017g000290_P001
OG0004690	g5964.t1	Sp20g00488	wa7733.asm1v1.ann1.run1_012172_1	Wa8730a017g000610_P001
OG0004691	g5966.t1	Sp20g00486	wa7733.asm1v1.ann1.run1_005636_1	Wa8730a017g000540_P001
OG0004692	g5969.t1	Sp20g00483	wa7733.asm1v1.ann1.run1_005656_1	Wa8730a017g000780_P001
OG0004693	g5971.t1	Sp20g00481	wa7733.asm1v1.ann1.run1_005651_1	Wa8730a017g000740_P001
OG0004694	g5973.t1	Sp20g00479	wa7733.asm1v1.ann1.run1_012169_1	Wa8730a017g000580_P001
OG0004695	g5980.t1	Sp20g00470	wa7733.asm1v1.ann1.run1_012168_1	Wa8730a017g000570_P001
OG0004696	g5983.t1	Sp20g00468	wa7733.asm1v1.ann1.run1_005642_1	Wa8730a017g000650_P001
OG0004697	g5984.t1	Sp20g00467	wa7733.asm1v1.ann1.run1_004314_1	Wa8730a010g001250_P001
OG0004698	g5986.t1	Sp20g00465	wa7733.asm1v1.ann1.run1_012650_1	Wa8730a017g000870_P001
OG0004699	g5987.t1	Sp20g00463	wa7733.asm1v1.ann1.run1_005664_1	Wa8730a017g000860_P001
OG0004700	g5989.t1	Sp20g00461	wa7733.asm1v1.ann1.run1_005663_1	Wa8730a017g000840_P001
OG0004701	g5990.t1	Sp20g00460	wa7733.asm1v1.ann1.run1_005661_1	Wa8730a017g000820_P001
OG0004702	g5995.t1	Sp20g00455	wa7733.asm1v1.ann1.run1_005658_1	Wa8730a017g000800_P001
OG0004703	g5996.t1	Sp20g00454	wa7733.asm1v1.ann1.run1_005659_1	Wa8730a017g000810_P001
OG0004704	g5997.t1	Sp20g00453	wa7733.asm1v1.ann1.run1_013424_1	Wa8730a017g000950_P001
OG0004705	g6002.t1	Sp20g00448	wa7733.asm1v1.ann1.run1_013425_1	Wa8730a017g000960_P001
OG0004706	g6003.t1	Sp20g00447	wa7733.asm1v1.ann1.run1_013426_1	Wa8730a017g000970_P001
OG0004707	g6004.t1	Sp20g00446	wa7733.asm1v1.ann1.run1_012657_1	Wa8730a017g000930_P001
OG0004708	g6005.t1	Sp20g00445	wa7733.asm1v1.ann1.run1_012656_1	Wa8730a017g000920_P001
OG0004709	g6006.t1	Sp20g00444	wa7733.asm1v1.ann1.run1_006075_1	Wa8730a017g000990_P001
OG0004710	g6007.t1	Sp20g00443	wa7733.asm1v1.ann1.run1_006076_1	Wa8730a017g001000_P001
OG0004711	g6012.t1	Sp20g00438	wa7733.asm1v1.ann1.run1_006077_1	Wa8730a017g001010_P001
OG0004712	g6013.t1	Sp20g00436	wa7733.asm1v1.ann1.run1_006078_1	Wa8730a017g001020_P001
OG0004713	g6016.t1	Sp20g00434	wa7733.asm1v1.ann1.run1_006081_1	Wa8730a017g001040_P001
