Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000704	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009946_1, Sp9509_oxford_v3_proteins_Sp17g00110, Sp7498_pacbio_protein_g13019.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a008g003440_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011308_1, wa8730_asm201904v2_ann1_proteins_Wa8730a002g010210_P001, Sp9509_oxford_v3_proteins_Sp02g00076, Sp7498_pacbio_protein_g17364.t1
OG0000705	N0	n0	0.5	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_3, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_2, wa8730_asm201904v2_ann1_proteins_Wa8730a001g004510_P001, Sp9509_oxford_v3_proteins_Sp17g00106	Sp9509_oxford_v3_proteins_Sp17g00108, Sp7498_pacbio_protein_g13022.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001655_1
OG0000705	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_3	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_2
OG0000705	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n4	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001654_2
OG0000706	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n2	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009925_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009935_1
OG0000706	wa8730.asm201904v2.ann1.proteins	n3	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a008g003230_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a008g003320_P001
OG0000706	Sp7498_pacbio.protein	n5	1.0	Terminal	Sp7498_pacbio_protein_g13036.t1	Sp7498_pacbio_protein_g13034.t1
OG0000706	Sp9509_oxford_v3.proteins	n6	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp17g00090	Sp9509_oxford_v3_proteins_Sp17g00088
OG0000707	N1	n1	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a008g002990_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013785_1, wa8730_asm201904v2_ann1_proteins_Wa8730a008g002970_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013787_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013786_1, wa8730_asm201904v2_ann1_proteins_Wa8730a008g002980_P001
OG0000707	N1	n2	1.0	Non-Terminal: STRIDE	wa8730_asm201904v2_ann1_proteins_Wa8730a008g002990_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013785_1	wa8730_asm201904v2_ann1_proteins_Wa8730a008g002970_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013787_1
OG0000708	N1	n2	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003570_P003, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003208_3	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003208_2, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003570_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003208_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003570_P002
OG0000708	N1	n4	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003208_2, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003570_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003208_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003570_P002
OG0000709	N0	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g19031.t1, Sp9509_oxford_v3_proteins_Sp15g00308, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009310_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_011356_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014091_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003650_P001, Sp9509_oxford_v3_proteins_Sp12g00355, Sp7498_pacbio_protein_g13789.t1
OG0000710	N0	n0	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp11g00697, Sp7498_pacbio_protein_g15403.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g004530_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003757_1	Sp7498_pacbio_protein_g13807.t1, Sp9509_oxford_v3_proteins_Sp12g00373, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003690_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009365_1
OG0000711	N1	n2	1.0	Non-Terminal: STRIDE	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003256_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003180_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003254_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003254_2, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003200_P002, wa8730_asm201904v2_ann1_proteins_Wa8730a015g003200_P001
OG0000711	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n5	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003254_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003254_2
OG0000711	wa8730.asm201904v2.ann1.proteins	n6	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003200_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a015g003200_P001
OG0000712	N0	n0	0.75	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g002870_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012475_1, Sp7498_pacbio_protein_g13980.t1, Sp9509_oxford_v3_proteins_Sp12g00581, Sp9509_oxford_v3_proteins_Sp12g00583	Sp7498_pacbio_protein_g13981.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003283_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g002900_P001
OG0000712	Sp9509_oxford_v3.proteins	n4	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp12g00581	Sp9509_oxford_v3_proteins_Sp12g00583
OG0000713	N0	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g15304.t1, Sp9509_oxford_v3_proteins_Sp11g00810, wa8730_asm201904v2_ann1_proteins_Wa8730a011g005210_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008970_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006397_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g002340_P001, Sp9509_oxford_v3_proteins_Sp12g00653, Sp7498_pacbio_protein_g14047.t1
OG0000714	N0	n0	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp12g00671, Sp7498_pacbio_protein_g14065.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007394_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g002070_P001	Sp9509_oxford_v3_proteins_Sp11g00828, Sp7498_pacbio_protein_g15287.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008967_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g005250_P001
OG0000715	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n3	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007412_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007412_2
OG0000715	wa8730.asm201904v2.ann1.proteins	n4	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P004, wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P003
OG0000715	wa8730.asm201904v2.ann1.proteins	n5	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P004, wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P003
OG0000715	wa8730.asm201904v2.ann1.proteins	n6	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P004	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001870_P003
OG0000716	N1	n1	1.0	Non-Terminal: STRIDE	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001270_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008187_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_008186_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g001280_P001
OG0000716	N2	n4	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g14138.t1, Sp9509_oxford_v3_proteins_Sp12g00747	Sp9509_oxford_v3_proteins_Sp12g00745, Sp7498_pacbio_protein_g14136.t1
OG0000717	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003541_1, Sp9509_oxford_v3_proteins_Sp03g00209, Sp7498_pacbio_protein_g17131.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g001050_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g001100_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012321_1, Sp7498_pacbio_protein_g14200.t1, Sp9509_oxford_v3_proteins_Sp12g00812
OG0000718	N0	n0	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a003g001770_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012934_1, Sp9509_oxford_v3_proteins_Sp12g00830, Sp7498_pacbio_protein_g14216.t1	wa8730_asm201904v2_ann1_proteins_Wa8730a003g001970_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_004697_1, Sp9509_oxford_v3_proteins_Sp03g00423, Sp7498_pacbio_protein_g16934.t1
OG0000719	N1	n1	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a004g003010_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007940_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000706_1, wa8730_asm201904v2_ann1_proteins_Wa8730a007g006300_P002, wa8730_asm201904v2_ann1_proteins_Wa8730a007g006300_P001
OG0000719	wa8730.asm201904v2.ann1.proteins	n4	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a007g006300_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a007g006300_P001
OG0000719	Sp7498_pacbio.protein	n6	1.0	Terminal	Sp7498_pacbio_protein_g14229.t1	Sp7498_pacbio_protein_g14228.t1
OG0000720	N2	n2	1.0	Non-Terminal	Sp7498_pacbio_protein_g15172.t1, Sp9509_oxford_v3_proteins_Sp11g00948	Sp7498_pacbio_protein_g14274.t1, Sp9509_oxford_v3_proteins_Sp12g00884, Sp9509_oxford_v3_proteins_Sp12g00880, Sp7498_pacbio_protein_g14270.t1
OG0000720	N2	n4	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g14274.t1, Sp9509_oxford_v3_proteins_Sp12g00884	Sp9509_oxford_v3_proteins_Sp12g00880, Sp7498_pacbio_protein_g14270.t1
OG0000721	N1	n2	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003024_1, wa8730_asm201904v2_ann1_proteins_Wa8730a020g001160_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010293_1, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P002, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P003
OG0000721	wa8730.asm201904v2.ann1.proteins	n5	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P002, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P003
OG0000721	wa8730.asm201904v2.ann1.proteins	n6	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P002	wa8730_asm201904v2_ann1_proteins_Wa8730a015g005450_P003
OG0000722	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005812_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003700_P001, Sp7498_pacbio_protein_g15515.t1, Sp9509_oxford_v3_proteins_Sp11g00577	Sp7498_pacbio_protein_g14377.t1, Sp9509_oxford_v3_proteins_Sp12g00135, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005550_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013191_1
OG0000723	N0	n0	0.75	Non-Terminal	Sp9509_oxford_v3_proteins_Sp11g00559, Sp7498_pacbio_protein_g15535.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003660_P001	Sp7498_pacbio_protein_g14432.t1, Sp9509_oxford_v3_proteins_Sp12g00074, wa8730_asm201904v2_ann1_proteins_Wa8730a015g005910_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007915_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007915_2
OG0000723	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n6	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007915_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_007915_2
OG0000724	N0	n0	1.0	Non-Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a015g006030_P002, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014714_2, Sp9509_oxford_v3_proteins_Sp12g00042, Sp7498_pacbio_protein_g14447.t1	wa8730_asm201904v2_ann1_proteins_Wa8730a015g006030_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_014714_1, Sp7498_pacbio_protein_g14446.t1, Sp9509_oxford_v3_proteins_Sp12g00045
OG0000725	N0	n0	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp03g01008, Sp7498_pacbio_protein_g16347.t1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006470_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001885_1	Sp7498_pacbio_protein_g14512.t1, Sp9509_oxford_v3_proteins_Sp18g00639, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003974_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g000610_P001
OG0000726	N2	n1	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g16346.t1, Sp9509_oxford_v3_proteins_Sp03g01009	Sp7498_pacbio_protein_g14520.t1, Sp9509_oxford_v3_proteins_Sp18g00632
OG0000726	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n5	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001873_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003968_1
OG0000726	wa8730.asm201904v2.ann1.proteins	n6	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a016g000550_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a003g006590_P001
OG0000727	N0	n0	0.75	Non-Terminal	Sp7498_pacbio_protein_g16374.t1, Sp9509_oxford_v3_proteins_Sp03g00986, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001902_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013377_2, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013377_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g001450_P001, Sp7498_pacbio_protein_g14635.t1, Sp9509_oxford_v3_proteins_Sp18g00514
OG0000727	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n5	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013377_2	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013377_1
OG0000728	N2	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g14806.t1, Sp9509_oxford_v3_proteins_Sp18g00336, Sp9509_oxford_v3_proteins_Sp18g00335, Sp7498_pacbio_protein_g14807.t1, Sp7498_pacbio_protein_g15034.t1, Sp9509_oxford_v3_proteins_Sp18g00110	Sp9509_oxford_v3_proteins_Sp18g00113, Sp7498_pacbio_protein_g15030.t1
OG0000728	N2	n1	1.0	Non-Terminal	Sp7498_pacbio_protein_g14806.t1, Sp9509_oxford_v3_proteins_Sp18g00336	Sp9509_oxford_v3_proteins_Sp18g00335, Sp7498_pacbio_protein_g14807.t1, Sp7498_pacbio_protein_g15034.t1, Sp9509_oxford_v3_proteins_Sp18g00110
OG0000728	N2	n3	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp18g00335, Sp7498_pacbio_protein_g14807.t1	Sp7498_pacbio_protein_g15034.t1, Sp9509_oxford_v3_proteins_Sp18g00110
OG0000729	N1	n1	1.0	Non-Terminal: STRIDE	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009863_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g007800_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a016g004130_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000787_1
OG0000729	N2	n4	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g15016.t1, Sp9509_oxford_v3_proteins_Sp18g00129	Sp7498_pacbio_protein_g16266.t1, Sp9509_oxford_v3_proteins_Sp03g01110
OG0000730	N0	n0	1.0	Non-Terminal	Sp7498_pacbio_protein_g15073.t1, Sp9509_oxford_v3_proteins_Sp18g00073, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000828_1, wa8730_asm201904v2_ann1_proteins_Wa8730a016g004590_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006757_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g006960_P001, Sp9509_oxford_v3_proteins_Sp03g01096, Sp7498_pacbio_protein_g16280.t1
OG0000731	N0	n0	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp15g00401, Sp7498_pacbio_protein_g19120.t1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_001334_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009900_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010247_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g005650_P001, Sp7498_pacbio_protein_g15234.t1, Sp9509_oxford_v3_proteins_Sp11g00891
OG0000732	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_012423_1, wa8730_asm201904v2_ann1_proteins_Wa8730a001g009630_P001, Sp9509_oxford_v3_proteins_Sp15g00343, Sp7498_pacbio_protein_g19065.t1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_013842_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g004310_P001, Sp7498_pacbio_protein_g15431.t1, Sp9509_oxford_v3_proteins_Sp11g00669
OG0000733	N0	n0	0.75	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005608_1, Sp9509_oxford_v3_proteins_Sp06g00174, Sp9509_oxford_v3_proteins_Sp06g00172, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003790_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_005805_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003780_P001, Sp7498_pacbio_protein_g15460.t1, Sp9509_oxford_v3_proteins_Sp11g00639
OG0000733	Sp9509_oxford_v3.proteins	n3	1.0	Terminal	Sp9509_oxford_v3_proteins_Sp06g00174	Sp9509_oxford_v3_proteins_Sp06g00172
OG0000734	N1	n1	1.0	Non-Terminal: STRIDE	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000208_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003030_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000209_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g003020_P001
OG0000734	N2	n4	1.0	Non-Terminal: STRIDE	Sp9509_oxford_v3_proteins_Sp11g00438, Sp7498_pacbio_protein_g15634.t1	Sp7498_pacbio_protein_g15632.t1, Sp9509_oxford_v3_proteins_Sp11g00439
OG0000735	N1	n1	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000377_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001170_P001	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000358_1, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000359_1, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001480_P001, wa8730_asm201904v2_ann1_proteins_Wa8730a011g001490_P001
OG0000735	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	n4	1.0	Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000358_1	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_000359_1
OG0000735	wa8730.asm201904v2.ann1.proteins	n5	1.0	Terminal	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001480_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a011g001490_P001
OG0000736	N2	n2	1.0	Non-Terminal	Sp9509_oxford_v3_proteins_Sp03g01305, Sp7498_pacbio_protein_g16093.t1, Sp9509_oxford_v3_proteins_Sp03g01310, Sp7498_pacbio_protein_g16088.t1	Sp7498_pacbio_protein_g16090.t1, Sp9509_oxford_v3_proteins_Sp03g01308
OG0000736	N2	n3	1.0	Non-Terminal: STRIDE	Sp9509_oxford_v3_proteins_Sp03g01305, Sp7498_pacbio_protein_g16093.t1	Sp9509_oxford_v3_proteins_Sp03g01310, Sp7498_pacbio_protein_g16088.t1
OG0000737	N0	n0	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_003496_1, wa8730_asm201904v2_ann1_proteins_Wa8730a009g007260_P001, Sp7498_pacbio_protein_g19207.t1, Sp9509_oxford_v3_proteins_Sp19g00001	Sp7498_pacbio_protein_g16167.t1, Sp9509_oxford_v3_proteins_Sp03g01212, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009867_1, wa8730_asm201904v2_ann1_proteins_Wa8730a003g007850_P001
OG0000738	N2	n2	1.0	Non-Terminal	Sp7498_pacbio_protein_g16497.t1, Sp9509_oxford_v3_proteins_Sp03g00853, Sp9509_oxford_v3_proteins_Sp03g00856, Sp7498_pacbio_protein_g16496.t1	Sp7498_pacbio_protein_g16498.t1, Sp9509_oxford_v3_proteins_Sp03g00852
OG0000738	N2	n3	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g16497.t1, Sp9509_oxford_v3_proteins_Sp03g00853	Sp9509_oxford_v3_proteins_Sp03g00856, Sp7498_pacbio_protein_g16496.t1
OG0000739	N2	n1	1.0	Non-Terminal: STRIDE	Sp7498_pacbio_protein_g16546.t1, Sp9509_oxford_v3_proteins_Sp03g00798	Sp7498_pacbio_protein_g16547.t1, Sp9509_oxford_v3_proteins_Sp03g00797
OG0000739	N1	n4	1.0	Non-Terminal: STRIDE	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_009757_1, wa8730_asm201904v2_ann1_proteins_Wa8730a006g005660_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a003g005020_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_006697_1
OG0000740	N1	n2	1.0	Non-Terminal	wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010759_1, wa8730_asm201904v2_ann1_proteins_Wa8730a008g000910_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010755_1, wa8730_asm201904v2_ann1_proteins_Wa8730a008g000850_P001	wa8730_asm201904v2_ann1_proteins_Wa8730a008g000920_P001, wa7733_asm1v1_ann1_run1_all_std_maker_proteins_func_wa7733.asm1v1.ann1.run1_010760_1
