Orthogroup	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0004687	wa7733.asm1v1.ann1.run1_000320_1	Wa8730a011g001940_P001
OG0004688	wa7733.asm1v1.ann1.run1_005624_1	Wa8730a017g000410_P001
OG0004689	wa7733.asm1v1.ann1.run1_011860_1	Wa8730a017g000290_P001
OG0004690	wa7733.asm1v1.ann1.run1_012172_1	Wa8730a017g000610_P001
OG0004691	wa7733.asm1v1.ann1.run1_005636_1	Wa8730a017g000540_P001
OG0004692	wa7733.asm1v1.ann1.run1_005656_1	Wa8730a017g000780_P001
OG0004693	wa7733.asm1v1.ann1.run1_005651_1	Wa8730a017g000740_P001
OG0004694	wa7733.asm1v1.ann1.run1_012169_1	Wa8730a017g000580_P001
OG0004695	wa7733.asm1v1.ann1.run1_012168_1	Wa8730a017g000570_P001
OG0004696	wa7733.asm1v1.ann1.run1_005642_1	Wa8730a017g000650_P001
OG0004697	wa7733.asm1v1.ann1.run1_004314_1	Wa8730a010g001250_P001
OG0004698	wa7733.asm1v1.ann1.run1_012650_1	Wa8730a017g000870_P001
OG0004699	wa7733.asm1v1.ann1.run1_005664_1	Wa8730a017g000860_P001
OG0004700	wa7733.asm1v1.ann1.run1_005663_1	Wa8730a017g000840_P001
OG0004701	wa7733.asm1v1.ann1.run1_005661_1	Wa8730a017g000820_P001
OG0004702	wa7733.asm1v1.ann1.run1_005658_1	Wa8730a017g000800_P001
OG0004703	wa7733.asm1v1.ann1.run1_005659_1	Wa8730a017g000810_P001
OG0004704	wa7733.asm1v1.ann1.run1_013424_1	Wa8730a017g000950_P001
OG0004705	wa7733.asm1v1.ann1.run1_013425_1	Wa8730a017g000960_P001
OG0004706	wa7733.asm1v1.ann1.run1_013426_1	Wa8730a017g000970_P001
OG0004707	wa7733.asm1v1.ann1.run1_012657_1	Wa8730a017g000930_P001
OG0004708	wa7733.asm1v1.ann1.run1_012656_1	Wa8730a017g000920_P001
OG0004709	wa7733.asm1v1.ann1.run1_006075_1	Wa8730a017g000990_P001
OG0004710	wa7733.asm1v1.ann1.run1_006076_1	Wa8730a017g001000_P001
OG0004711	wa7733.asm1v1.ann1.run1_006077_1	Wa8730a017g001010_P001
OG0004712	wa7733.asm1v1.ann1.run1_006078_1	Wa8730a017g001020_P001
OG0004713	wa7733.asm1v1.ann1.run1_006081_1	Wa8730a017g001040_P001
OG0004714	wa7733.asm1v1.ann1.run1_006080_1	Wa8730a017g001030_P001
OG0004715	wa7733.asm1v1.ann1.run1_006082_1	Wa8730a017g001060_P001
OG0004716	wa7733.asm1v1.ann1.run1_006083_1	Wa8730a017g001070_P001
OG0004717	wa7733.asm1v1.ann1.run1_006093_1	Wa8730a017g001100_P001
OG0004719	wa7733.asm1v1.ann1.run1_006097_1	Wa8730a017g001170_P001
OG0004720	wa7733.asm1v1.ann1.run1_006101_1	Wa8730a017g001200_P001
OG0004721	wa7733.asm1v1.ann1.run1_006103_1	Wa8730a017g001220_P001
OG0004722	wa7733.asm1v1.ann1.run1_007152_1	Wa8730a017g001680_P001
OG0004723	wa7733.asm1v1.ann1.run1_004806_1	Wa8730a002g001960_P001
OG0004724	wa7733.asm1v1.ann1.run1_007151_1	Wa8730a017g001690_P001
OG0004725	wa7733.asm1v1.ann1.run1_007149_1	Wa8730a017g001730_P001
OG0004726	wa7733.asm1v1.ann1.run1_005847_1	Wa8730a014g004320_P001
OG0004727	wa7733.asm1v1.ann1.run1_007148_2	Wa8730a017g001740_P001
OG0004728	wa7733.asm1v1.ann1.run1_006118_1	Wa8730a017g001440_P001
OG0004729	wa7733.asm1v1.ann1.run1_006114_1	Wa8730a017g001410_P001
OG0004730	wa7733.asm1v1.ann1.run1_006124_1	Wa8730a017g001500_P001
OG0004731	wa7733.asm1v1.ann1.run1_006123_1	Wa8730a017g001490_P001
OG0004732	wa7733.asm1v1.ann1.run1_006122_1	Wa8730a017g001480_P001
OG0004733	wa7733.asm1v1.ann1.run1_006121_1	Wa8730a017g001470_P001
OG0004734	wa7733.asm1v1.ann1.run1_006128_1	Wa8730a017g001560_P001
OG0004735	wa7733.asm1v1.ann1.run1_006130_1	Wa8730a017g001580_P001
OG0004736	wa7733.asm1v1.ann1.run1_013836_1	Wa8730a017g001610_P001
OG0004737	wa7733.asm1v1.ann1.run1_013835_1	Wa8730a017g001600_P001
OG0004738	wa7733.asm1v1.ann1.run1_013834_1	Wa8730a017g001590_P001
OG0004739	wa7733.asm1v1.ann1.run1_007146_1	Wa8730a017g001760_P001
OG0004740	wa7733.asm1v1.ann1.run1_007147_1	Wa8730a017g001750_P001
OG0004741	wa7733.asm1v1.ann1.run1_005654_1	Wa8730a017g000760_P001
OG0004742	wa7733.asm1v1.ann1.run1_013451_1	Wa8730a017g001370_P001
OG0004743	wa7733.asm1v1.ann1.run1_013450_1	Wa8730a017g001360_P001
OG0004745	wa7733.asm1v1.ann1.run1_013448_1	Wa8730a017g001350_P001
OG0004746	wa7733.asm1v1.ann1.run1_013446_1	Wa8730a017g001340_P001
OG0004747	wa7733.asm1v1.ann1.run1_014077_1	Wa8730a017g001330_P001
OG0004748	wa7733.asm1v1.ann1.run1_007154_1	Wa8730a017g001660_P001
OG0004749	wa7733.asm1v1.ann1.run1_007155_1	Wa8730a017g001650_P001
OG0004750	wa7733.asm1v1.ann1.run1_007153_1	Wa8730a017g001670_P001
OG0004751	wa7733.asm1v1.ann1.run1_007130_1	Wa8730a017g001920_P001
OG0004752	wa7733.asm1v1.ann1.run1_013599_1	Wa8730a017g001630_P001
OG0004753	wa7733.asm1v1.ann1.run1_006107_1	Wa8730a017g001260_P001
OG0004754	wa7733.asm1v1.ann1.run1_006106_1	Wa8730a017g001250_P001
OG0004755	wa7733.asm1v1.ann1.run1_007132_1	Wa8730a017g001900_P001
OG0004756	wa7733.asm1v1.ann1.run1_007121_1	Wa8730a017g001980_P001
OG0004757	wa7733.asm1v1.ann1.run1_007135_1	Wa8730a017g001870_P001
OG0004758	wa7733.asm1v1.ann1.run1_007136_1	Wa8730a017g001860_P001
OG0004759	wa7733.asm1v1.ann1.run1_007138_1	Wa8730a017g001840_P001
OG0004760	wa7733.asm1v1.ann1.run1_007140_1	Wa8730a017g001820_P001
OG0004761	wa7733.asm1v1.ann1.run1_007141_1	Wa8730a017g001810_P001
OG0004762	wa7733.asm1v1.ann1.run1_007142_1	Wa8730a017g001800_P001
OG0004763	wa7733.asm1v1.ann1.run1_007144_1	Wa8730a017g001790_P001
OG0004764	wa7733.asm1v1.ann1.run1_007143_1	Wa8730a017g001780_P001
OG0004765	wa7733.asm1v1.ann1.run1_007145_1	Wa8730a017g001770_P001
OG0004766	wa7733.asm1v1.ann1.run1_009179_1	Wa8730a017g002110_P001
OG0004767	wa7733.asm1v1.ann1.run1_009180_1	Wa8730a017g002100_P001
OG0004768	wa7733.asm1v1.ann1.run1_009176_1	Wa8730a017g002140_P001
OG0004769	wa7733.asm1v1.ann1.run1_009181_1	Wa8730a017g002090_P001
OG0004770	wa7733.asm1v1.ann1.run1_009175_1	Wa8730a017g002150_P001
OG0004771	wa7733.asm1v1.ann1.run1_009171_1	Wa8730a017g002180_P001
OG0004773	wa7733.asm1v1.ann1.run1_009162_1	Wa8730a017g002250_P001
OG0004774	wa7733.asm1v1.ann1.run1_009160_1	Wa8730a017g002260_P001
OG0004775	wa7733.asm1v1.ann1.run1_009159_1	Wa8730a017g002270_P001
OG0004776	wa7733.asm1v1.ann1.run1_009158_1	Wa8730a017g002280_P001
OG0004777	wa7733.asm1v1.ann1.run1_008294_1	Wa8730a017g002320_P001
OG0004778	wa7733.asm1v1.ann1.run1_008295_1, wa7733.asm1v1.ann1.run1_008295_2	Wa8730a017g002310_P001
OG0004779	wa7733.asm1v1.ann1.run1_008287_1	Wa8730a017g002370_P001
OG0004780	wa7733.asm1v1.ann1.run1_008276_1	Wa8730a017g002500_P001
OG0004781	wa7733.asm1v1.ann1.run1_008275_1	Wa8730a017g002520_P001
OG0004782	wa7733.asm1v1.ann1.run1_008274_1	Wa8730a017g002530_P001
OG0004783	wa7733.asm1v1.ann1.run1_008280_1	Wa8730a017g002440_P001
OG0004784	wa7733.asm1v1.ann1.run1_008279_1	Wa8730a017g002450_P001
OG0004785	wa7733.asm1v1.ann1.run1_008293_1	Wa8730a017g002330_P001
OG0004786	wa7733.asm1v1.ann1.run1_008291_1	Wa8730a017g002340_P001
OG0004787	wa7733.asm1v1.ann1.run1_008270_1	Wa8730a017g002560_P001
OG0004788	wa7733.asm1v1.ann1.run1_008267_1	Wa8730a017g002590_P001
OG0004789	wa7733.asm1v1.ann1.run1_008263_1	Wa8730a017g002640_P001
OG0004790	wa7733.asm1v1.ann1.run1_006801_1	Wa8730a017g002710_P001
OG0004791	wa7733.asm1v1.ann1.run1_006800_1	Wa8730a017g002720_P001
OG0004792	wa7733.asm1v1.ann1.run1_006798_1	Wa8730a017g002740_P001
OG0004793	wa7733.asm1v1.ann1.run1_006792_1	Wa8730a017g002800_P001
OG0004794	wa7733.asm1v1.ann1.run1_006796_1	Wa8730a017g002760_P001
OG0004795	wa7733.asm1v1.ann1.run1_006795_1	Wa8730a017g002770_P001
OG0004796	wa7733.asm1v1.ann1.run1_006793_1	Wa8730a017g002790_P001
OG0004797	wa7733.asm1v1.ann1.run1_006791_1	Wa8730a017g002810_P001
OG0004798	wa7733.asm1v1.ann1.run1_006790_1	Wa8730a017g002820_P001
OG0004799	wa7733.asm1v1.ann1.run1_006783_1	Wa8730a017g002890_P001
OG0004800	wa7733.asm1v1.ann1.run1_006784_1	Wa8730a017g002880_P001
OG0004801	wa7733.asm1v1.ann1.run1_006785_1	Wa8730a017g002870_P001
OG0004802	wa7733.asm1v1.ann1.run1_006776_1	Wa8730a017g002950_P001
OG0004803	wa7733.asm1v1.ann1.run1_006770_1	Wa8730a017g002990_P001
OG0004805	wa7733.asm1v1.ann1.run1_013886_1	Wa8730a017g003070_P001
OG0004806	wa7733.asm1v1.ann1.run1_013264_1	Wa8730a017g003100_P001
OG0004807	wa7733.asm1v1.ann1.run1_006840_1	Wa8730a017g003160_P001
OG0004808	wa7733.asm1v1.ann1.run1_006837_1	Wa8730a017g003180_P001
OG0004809	wa7733.asm1v1.ann1.run1_006834_1	Wa8730a017g003210_P001
OG0004810	wa7733.asm1v1.ann1.run1_006833_1	Wa8730a017g003220_P001
OG0004812	wa7733.asm1v1.ann1.run1_006830_1	Wa8730a017g003260_P001
OG0004813	wa7733.asm1v1.ann1.run1_006829_1	Wa8730a017g003270_P001
OG0004814	wa7733.asm1v1.ann1.run1_006815_1	Wa8730a017g003420_P001
OG0004815	wa7733.asm1v1.ann1.run1_012690_1	Wa8730a014g006400_P001
OG0004816	wa7733.asm1v1.ann1.run1_006817_1	Wa8730a017g003400_P001
OG0004817	wa7733.asm1v1.ann1.run1_006814_1	Wa8730a017g003430_P001
OG0004818	wa7733.asm1v1.ann1.run1_006821_1	Wa8730a017g003350_P001
OG0004819	wa7733.asm1v1.ann1.run1_011047_1	Wa8730a002g009380_P001
OG0004820	wa7733.asm1v1.ann1.run1_006824_1	Wa8730a017g003330_P001
OG0004821	wa7733.asm1v1.ann1.run1_006826_1	Wa8730a017g003310_P001
OG0004822	wa7733.asm1v1.ann1.run1_006818_1	Wa8730a017g003380_P001
OG0004823	wa7733.asm1v1.ann1.run1_006819_1	Wa8730a017g003370_P001
OG0004824	wa7733.asm1v1.ann1.run1_006813_1	Wa8730a017g003440_P002
OG0004825	wa7733.asm1v1.ann1.run1_006807_1	Wa8730a017g003490_P001
OG0004826	wa7733.asm1v1.ann1.run1_010471_1	Wa8730a017g003520_P001
OG0004827	wa7733.asm1v1.ann1.run1_010464_1	Wa8730a017g003570_P001
OG0004828	wa7733.asm1v1.ann1.run1_010467_1	Wa8730a017g003550_P001
OG0004829	wa7733.asm1v1.ann1.run1_010469_1	Wa8730a017g003540_P001
OG0004830	wa7733.asm1v1.ann1.run1_010235_1	Wa8730a017g003710_P001
OG0004831	wa7733.asm1v1.ann1.run1_010229_1	Wa8730a017g003760_P001
OG0004833	wa7733.asm1v1.ann1.run1_010130_1	Wa8730a004g000390_P001
OG0004834	wa7733.asm1v1.ann1.run1_009238_1	Wa8730a004g000240_P001
OG0004835	wa7733.asm1v1.ann1.run1_009239_1	Wa8730a004g000230_P001
OG0004836	wa7733.asm1v1.ann1.run1_009240_1	Wa8730a004g000220_P001
OG0004837	wa7733.asm1v1.ann1.run1_010462_1	Wa8730a017g003590_P001
OG0004838	wa7733.asm1v1.ann1.run1_010232_1	Wa8730a017g003730_P001
OG0004839	wa7733.asm1v1.ann1.run1_010454_1	Wa8730a017g003700_P001
OG0004840	wa7733.asm1v1.ann1.run1_010456_1	Wa8730a017g003680_P001
OG0004841	wa7733.asm1v1.ann1.run1_010457_1	Wa8730a017g003660_P001
OG0004842	wa7733.asm1v1.ann1.run1_010458_1	Wa8730a017g003650_P001
OG0004843	wa7733.asm1v1.ann1.run1_010146_1	Wa8730a004g000250_P001
OG0004844	wa7733.asm1v1.ann1.run1_010143_1	Wa8730a004g000270_P001
OG0004845	wa7733.asm1v1.ann1.run1_010141_1	Wa8730a004g000290_P001
OG0004846	wa7733.asm1v1.ann1.run1_010136_1	Wa8730a004g000320_P001
OG0004847	wa7733.asm1v1.ann1.run1_010135_1	Wa8730a004g000330_P001
OG0004848	wa7733.asm1v1.ann1.run1_010134_1	Wa8730a004g000340_P001
OG0004849	wa7733.asm1v1.ann1.run1_009249_1	Wa8730a004g000150_P001
OG0004850	wa7733.asm1v1.ann1.run1_009248_1	Wa8730a004g000160_P001
OG0004851	wa7733.asm1v1.ann1.run1_005155_1	Wa8730a013g005420_P001
OG0004852	wa7733.asm1v1.ann1.run1_009244_1	Wa8730a004g000190_P001
OG0004853	wa7733.asm1v1.ann1.run1_009252_1	Wa8730a004g000130_P001
OG0004854	wa7733.asm1v1.ann1.run1_009253_1	Wa8730a004g000110_P001
OG0004855	wa7733.asm1v1.ann1.run1_009255_1	Wa8730a004g000100_P001
OG0004856	wa7733.asm1v1.ann1.run1_009257_1	Wa8730a004g000070_P001
OG0004857	wa7733.asm1v1.ann1.run1_009258_1	Wa8730a004g000060_P001
OG0004858	wa7733.asm1v1.ann1.run1_002468_1	Wa8730a020g001960_P001
OG0004860	wa7733.asm1v1.ann1.run1_012523_1	Wa8730a006g000050_P001
OG0004861	wa7733.asm1v1.ann1.run1_012524_1	Wa8730a006g000040_P001
OG0004862	wa7733.asm1v1.ann1.run1_012525_1	Wa8730a006g000030_P001
OG0004863	wa7733.asm1v1.ann1.run1_012526_1	Wa8730a006g000020_P001
OG0004864	wa7733.asm1v1.ann1.run1_012522_1	Wa8730a006g000060_P001
OG0004865	wa7733.asm1v1.ann1.run1_010840_1	Wa8730a006g000080_P001
OG0004866	wa7733.asm1v1.ann1.run1_010841_1	Wa8730a006g000090_P001
OG0004867	wa7733.asm1v1.ann1.run1_010842_1	Wa8730a006g000100_P001
OG0004868	wa7733.asm1v1.ann1.run1_010846_1	Wa8730a006g000140_P001
OG0004869	wa7733.asm1v1.ann1.run1_010847_1	Wa8730a006g000150_P001
OG0004870	wa7733.asm1v1.ann1.run1_010849_1	Wa8730a006g000170_P001
OG0004871	wa7733.asm1v1.ann1.run1_011841_1	Wa8730a006g000240_P001
OG0004872	wa7733.asm1v1.ann1.run1_014025_1	Wa8730a008g005500_P001
OG0004873	wa7733.asm1v1.ann1.run1_013420_1	Wa8730a006g000800_P001
OG0004874	wa7733.asm1v1.ann1.run1_013421_1	Wa8730a006g000790_P001
OG0004875	wa7733.asm1v1.ann1.run1_013422_1	Wa8730a006g000780_P001
OG0004876	wa7733.asm1v1.ann1.run1_013423_1	Wa8730a006g000770_P001
OG0004877	wa7733.asm1v1.ann1.run1_012973_1	Wa8730a006g000750_P001
OG0004878	wa7733.asm1v1.ann1.run1_003166_1	Wa8730a004g008410_P001
OG0004879	wa7733.asm1v1.ann1.run1_015111_1	Wa8730a007g003640_P001
OG0004880	wa7733.asm1v1.ann1.run1_012967_1	Wa8730a006g000740_P001
OG0004881	wa7733.asm1v1.ann1.run1_013995_1, wa7733.asm1v1.ann1.run1_013996_1	Wa8730a006g000640_P001
OG0004882	wa7733.asm1v1.ann1.run1_014017_1	Wa8730a004g004870_P001
OG0004883	wa7733.asm1v1.ann1.run1_010360_1	Wa8730a006g000590_P001
OG0004884	wa7733.asm1v1.ann1.run1_004591_1	Wa8730a009g003540_P001
OG0004885	wa7733.asm1v1.ann1.run1_010359_1	Wa8730a006g000580_P001
OG0004886	wa7733.asm1v1.ann1.run1_010357_1	Wa8730a006g000560_P001
OG0004887	wa7733.asm1v1.ann1.run1_010354_1	Wa8730a006g000540_P001
OG0004888	wa7733.asm1v1.ann1.run1_012496_1	Wa8730a006g000480_P001
OG0004889	wa7733.asm1v1.ann1.run1_012495_1	Wa8730a006g000470_P001
OG0004890	wa7733.asm1v1.ann1.run1_010350_1	Wa8730a006g000510_P001
OG0004891	wa7733.asm1v1.ann1.run1_013540_1	Wa8730a006g000830_P001
OG0004893	wa7733.asm1v1.ann1.run1_006187_1	Wa8730a006g000920_P001
OG0004894	wa7733.asm1v1.ann1.run1_006186_1	Wa8730a006g000910_P001
OG0004895	wa7733.asm1v1.ann1.run1_013391_1	Wa8730a010g003780_P001
OG0004896	wa7733.asm1v1.ann1.run1_008842_1	Wa8730a010g003770_P001
OG0004897	wa7733.asm1v1.ann1.run1_008840_1	Wa8730a010g003760_P001
OG0004898	wa7733.asm1v1.ann1.run1_008836_1	Wa8730a010g003710_P001
OG0004899	wa7733.asm1v1.ann1.run1_008837_1	Wa8730a010g003730_P001
OG0004900	wa7733.asm1v1.ann1.run1_008839_1	Wa8730a010g003750_P001
OG0004901	wa7733.asm1v1.ann1.run1_008838_1	Wa8730a010g003740_P001
OG0004902	wa7733.asm1v1.ann1.run1_008831_1	Wa8730a010g003660_P001
OG0004903	wa7733.asm1v1.ann1.run1_008830_1	Wa8730a010g003650_P001
OG0004905	wa7733.asm1v1.ann1.run1_008826_1	Wa8730a010g003600_P001
OG0004907	wa7733.asm1v1.ann1.run1_008824_1	Wa8730a010g003570_P001
OG0004908	wa7733.asm1v1.ann1.run1_008820_1	Wa8730a010g003530_P001
OG0004909	wa7733.asm1v1.ann1.run1_014156_1	Wa8730a010g003450_P001
OG0004910	wa7733.asm1v1.ann1.run1_013160_1	Wa8730a010g003460_P001
OG0004911	wa7733.asm1v1.ann1.run1_013159_1	Wa8730a010g003470_P001
OG0004912	wa7733.asm1v1.ann1.run1_013158_1	Wa8730a010g003480_P001
OG0004913	wa7733.asm1v1.ann1.run1_013565_1	Wa8730a010g003490_P001
OG0004914	wa7733.asm1v1.ann1.run1_015147_1	Wa8730a010g003350_P001
OG0004915	wa7733.asm1v1.ann1.run1_013747_1	Wa8730a010g003320_P001
OG0004916	wa7733.asm1v1.ann1.run1_013746_1	Wa8730a010g003340_P001
OG0004917	wa7733.asm1v1.ann1.run1_009762_1	Wa8730a010g003300_P001
OG0004918	wa7733.asm1v1.ann1.run1_009766_1	Wa8730a010g003260_P001
OG0004919	wa7733.asm1v1.ann1.run1_009764_1	Wa8730a010g003280_P001
OG0004920	wa7733.asm1v1.ann1.run1_009768_1	Wa8730a010g003240_P001
OG0004921	wa7733.asm1v1.ann1.run1_009769_1	Wa8730a010g003230_P001
OG0004922	wa7733.asm1v1.ann1.run1_009770_1	Wa8730a010g003220_P001
OG0004923	wa7733.asm1v1.ann1.run1_009775_1	Wa8730a010g003180_P001
OG0004924	wa7733.asm1v1.ann1.run1_009780_1	Wa8730a010g003140_P001
OG0004925	wa7733.asm1v1.ann1.run1_009774_1	Wa8730a010g003190_P001
OG0004926	wa7733.asm1v1.ann1.run1_011656_1	Wa8730a010g003110_P001
OG0004927	wa7733.asm1v1.ann1.run1_011655_1	Wa8730a010g003120_P001
OG0004928	wa7733.asm1v1.ann1.run1_011662_1	Wa8730a010g003080_P001
OG0004929	wa7733.asm1v1.ann1.run1_009781_1	Wa8730a010g003070_P001
OG0004930	wa7733.asm1v1.ann1.run1_009783_1	Wa8730a010g003060_P001
OG0004931	wa7733.asm1v1.ann1.run1_010643_1	Wa8730a010g003040_P001
OG0004932	wa7733.asm1v1.ann1.run1_010646_1	Wa8730a010g003000_P001
OG0004933	wa7733.asm1v1.ann1.run1_010647_1	Wa8730a010g002990_P001
OG0004934	wa7733.asm1v1.ann1.run1_010648_1	Wa8730a010g002980_P001
OG0004935	wa7733.asm1v1.ann1.run1_010649_1	Wa8730a010g002970_P001
OG0004936	wa7733.asm1v1.ann1.run1_010650_1	Wa8730a010g002960_P001
OG0004937	wa7733.asm1v1.ann1.run1_010651_1	Wa8730a010g002950_P001
OG0004938	wa7733.asm1v1.ann1.run1_013538_1	Wa8730a010g002870_P001
OG0004939	wa7733.asm1v1.ann1.run1_013536_1	Wa8730a010g002880_P001
OG0004940	wa7733.asm1v1.ann1.run1_010668_1	Wa8730a010g002830_P001
OG0004941	wa7733.asm1v1.ann1.run1_010667_1	Wa8730a010g002820_P001
OG0004942	wa7733.asm1v1.ann1.run1_010666_1	Wa8730a010g002810_P001
OG0004943	wa7733.asm1v1.ann1.run1_010665_1	Wa8730a010g002800_P001
OG0004944	wa7733.asm1v1.ann1.run1_010663_1	Wa8730a010g002780_P001
OG0004945	wa7733.asm1v1.ann1.run1_009217_1	Wa8730a010g002690_P001
OG0004946	wa7733.asm1v1.ann1.run1_009211_1	Wa8730a010g002600_P001
OG0004947	wa7733.asm1v1.ann1.run1_009212_1	Wa8730a010g002620_P001
OG0004948	wa7733.asm1v1.ann1.run1_009196_1	Wa8730a010g002440_P001
OG0004949	wa7733.asm1v1.ann1.run1_009202_1	Wa8730a010g002550_P001
OG0004950	wa7733.asm1v1.ann1.run1_009206_1	Wa8730a010g002570_P001
OG0004951	wa7733.asm1v1.ann1.run1_009210_1	Wa8730a010g002590_P001
OG0004952	wa7733.asm1v1.ann1.run1_009201_1	Wa8730a010g002510_P001
OG0004953	wa7733.asm1v1.ann1.run1_007276_1	Wa8730a010g002030_P001
OG0004954	wa7733.asm1v1.ann1.run1_007277_1	Wa8730a010g002040_P001
OG0004955	wa7733.asm1v1.ann1.run1_007281_1	Wa8730a010g002080_P001
OG0004956	wa7733.asm1v1.ann1.run1_007280_1	Wa8730a010g002070_P001
OG0004957	wa7733.asm1v1.ann1.run1_007289_1	Wa8730a010g002170_P001
OG0004958	wa7733.asm1v1.ann1.run1_007285_1	Wa8730a010g002120_P001
OG0004959	wa7733.asm1v1.ann1.run1_007292_1	Wa8730a010g002210_P001
OG0004960	wa7733.asm1v1.ann1.run1_007291_1	Wa8730a010g002200_P001
OG0004961	wa7733.asm1v1.ann1.run1_007294_1	Wa8730a010g002230_P001
OG0004962	wa7733.asm1v1.ann1.run1_009186_1	Wa8730a010g002340_P001
OG0004963	wa7733.asm1v1.ann1.run1_007295_1	Wa8730a010g002240_P001
OG0004964	wa7733.asm1v1.ann1.run1_007297_1	Wa8730a010g002260_P001
OG0004965	wa7733.asm1v1.ann1.run1_007300_1	Wa8730a010g002320_P001
OG0004966	wa7733.asm1v1.ann1.run1_007299_1	Wa8730a010g002300_P001
OG0004967	wa7733.asm1v1.ann1.run1_011865_1	Wa8730a010g001950_P001
OG0004968	wa7733.asm1v1.ann1.run1_011864_1	Wa8730a010g001960_P001
OG0004969	wa7733.asm1v1.ann1.run1_011861_1	Wa8730a010g001990_P001
OG0004970	wa7733.asm1v1.ann1.run1_011862_1	Wa8730a010g001980_P001
OG0004971	wa7733.asm1v1.ann1.run1_001770_1	Wa8730a012g002140_P001
OG0004972	wa7733.asm1v1.ann1.run1_007275_1	Wa8730a010g002020_P001
OG0004973	wa7733.asm1v1.ann1.run1_009193_1	Wa8730a010g002410_P001
OG0004974	wa7733.asm1v1.ann1.run1_009190_1	Wa8730a010g002380_P001
OG0004975	wa7733.asm1v1.ann1.run1_011863_1	Wa8730a010g001970_P001
OG0004976	wa7733.asm1v1.ann1.run1_011873_1	Wa8730a010g001910_P001
OG0004977	wa7733.asm1v1.ann1.run1_007262_1	Wa8730a010g001800_P001
OG0004979	wa7733.asm1v1.ann1.run1_007335_1	Wa8730a010g001710_P001
OG0004980	wa7733.asm1v1.ann1.run1_007338_1	Wa8730a010g001740_P001
OG0004981	wa7733.asm1v1.ann1.run1_007337_1	Wa8730a010g001730_P001
OG0004982	wa7733.asm1v1.ann1.run1_007336_1	Wa8730a010g001720_P001
OG0004983	wa7733.asm1v1.ann1.run1_013208_1	Wa8730a010g001750_P001
OG0004984	wa7733.asm1v1.ann1.run1_013210_1	Wa8730a010g001770_P001
OG0004985	wa7733.asm1v1.ann1.run1_013211_1	Wa8730a010g001780_P001
OG0004986	wa7733.asm1v1.ann1.run1_007267_1	Wa8730a010g001870_P001
OG0004987	wa7733.asm1v1.ann1.run1_007269_1	Wa8730a010g001890_P001
OG0004988	wa7733.asm1v1.ann1.run1_007265_1	Wa8730a010g001840_P001
OG0004989	wa7733.asm1v1.ann1.run1_007334_1	Wa8730a010g001700_P001
OG0004990	wa7733.asm1v1.ann1.run1_007331_1	Wa8730a010g001670_P001
OG0004991	wa7733.asm1v1.ann1.run1_007330_1	Wa8730a010g001660_P001
OG0004992	wa7733.asm1v1.ann1.run1_007318_1	Wa8730a010g001560_P001
OG0004993	wa7733.asm1v1.ann1.run1_007312_1	Wa8730a010g001510_P001
OG0004994	wa7733.asm1v1.ann1.run1_007311_1	Wa8730a010g001500_P001
OG0004995	wa7733.asm1v1.ann1.run1_007307_1	Wa8730a010g001460_P001
OG0004996	wa7733.asm1v1.ann1.run1_011820_1	Wa8730a010g001330_P001
OG0004997	wa7733.asm1v1.ann1.run1_011821_1	Wa8730a010g001340_P001
OG0004998	wa7733.asm1v1.ann1.run1_011822_1	Wa8730a010g001350_P001
OG0004999	wa7733.asm1v1.ann1.run1_012068_2	Wa8730a010g001360_P001
OG0005000	wa7733.asm1v1.ann1.run1_012069_1	Wa8730a010g001370_P001
OG0005001	wa7733.asm1v1.ann1.run1_012071_1	Wa8730a010g001390_P001
OG0005002	wa7733.asm1v1.ann1.run1_007303_1	Wa8730a010g001420_P001
OG0005003	wa7733.asm1v1.ann1.run1_007304_1	Wa8730a010g001430_P001
OG0005004	wa7733.asm1v1.ann1.run1_004308_1	Wa8730a010g001290_P001
OG0005005	wa7733.asm1v1.ann1.run1_004309_1	Wa8730a010g001280_P001
OG0005006	wa7733.asm1v1.ann1.run1_004320_1	Wa8730a010g001210_P001
OG0005007	wa7733.asm1v1.ann1.run1_004321_1	Wa8730a010g001200_P001
OG0005008	wa7733.asm1v1.ann1.run1_004318_1, wa7733.asm1v1.ann1.run1_004317_1	Wa8730a010g001230_P001
OG0005009	wa7733.asm1v1.ann1.run1_004316_1	Wa8730a010g001240_P001
OG0005010	wa7733.asm1v1.ann1.run1_004324_1	Wa8730a010g001170_P001
OG0005011	wa7733.asm1v1.ann1.run1_012036_1	Wa8730a010g001120_P001
OG0005012	wa7733.asm1v1.ann1.run1_012034_1	Wa8730a010g001110_P001
OG0005013	wa7733.asm1v1.ann1.run1_012033_1	Wa8730a010g001100_P001
OG0005014	wa7733.asm1v1.ann1.run1_011745_1	Wa8730a010g001010_P001
OG0005015	wa7733.asm1v1.ann1.run1_011752_1	Wa8730a010g001070_P001
OG0005016	wa7733.asm1v1.ann1.run1_011747_1	Wa8730a010g001020_P001
OG0005017	wa7733.asm1v1.ann1.run1_011748_1	Wa8730a010g001030_P001
OG0005018	wa7733.asm1v1.ann1.run1_011744_1	Wa8730a010g001000_P001
OG0005019	wa7733.asm1v1.ann1.run1_012631_1	Wa8730a010g000990_P001
