Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp7498_pacbio.protein
OG0004363	Wa8730a020g003100_P001	g4915.t1
OG0004364	Wa8730a020g003070_P001	g4920.t1
OG0004365	Wa8730a020g003060_P001	g4924.t1
OG0004366	Wa8730a020g003030_P001	g4926.t1
OG0004367	Wa8730a020g003010_P001	g4931.t1
OG0004368	Wa8730a020g003000_P001	g4936.t1
OG0004369	Wa8730a006g002030_P001	g4946.t1
OG0004370	Wa8730a020g002920_P001	g4954.t1
OG0004371	Wa8730a020g002880_P001	g4970.t1
OG0004372	Wa8730a020g002830_P001	g4975.t1
OG0004373	Wa8730a020g002810_P001	g4976.t1
OG0004374	Wa8730a020g002800_P001	g4978.t1
OG0004376	Wa8730a020g002730_P001	g4987.t1
OG0004377	Wa8730a020g002710_P001	g4989.t1
OG0004378	Wa8730a020g002650_P001	g4993.t1
OG0004379	Wa8730a020g002640_P001	g4995.t1
OG0004380	Wa8730a020g002610_P001	g4996.t1
OG0004381	Wa8730a020g002600_P001	g4998.t1
OG0004382	Wa8730a020g002590_P001	g4999.t1
OG0004383	Wa8730a020g002570_P001	g5001.t1
OG0004384	Wa8730a020g002560_P001	g5002.t1
OG0004385	Wa8730a020g002550_P001	g5003.t1
OG0004386	Wa8730a020g002540_P001	g5004.t1
OG0004387	Wa8730a020g002530_P001	g5006.t1
OG0004388	Wa8730a020g002510_P001	g5009.t1
OG0004389	Wa8730a020g002490_P001	g5013.t1
OG0004391	Wa8730a020g002430_P001	g5021.t1
OG0004392	Wa8730a020g002410_P001	g5026.t1
OG0004393	Wa8730a020g002070_P001	g5029.t1
OG0004394	Wa8730a020g002030_P001	g5030.t1
OG0004395	Wa8730a020g002040_P001	g5032.t1
OG0004396	Wa8730a020g002050_P001	g5036.t1
OG0004397	Wa8730a020g002000_P001	g5038.t1
OG0004398	Wa8730a020g002220_P001	g5042.t1
OG0004399	Wa8730a020g002230_P001	g5044.t1
OG0004400	Wa8730a020g002110_P001	g5045.t1
OG0004401	Wa8730a020g001980_P001	g5049.t1
OG0004402	Wa8730a020g001970_P001	g5050.t1
OG0004403	Wa8730a020g002090_P001	g5051.t1
OG0004405	Wa8730a020g002190_P001	g5053.t1
OG0004406	Wa8730a020g002240_P001	g5064.t1
OG0004407	Wa8730a020g002320_P001	g5067.t1
OG0004408	Wa8730a020g002330_P001	g5068.t1
OG0004409	Wa8730a004g000920_P001	g5073.t1
OG0004410	Wa8730a014g006700_P001	g5074.t1
OG0004411	Wa8730a020g002280_P001	g5075.t1
OG0004412	Wa8730a006g003350_P001	g5076.t1
OG0004413	Wa8730a020g002290_P001	g5080.t1
OG0004414	Wa8730a020g001830_P001	g5082.t1
OG0004415	Wa8730a020g001910_P001	g5083.t1
OG0004416	Wa8730a020g001940_P001	g5086.t1
OG0004417	Wa8730a020g001950_P001	g5088.t1
OG0004418	Wa8730a020g002080_P001	g5092.t1
OG0004419	Wa8730a020g001690_P001	g5094.t1
OG0004420	Wa8730a020g001700_P001	g5095.t1
OG0004422	Wa8730a020g001750_P001	g5100.t1
OG0004423	Wa8730a020g001770_P001	g5102.t1
OG0004424	Wa8730a020g001800_P001	g5104.t1
OG0004425	Wa8730a020g001810_P001	g5105.t1
OG0004426	Wa8730a020g001820_P001	g5106.t1
OG0004427	Wa8730a020g001880_P001	g5111.t1
OG0004428	Wa8730a020g001840_P001	g5115.t1
OG0004429	Wa8730a020g001860_P001	g5117.t1
OG0004430	Wa8730a020g001670_P001	g5118.t1
OG0004431	Wa8730a020g001630_P001	g5121.t1
OG0004432	Wa8730a020g001600_P001	g5124.t1
OG0004433	Wa8730a020g001610_P001	g5126.t1
OG0004434	Wa8730a020g001400_P001	g5136.t1
OG0004435	Wa8730a020g001410_P001	g5137.t1
OG0004436	Wa8730a020g001430_P001	g5140.t1
OG0004437	Wa8730a020g001460_P001	g10968.t1, g5142.t1
OG0004438	Wa8730a020g001360_P001	g5151.t1
OG0004439	Wa8730a020g001290_P001	g5159.t1
OG0004440	Wa8730a020g001270_P001	g5162.t1
OG0004441	Wa8730a020g001250_P001	g5163.t1
OG0004442	Wa8730a020g001240_P001	g5164.t1
OG0004443	Wa8730a020g001170_P001	g5167.t1
OG0004444	Wa8730a020g001090_P001	g5173.t1
OG0004445	Wa8730a020g000120_P001	g5175.t1
OG0004446	Wa8730a020g000150_P001	g5188.t1
OG0004447	Wa8730a020g000160_P001	g5189.t1
OG0004448	Wa8730a020g000170_P001	g5190.t1
OG0004449	Wa8730a020g000200_P001	g5191.t1
OG0004451	Wa8730a020g000250_P001	g5206.t1
OG0004452	Wa8730a020g000390_P001	g5209.t1
OG0004453	Wa8730a020g000370_P001	g5210.t1
OG0004454	Wa8730a020g000330_P001	g5217.t1
OG0004455	Wa8730a020g000430_P001	g5225.t1
OG0004456	Wa8730a015g004860_P001	g5226.t1
OG0004457	Wa8730a020g000470_P001	g5229.t1
OG0004458	Wa8730a020g000510_P001	g5231.t1
OG0004459	Wa8730a020g000520_P001	g5233.t1
OG0004460	Wa8730a020g000590_P001	g5235.t1
OG0004461	Wa8730a020g000540_P001	g5238.t1
OG0004462	Wa8730a020g000750_P001	g5242.t1
OG0004463	Wa8730a020g000730_P001	g5243.t1
OG0004464	Wa8730a020g000690_P001	g5246.t1
OG0004465	Wa8730a020g000680_P001	g5248.t1
OG0004466	Wa8730a020g000670_P001	g5249.t1
OG0004467	Wa8730a020g000650_P001	g5250.t1
OG0004468	Wa8730a020g000640_P001	g5259.t1
OG0004470	Wa8730a020g000840_P001	g5267.t1
OG0004471	Wa8730a020g000880_P001	g5272.t1
OG0004472	Wa8730a020g000890_P001	g5274.t1
OG0004473	Wa8730a020g000900_P001	g5275.t1
OG0004474	Wa8730a020g000950_P001	g5280.t1
OG0004475	Wa8730a020g000920_P001	g5282.t1
OG0004476	Wa8730a020g000930_P001	g5284.t1
OG0004477	Wa8730a020g000960_P001	g5286.t1
OG0004478	Wa8730a020g000970_P001	g5288.t1
OG0004479	Wa8730a020g001000_P001	g5294.t1
OG0004480	Wa8730a020g001010_P001	g5295.t1
OG0004481	Wa8730a020g001050_P001	g5303.t1
OG0004482	Wa8730a020g000080_P001	g5308.t1
OG0004483	Wa8730a020g000020_P001	g5310.t1
OG0004484	Wa8730a020g000030_P001	g5317.t1
OG0004485	Wa8730a020g000040_P001	g5318.t1
OG0004486	Wa8730a020g000060_P001	g5320.t1
OG0004487	Wa8730a020g000070_P001	g5321.t1
OG0004488	Wa8730a020g000560_P001	g5325.t1
OG0004489	Wa8730a009g004540_P001	g5330.t1
OG0004490	Wa8730a009g004550_P001	g5332.t1
OG0004491	Wa8730a009g004520_P001	g5334.t1
OG0004492	Wa8730a009g006590_P001	g5338.t1
OG0004493	Wa8730a009g004600_P001	g5340.t1
OG0004494	Wa8730a009g004590_P001	g5343.t1
OG0004495	Wa8730a009g004340_P001	g5344.t1
OG0004496	Wa8730a009g004300_P001	g5345.t1
OG0004497	Wa8730a009g004320_P001	g5348.t1
OG0004498	Wa8730a009g004390_P001	g5351.t1
OG0004499	Wa8730a009g004380_P001	g5352.t1
OG0004500	Wa8730a009g004370_P001	g5353.t1
OG0004501	Wa8730a009g004360_P001	g5354.t1
OG0004502	Wa8730a009g004280_P001	g5359.t1
OG0004503	Wa8730a009g004240_P001	g5363.t1
OG0004504	Wa8730a009g004220_P001	g5367.t1
OG0004505	Wa8730a009g004180_P001	g5379.t1
OG0004506	Wa8730a009g004190_P001	g5383.t1
OG0004507	Wa8730a009g004100_P001	g5392.t1
OG0004508	Wa8730a009g004090_P001	g5395.t1
OG0004509	Wa8730a009g004070_P001	g5397.t1
OG0004510	Wa8730a009g004060_P001	g5398.t1
OG0004511	Wa8730a009g004030_P001	g5399.t1
OG0004512	Wa8730a009g004000_P001	g5402.t1
OG0004513	Wa8730a009g004020_P001	g5406.t1
OG0004514	Wa8730a001g006590_P001	g5409.t1
OG0004515	Wa8730a009g003950_P001	g5412.t1
OG0004516	Wa8730a009g003980_P001	g5415.t1
OG0004517	Wa8730a009g003970_P001	g5416.t1
OG0004519	Wa8730a009g003960_P001	g5419.t1
OG0004520	Wa8730a009g003840_P001	g5420.t1
OG0004521	Wa8730a009g003990_P001	g5424.t1
OG0004524	Wa8730a009g003880_P001	g5441.t1
OG0004525	Wa8730a009g003860_P001	g5442.t1
OG0004526	Wa8730a009g003850_P001	g5443.t1
OG0004527	Wa8730a009g003790_P001	g5444.t1
OG0004528	Wa8730a009g003770_P001	g5448.t1
OG0004529	Wa8730a009g003690_P001	g5449.t1
OG0004530	Wa8730a009g003710_P001	g5453.t1
OG0004531	Wa8730a009g003730_P001	g5455.t1
OG0004532	Wa8730a009g003740_P001	g5456.t1
OG0004533	Wa8730a009g003670_P001	g5458.t1
OG0004534	Wa8730a009g003650_P001	g5463.t1
OG0004535	Wa8730a009g003580_P001	g5467.t1
OG0004536	Wa8730a009g003590_P001	g5468.t1
OG0004537	Wa8730a009g003600_P001	g5469.t1
OG0004538	Wa8730a009g003610_P001	g5470.t1
OG0004539	Wa8730a009g003560_P001	g5473.t1
OG0004540	Wa8730a009g001650_P001	g5478.t1
OG0004541	Wa8730a009g001660_P001	g5479.t1
OG0004542	Wa8730a009g001670_P001	g5482.t1
OG0004543	Wa8730a009g001910_P001	g5487.t1
OG0004544	Wa8730a009g001720_P001	g5488.t1
OG0004545	Wa8730a009g001710_P001	g5489.t1
OG0004546	Wa8730a009g001920_P001	g5490.t1
OG0004547	Wa8730a009g001930_P001	g5491.t1
OG0004548	Wa8730a009g001850_P001	g5507.t1
OG0004549	Wa8730a009g001730_P001	g5509.t1
OG0004550	Wa8730a009g001890_P001	g5511.t1
OG0004551	Wa8730a009g001840_P001	g5515.t1
OG0004552	Wa8730a009g001830_P001	g5517.t1
OG0004553	Wa8730a009g001820_P001	g5519.t1
OG0004554	Wa8730a009g001780_P001	g5522.t1
OG0004555	Wa8730a009g001990_P001	g5523.t1
OG0004556	Wa8730a009g001980_P001	g5524.t1
OG0004557	Wa8730a009g001950_P001	g5529.t1, g5528.t1
OG0004558	Wa8730a009g002040_P001	g5543.t1
OG0004559	Wa8730a009g002170_P001	g5548.t1
OG0004560	Wa8730a009g002180_P001	g5551.t1
OG0004561	Wa8730a009g002160_P001	g5555.t1
OG0004562	Wa8730a009g002140_P001	g5557.t1
OG0004563	Wa8730a009g002130_P001	g5558.t1
OG0004564	Wa8730a009g002270_P001	g5563.t1
OG0004566	Wa8730a009g002210_P001	g5571.t1
OG0004567	Wa8730a009g002220_P001	g5573.t1
OG0004568	Wa8730a009g002290_P001	g5580.t1
OG0004569	Wa8730a009g002300_P001	g5581.t1
OG0004570	Wa8730a009g002310_P001	g5585.t1
OG0004571	Wa8730a009g002330_P001	g5587.t1
OG0004572	Wa8730a009g002320_P001	g5588.t1
OG0004573	Wa8730a009g002340_P001	g5590.t1
OG0004574	Wa8730a009g002370_P001	g5593.t1
OG0004575	Wa8730a009g002380_P001	g5594.t1
OG0004576	Wa8730a009g002390_P001	g5595.t1
OG0004577	Wa8730a009g002420_P001	g5598.t1
OG0004578	Wa8730a009g002450_P001	g5603.t1
OG0004579	Wa8730a009g002440_P001	g5605.t1
OG0004580	Wa8730a009g002490_P001	g5608.t1
OG0004581	Wa8730a009g002500_P001	g5609.t1
OG0004582	Wa8730a009g002510_P001	g5611.t1
OG0004583	Wa8730a009g002520_P001	g5613.t1
OG0004584	Wa8730a009g002550_P001	g5615.t1
OG0004585	Wa8730a009g002560_P001	g5616.t1
OG0004586	Wa8730a009g002570_P001	g5617.t1
OG0004587	Wa8730a009g002610_P001	g5620.t1
OG0004588	Wa8730a009g002770_P001	g5638.t1
OG0004589	Wa8730a009g002750_P001	g5641.t1
OG0004590	Wa8730a009g002740_P001	g5643.t1
OG0004591	Wa8730a009g002730_P001	g5647.t1
OG0004592	Wa8730a009g002860_P001	g5651.t1
OG0004593	Wa8730a009g002680_P001	g5661.t1
OG0004594	Wa8730a009g003080_P001	g5663.t1
OG0004595	Wa8730a009g003100_P001	g5665.t1
OG0004596	Wa8730a009g003110_P001	g5666.t1
OG0004597	Wa8730a009g003000_P001	g5674.t1
OG0004598	Wa8730a009g003020_P001	g5676.t1
OG0004599	Wa8730a009g003040_P001	g5677.t1
OG0004600	Wa8730a009g003070_P001	g5685.t1
OG0004601	Wa8730a009g003170_P001	g5686.t1
OG0004602	Wa8730a009g003190_P001	g5688.t1
OG0004603	Wa8730a009g003270_P001	g5693.t1
OG0004604	Wa8730a009g003300_P001	g5697.t1
OG0004605	Wa8730a009g003310_P001	g5698.t1
OG0004606	Wa8730a009g003330_P001	g5701.t1
OG0004607	Wa8730a009g003350_P001	g5704.t1
OG0004608	Wa8730a009g003360_P001	g5705.t1
OG0004609	Wa8730a009g003400_P001	g5710.t1
OG0004610	Wa8730a009g003390_P001	g5712.t1
OG0004611	Wa8730a009g003370_P001	g5713.t1
OG0004612	Wa8730a009g003440_P001	g5717.t1
OG0004613	Wa8730a009g003460_P001	g5720.t1
OG0004614	Wa8730a009g003490_P001	g5725.t1
OG0004615	Wa8730a009g003500_P001	g5727.t1
OG0004616	Wa8730a009g003510_P001	g5728.t1
OG0004617	Wa8730a009g001620_P001	g5730.t1
OG0004618	Wa8730a009g001410_P001	g5743.t1
OG0004619	Wa8730a009g001420_P001	g5747.t1
OG0004620	Wa8730a009g001430_P001	g5749.t1
OG0004621	Wa8730a009g001460_P001	g5751.t1
OG0004622	Wa8730a009g001470_P001	g5753.t1
OG0004623	Wa8730a009g001480_P001	g5754.t1
OG0004624	Wa8730a009g001490_P001	g5755.t1
OG0004625	Wa8730a009g001290_P001	g5757.t1
OG0004626	Wa8730a009g001200_P001	g5758.t1
OG0004627	Wa8730a009g001070_P001	g5765.t1
OG0004628	Wa8730a009g001060_P001	g5766.t1
OG0004629	Wa8730a009g000950_P001	g5770.t1
OG0004630	Wa8730a009g000960_P001	g5771.t1
OG0004631	Wa8730a009g000970_P001	g5774.t1
OG0004632	Wa8730a009g000820_P001	g5778.t1
OG0004633	Wa8730a009g000920_P001	g5782.t1
OG0004634	Wa8730a009g000750_P001	g5785.t1
OG0004635	Wa8730a009g001010_P001	g5786.t1
OG0004636	Wa8730a009g001020_P001	g5787.t1
OG0004637	Wa8730a009g001000_P001	g5788.t1
OG0004638	Wa8730a009g000870_P001	g5790.t1
OG0004639	Wa8730a009g000850_P001	g5792.t1
OG0004641	Wa8730a009g000670_P001	g5805.t1
OG0004642	Wa8730a009g000660_P001	g5811.t1
OG0004643	Wa8730a009g000910_P001	g5813.t1
OG0004644	Wa8730a009g000610_P001	g5818.t1
OG0004645	Wa8730a009g000570_P001	g5828.t1
OG0004646	Wa8730a009g000420_P001	g5829.t1
OG0004647	Wa8730a009g000430_P001	g5832.t1
OG0004648	Wa8730a009g000440_P001	g5833.t1
OG0004649	Wa8730a009g000450_P001	g5834.t1
OG0004650	Wa8730a009g000480_P001	g5843.t1
OG0004651	Wa8730a009g000520_P001	g5848.t1
OG0004652	Wa8730a009g000530_P001	g5849.t1
OG0004653	Wa8730a009g000540_P001	g5850.t1
OG0004654	Wa8730a009g000550_P001	g5853.t1
OG0004655	Wa8730a009g000500_P001	g5858.t1
OG0004656	Wa8730a009g000380_P001	g5862.t1
OG0004657	Wa8730a016g000910_P001	g5863.t1
OG0004658	Wa8730a009g000340_P001	g5865.t1
OG0004659	Wa8730a009g000310_P001	g5871.t1
OG0004660	Wa8730a009g000290_P001	g5873.t1
OG0004661	Wa8730a009g000300_P001	g5874.t1
OG0004662	Wa8730a009g000280_P001	g5877.t1
OG0004663	Wa8730a001g006570_P001	g5881.t1
OG0004664	Wa8730a009g000250_P001	g5882.t1
OG0004665	Wa8730a009g000260_P001	g5883.t1
OG0004666	Wa8730a009g000270_P001	g5886.t1
OG0004667	Wa8730a009g000190_P001	g5887.t1
OG0004668	Wa8730a009g000180_P001	g5890.t1
OG0004669	Wa8730a009g000170_P001	g5891.t1
OG0004670	Wa8730a009g000160_P001	g5893.t1
OG0004671	Wa8730a009g000030_P001	g5898.t1
OG0004672	Wa8730a009g000040_P001	g5901.t1
OG0004673	Wa8730a009g000050_P001	g5902.t1
OG0004674	Wa8730a009g000060_P001	g5903.t1
OG0004675	Wa8730a009g000090_P001	g5907.t1
OG0004676	Wa8730a009g000100_P001	g5908.t1
OG0004677	Wa8730a009g000110_P001	g5909.t1
OG0004678	Wa8730a009g000130_P001	g5912.t1
OG0004679	Wa8730a017g000510_P001	g5924.t1
OG0004680	Wa8730a017g000390_P001	g5925.t1
OG0004681	Wa8730a010g002370_P001	g5931.t1
OG0004682	Wa8730a017g000520_P001	g5934.t1
OG0004683	Wa8730a017g000530_P001	g5936.t1
OG0004684	Wa8730a017g000470_P001	g5941.t1
OG0004685	Wa8730a017g000600_P001	g5943.t1
OG0004686	Wa8730a017g000480_P001	g5948.t1
OG0004687	Wa8730a011g001940_P001	g5949.t1
OG0004688	Wa8730a017g000410_P001	g5954.t1
OG0004689	Wa8730a017g000290_P001	g5958.t1
OG0004690	Wa8730a017g000610_P001	g5964.t1
OG0004691	Wa8730a017g000540_P001	g5966.t1
OG0004692	Wa8730a017g000780_P001	g5969.t1
OG0004693	Wa8730a017g000740_P001	g5971.t1
OG0004694	Wa8730a017g000580_P001	g5973.t1
OG0004695	Wa8730a017g000570_P001	g5980.t1
OG0004696	Wa8730a017g000650_P001	g5983.t1
OG0004697	Wa8730a010g001250_P001	g5984.t1
OG0004698	Wa8730a017g000870_P001	g5986.t1
OG0004699	Wa8730a017g000860_P001	g5987.t1
OG0004700	Wa8730a017g000840_P001	g5989.t1
OG0004701	Wa8730a017g000820_P001	g5990.t1
OG0004702	Wa8730a017g000800_P001	g5995.t1
OG0004703	Wa8730a017g000810_P001	g5996.t1
OG0004704	Wa8730a017g000950_P001	g5997.t1
OG0004705	Wa8730a017g000960_P001	g6002.t1
OG0004706	Wa8730a017g000970_P001	g6003.t1
OG0004707	Wa8730a017g000930_P001	g6004.t1
OG0004708	Wa8730a017g000920_P001	g6005.t1
OG0004709	Wa8730a017g000990_P001	g6006.t1
OG0004710	Wa8730a017g001000_P001	g6007.t1
OG0004711	Wa8730a017g001010_P001	g6012.t1
OG0004712	Wa8730a017g001020_P001	g6013.t1
OG0004713	Wa8730a017g001040_P001	g6016.t1
OG0004714	Wa8730a017g001030_P001	g6019.t1
OG0004715	Wa8730a017g001060_P001	g6023.t1
OG0004716	Wa8730a017g001070_P001	g6024.t1
OG0004717	Wa8730a017g001100_P001	g6030.t1
OG0004718	Wa8730a017g001110_P001, Wa8730a017g001120_P001	g6032.t1
OG0004719	Wa8730a017g001170_P001	g6036.t1
OG0004720	Wa8730a017g001200_P001	g6038.t1
OG0004721	Wa8730a017g001220_P001	g6040.t1
OG0004722	Wa8730a017g001680_P001	g6043.t1
OG0004723	Wa8730a002g001960_P001	g6044.t1
OG0004724	Wa8730a017g001690_P001	g6045.t1
OG0004725	Wa8730a017g001730_P001	g6048.t1
OG0004726	Wa8730a014g004320_P001	g6049.t1
OG0004727	Wa8730a017g001740_P001	g6050.t1
OG0004728	Wa8730a017g001440_P001	g6051.t1
OG0004729	Wa8730a017g001410_P001	g6052.t1
OG0004730	Wa8730a017g001500_P001	g6055.t1
OG0004731	Wa8730a017g001490_P001	g6058.t1
OG0004732	Wa8730a017g001480_P001	g6059.t1
OG0004733	Wa8730a017g001470_P001	g6067.t1
OG0004734	Wa8730a017g001560_P001	g6070.t1
OG0004735	Wa8730a017g001580_P001	g6073.t1
OG0004736	Wa8730a017g001610_P001	g6075.t1
OG0004737	Wa8730a017g001600_P001	g6076.t1
OG0004738	Wa8730a017g001590_P001	g6077.t1
OG0004739	Wa8730a017g001760_P001	g6080.t1
OG0004740	Wa8730a017g001750_P001	g6082.t1
OG0004741	Wa8730a017g000760_P001	g6084.t1
OG0004742	Wa8730a017g001370_P001	g6085.t1
OG0004743	Wa8730a017g001360_P001	g6093.t1
OG0004745	Wa8730a017g001350_P001	g6095.t1
OG0004746	Wa8730a017g001340_P001	g6097.t1
OG0004747	Wa8730a017g001330_P001	g6100.t1
OG0004748	Wa8730a017g001660_P001	g6102.t1
OG0004749	Wa8730a017g001650_P001	g6103.t1
OG0004750	Wa8730a017g001670_P001	g6106.t1
OG0004751	Wa8730a017g001920_P001	g6107.t1
OG0004752	Wa8730a017g001630_P001	g6117.t1
OG0004753	Wa8730a017g001260_P001	g6122.t1
OG0004754	Wa8730a017g001250_P001	g6125.t1
OG0004755	Wa8730a017g001900_P001	g6128.t1
OG0004756	Wa8730a017g001980_P001	g6132.t1
OG0004757	Wa8730a017g001870_P001	g6137.t1
OG0004758	Wa8730a017g001860_P001	g6138.t1
OG0004759	Wa8730a017g001840_P001	g6140.t1
OG0004760	Wa8730a017g001820_P001	g6141.t1
OG0004761	Wa8730a017g001810_P001	g6144.t1
OG0004762	Wa8730a017g001800_P001	g6145.t1
OG0004763	Wa8730a017g001790_P001	g6147.t1
OG0004764	Wa8730a017g001780_P001	g6148.t1
OG0004765	Wa8730a017g001770_P001	g6149.t1
OG0004766	Wa8730a017g002110_P001	g6156.t1
OG0004767	Wa8730a017g002100_P001	g6157.t1
OG0004768	Wa8730a017g002140_P001	g6160.t1
OG0004769	Wa8730a017g002090_P001	g6164.t1
OG0004770	Wa8730a017g002150_P001	g6165.t1
OG0004771	Wa8730a017g002180_P001	g6170.t1
OG0004773	Wa8730a017g002250_P001	g6178.t1
OG0004774	Wa8730a017g002260_P001	g6179.t1
OG0004775	Wa8730a017g002270_P001	g6180.t1
OG0004776	Wa8730a017g002280_P001	g6182.t1
OG0004777	Wa8730a017g002320_P001	g6187.t1
OG0004778	Wa8730a017g002310_P001	g6188.t1
OG0004779	Wa8730a017g002370_P001	g6195.t1
OG0004780	Wa8730a017g002500_P001	g6196.t1
OG0004781	Wa8730a017g002520_P001	g6198.t1
OG0004782	Wa8730a017g002530_P001	g6199.t1
OG0004783	Wa8730a017g002440_P001	g6207.t1
OG0004784	Wa8730a017g002450_P001	g6208.t1
OG0004785	Wa8730a017g002330_P001	g6211.t1
OG0004786	Wa8730a017g002340_P001	g6212.t1
OG0004787	Wa8730a017g002560_P001	g6213.t1
OG0004788	Wa8730a017g002590_P001	g6216.t1
OG0004789	Wa8730a017g002640_P001	g6219.t1
OG0004790	Wa8730a017g002710_P001	g6224.t1
OG0004791	Wa8730a017g002720_P001	g6225.t1
OG0004792	Wa8730a017g002740_P001	g6227.t1
OG0004793	Wa8730a017g002800_P001	g6228.t1
OG0004794	Wa8730a017g002760_P001	g6231.t1
OG0004795	Wa8730a017g002770_P001	g6233.t1
OG0004796	Wa8730a017g002790_P001	g6235.t1
OG0004797	Wa8730a017g002810_P001	g6240.t1
OG0004798	Wa8730a017g002820_P001	g6244.t1
OG0004799	Wa8730a017g002890_P001	g6250.t1
OG0004800	Wa8730a017g002880_P001	g6252.t1
OG0004801	Wa8730a017g002870_P001	g6254.t1
OG0004802	Wa8730a017g002950_P001	g6257.t1
OG0004803	Wa8730a017g002990_P001	g6262.t1
OG0004805	Wa8730a017g003070_P001	g6271.t1
OG0004806	Wa8730a017g003100_P001	g6276.t1
OG0004807	Wa8730a017g003160_P001	g6279.t1
OG0004808	Wa8730a017g003180_P001	g6288.t1
OG0004809	Wa8730a017g003210_P001	g6292.t1
OG0004810	Wa8730a017g003220_P001	g6293.t1
OG0004812	Wa8730a017g003260_P001	g6309.t1
OG0004813	Wa8730a017g003270_P001	g6312.t1
OG0004814	Wa8730a017g003420_P001	g6313.t1
OG0004815	Wa8730a014g006400_P001	g6314.t1
OG0004816	Wa8730a017g003400_P001	g6316.t1
OG0004817	Wa8730a017g003430_P001	g6317.t1
OG0004818	Wa8730a017g003350_P001	g6318.t1
OG0004819	Wa8730a002g009380_P001	g6319.t1
OG0004820	Wa8730a017g003330_P001	g6321.t1
OG0004821	Wa8730a017g003310_P001	g6323.t1
OG0004822	Wa8730a017g003380_P001	g6325.t1
OG0004823	Wa8730a017g003370_P001	g6326.t1
OG0004824	Wa8730a017g003440_P002	g6327.t1
OG0004825	Wa8730a017g003490_P001	g6329.t1
OG0004826	Wa8730a017g003520_P001	g6337.t1
OG0004827	Wa8730a017g003570_P001	g6339.t1
OG0004828	Wa8730a017g003550_P001	g6341.t1
OG0004829	Wa8730a017g003540_P001	g6343.t1
OG0004830	Wa8730a017g003710_P001	g6346.t1
OG0004831	Wa8730a017g003760_P001	g6357.t1
OG0004833	Wa8730a004g000390_P001	g6361.t1
OG0004834	Wa8730a004g000240_P001	g6364.t1
OG0004835	Wa8730a004g000230_P001	g6365.t1
OG0004836	Wa8730a004g000220_P001	g6368.t1
OG0004837	Wa8730a017g003590_P001	g6372.t1
OG0004838	Wa8730a017g003730_P001	g6374.t1
OG0004839	Wa8730a017g003700_P001	g6375.t1
OG0004840	Wa8730a017g003680_P001	g6377.t1
OG0004841	Wa8730a017g003660_P001	g6381.t1
OG0004842	Wa8730a017g003650_P001	g6383.t1
OG0004843	Wa8730a004g000250_P001	g6386.t1
OG0004844	Wa8730a004g000270_P001	g6387.t1
OG0004845	Wa8730a004g000290_P001	g6389.t1
OG0004846	Wa8730a004g000320_P001	g6393.t1
OG0004847	Wa8730a004g000330_P001	g6394.t1
OG0004848	Wa8730a004g000340_P001	g6395.t1
OG0004849	Wa8730a004g000150_P001	g6400.t1
OG0004850	Wa8730a004g000160_P001	g6401.t1
OG0004851	Wa8730a013g005420_P001	g6404.t1
OG0004852	Wa8730a004g000190_P001	g6407.t1
OG0004853	Wa8730a004g000130_P001	g6415.t1
OG0004854	Wa8730a004g000110_P001	g6416.t1
OG0004855	Wa8730a004g000100_P001	g6421.t1
OG0004856	Wa8730a004g000070_P001	g6424.t1
OG0004857	Wa8730a004g000060_P001	g6426.t1
OG0004858	Wa8730a020g001960_P001	g6428.t1
OG0004860	Wa8730a006g000050_P001	g6439.t1
OG0004861	Wa8730a006g000040_P001	g6441.t1
OG0004862	Wa8730a006g000030_P001	g6444.t1
OG0004863	Wa8730a006g000020_P001	g6446.t1
OG0004864	Wa8730a006g000060_P001	g6447.t1
OG0004865	Wa8730a006g000080_P001	g6450.t1
OG0004866	Wa8730a006g000090_P001	g6452.t1
OG0004867	Wa8730a006g000100_P001	g6454.t1
OG0004868	Wa8730a006g000140_P001	g6456.t1
OG0004869	Wa8730a006g000150_P001	g6459.t1
OG0004870	Wa8730a006g000170_P001	g6463.t1
OG0004871	Wa8730a006g000240_P001	g6468.t1
OG0004872	Wa8730a008g005500_P001	g6476.t1
OG0004873	Wa8730a006g000800_P001	g6477.t1
OG0004874	Wa8730a006g000790_P001	g6478.t1
OG0004875	Wa8730a006g000780_P001	g6480.t1
OG0004876	Wa8730a006g000770_P001	g6482.t1
OG0004877	Wa8730a006g000750_P001	g6485.t1
OG0004878	Wa8730a004g008410_P001	g6488.t1
OG0004879	Wa8730a007g003640_P001	g6489.t1
OG0004880	Wa8730a006g000740_P001	g6490.t1
OG0004881	Wa8730a006g000640_P001	g6492.t1
OG0004882	Wa8730a004g004870_P001	g6495.t1
OG0004883	Wa8730a006g000590_P001	g6500.t1
OG0004884	Wa8730a009g003540_P001	g6503.t1
OG0004885	Wa8730a006g000580_P001	g6505.t1
OG0004886	Wa8730a006g000560_P001	g6506.t1
OG0004887	Wa8730a006g000540_P001	g6508.t1
OG0004888	Wa8730a006g000480_P001	g6509.t1
OG0004889	Wa8730a006g000470_P001	g6510.t1
OG0004890	Wa8730a006g000510_P001	g6519.t1
OG0004891	Wa8730a006g000830_P001	g6525.t1
OG0004893	Wa8730a006g000920_P001	g6530.t1
OG0004894	Wa8730a006g000910_P001	g6531.t1
OG0004895	Wa8730a010g003780_P001	g6539.t1
