Orthogroup	Sp9509_oxford_v3.proteins	wa8730.asm201904v2.ann1.proteins
OG0003395	Sp01g01682	Wa8730a001g011670_P001
OG0003396	Sp01g01677	Wa8730a001g011610_P001
OG0003397	Sp11g00323	Wa8730a011g001760_P001
OG0003399	Sp01g01668	Wa8730a001g011520_P001
OG0003400	Sp01g01660	Wa8730a001g011470_P001
OG0003401	Sp01g01656	Wa8730a001g011490_P001
OG0003402	Sp01g01650	Wa8730a001g011560_P001
OG0003403	Sp01g01649	Wa8730a001g011550_P001
OG0003404	Sp01g01648	Wa8730a001g011540_P001
OG0003405	Sp01g01640	Wa8730a001g011410_P001
OG0003407	Sp01g01633	Wa8730a001g011370_P001
OG0003408	Sp01g01624	Wa8730a001g011350_P001
OG0003409	Sp01g01620	Wa8730a001g011270_P001
OG0003410	Sp01g01617	Wa8730a001g011260_P001
OG0003411	Sp01g01616	Wa8730a001g011230_P001
OG0003412	Sp01g01611	Wa8730a001g011190_P001
OG0003413	Sp01g01607	Wa8730a001g011160_P001
OG0003414	Sp01g01606	Wa8730a001g011050_P001
OG0003415	Sp01g01601	Wa8730a018g002740_P001, Wa8730a018g002740_P002
OG0003416	Sp01g01600	Wa8730a001g011070_P001
OG0003417	Sp01g01599	Wa8730a001g011100_P001
OG0003418	Sp01g01592	Wa8730a001g011130_P001
OG0003419	Sp01g01591	Wa8730a001g011120_P001
OG0003420	Sp01g01590	Wa8730a001g011110_P001
OG0003421	Sp08g00234	Wa8730a005g007410_P001
OG0003422	Sp08g00233	Wa8730a005g007720_P001
OG0003423	Sp08g00231	Wa8730a007g002440_P001
OG0003424	Sp08g00230	Wa8730a005g007680_P001
OG0003425	Sp08g00229	Wa8730a005g007580_P001
OG0003426	Sp08g00228	Wa8730a005g007570_P001
OG0003427	Sp08g00218	Wa8730a005g007600_P001
OG0003428	Sp08g00217	Wa8730a005g007610_P001
OG0003429	Sp08g00216	Wa8730a005g007620_P001
OG0003430	Sp08g00205	Wa8730a005g008050_P001
OG0003431	Sp08g00204	Wa8730a005g008040_P001
OG0003432	Sp08g00197	Wa8730a005g008020_P001
OG0003433	Sp08g00193	Wa8730a005g008000_P001
OG0003434	Sp08g00191	Wa8730a005g008010_P001
OG0003435	Sp08g00177	Wa8730a005g007260_P001
OG0003436	Sp08g00170	Wa8730a005g007660_P001
OG0003437	Sp08g00167	Wa8730a005g007650_P001
OG0003438	Sp08g00166	Wa8730a005g008080_P001
OG0003439	Sp08g00164	Wa8730a005g008070_P001
OG0003440	Sp08g00163	Wa8730a005g008060_P001
OG0003441	Sp08g00160	Wa8730a005g008130_P001
OG0003442	Sp08g00158	Wa8730a005g008120_P001
OG0003443	Sp08g00157	Wa8730a005g008110_P001
OG0003444	Sp08g00151	Wa8730a005g007480_P001
OG0003445	Sp08g00146	Wa8730a005g007450_P001
OG0003446	Sp08g00145	Wa8730a005g007470_P001
OG0003447	Sp08g00140	Wa8730a005g008090_P001
OG0003448	Sp08g00136	Wa8730a005g008150_P001
OG0003449	Sp08g00134	Wa8730a005g008160_P001
OG0003450	Sp08g00132	Wa8730a005g008190_P001
OG0003451	Sp08g00126	Wa8730a005g008210_P001
OG0003452	Sp08g00125	Wa8730a005g008220_P001
OG0003453	Sp08g00117	Wa8730a005g008420_P001
OG0003454	Sp08g00116	Wa8730a005g008410_P001
OG0003455	Sp08g00112	Wa8730a005g008390_P001
OG0003456	Sp08g00111	Wa8730a005g008380_P001
OG0003457	Sp08g00103	Wa8730a005g008340_P001
OG0003458	Sp08g00101	Wa8730a005g008310_P001
OG0003459	Sp08g00096	Wa8730a005g008370_P001
OG0003460	Sp08g00094	Wa8730a005g008260_P001
OG0003461	Sp08g00091	Wa8730a005g008280_P001
OG0003462	Sp08g00086	Wa8730a005g008480_P001
OG0003463	Sp08g00078	Wa8730a005g008440_P001
OG0003464	Sp08g00073	Wa8730a005g008250_P001
OG0003465	Sp08g00072	Wa8730a005g008490_P001
OG0003466	Sp08g00071	Wa8730a005g008500_P001
OG0003467	Sp08g00064	Wa8730a005g008570_P001
OG0003468	Sp08g00063	Wa8730a005g008580_P001
OG0003469	Sp08g00062	Wa8730a005g008590_P001
OG0003470	Sp08g00061	Wa8730a005g008600_P001
OG0003471	Sp08g00060	Wa8730a005g008630_P001
OG0003472	Sp08g00059	Wa8730a005g008640_P001
OG0003473	Sp08g00056	Wa8730a005g008670_P001
OG0003474	Sp08g00053	Wa8730a005g008730_P001
OG0003475	Sp08g00051	Wa8730a013g001890_P001
OG0003476	Sp07g00001	Wa8730a008g000680_P001
OG0003477	Sp07g00003	Wa8730a008g000630_P001
OG0003478	Sp07g00005	Wa8730a008g000670_P001
OG0003479	Sp07g00012	Wa8730a008g000610_P001
OG0003480	Sp07g00013	Wa8730a008g000600_P001
OG0003481	Sp07g00014	Wa8730a008g000580_P001
OG0003482	Sp07g00015	Wa8730a008g000590_P001
OG0003483	Sp07g00019	Wa8730a008g000550_P001
OG0003484	Sp07g00020	Wa8730a008g000540_P001
OG0003485	Sp07g00029	Wa8730a008g000480_P001
OG0003486	Sp07g00033	Wa8730a008g000400_P001
OG0003487	Sp07g00041	Wa8730a008g000310_P001
OG0003488	Sp07g00054	Wa8730a008g000290_P001
OG0003489	Sp07g00056	Wa8730a008g000280_P001
OG0003491	Sp07g00069	Wa8730a008g000240_P001
OG0003492	Sp07g00075	Wa8730a008g000210_P001
OG0003493	Sp07g00076	Wa8730a008g000190_P001
OG0003494	Sp07g00077	Wa8730a008g000180_P001
OG0003495	Sp07g00078	Wa8730a008g000170_P001
OG0003496	Sp07g00081	Wa8730a008g000150_P001
OG0003497	Sp07g00082	Wa8730a008g000160_P001
OG0003498	Sp07g00083	Wa8730a008g000110_P001
OG0003499	Sp07g00086	Wa8730a008g000080_P001
OG0003500	Sp07g00090	Wa8730a008g000070_P001
OG0003501	Sp07g00093	Wa8730a008g000050_P001
OG0003502	Sp07g00095	Wa8730a008g000030_P001
OG0003503	Sp07g00096	Wa8730a014g005990_P001
OG0003504	Sp07g00100	Wa8730a003g008750_P001
OG0003505	Sp07g00110	Wa8730a008g000710_P001
OG0003506	Sp07g00111	Wa8730a008g000740_P001
OG0003507	Sp07g00115	Wa8730a008g000770_P001
OG0003508	Sp07g00116	Wa8730a008g000780_P001
OG0003509	Sp07g00120	Wa8730a008g000830_P001
OG0003510	Sp07g00121	Wa8730a008g000890_P001
OG0003511	Sp03g00801	Wa8730a008g000880_P001
OG0003512	Sp07g00126	Wa8730a008g000930_P001
OG0003513	Sp07g00129	Wa8730a008g001110_P001
OG0003514	Sp07g00130	Wa8730a008g001140_P001
OG0003515	Sp07g00137	Wa8730a008g001270_P001
OG0003516	Sp07g00140	Wa8730a008g001400_P001
OG0003517	Sp07g00144	Wa8730a008g001380_P001
OG0003518	Sp07g00145	Wa8730a008g001250_P001
OG0003519	Sp07g00148	Wa8730a008g001220_P001
OG0003520	Sp07g00153	Wa8730a008g001280_P001
OG0003521	Sp07g00154	Wa8730a008g001290_P001
OG0003522	Sp07g00155	Wa8730a008g001300_P001
OG0003523	Sp07g00162	Wa8730a008g001260_P001
OG0003524	Sp07g00215	Wa8730a008g001740_P001
OG0003525	Sp07g00213	Wa8730a008g001760_P001
OG0003526	Sp07g00212	Wa8730a008g001770_P001
OG0003527	Sp07g00207	Wa8730a008g001800_P001
OG0003528	Sp07g00204	Wa8730a008g001820_P001
OG0003529	Sp07g00203	Wa8730a008g001830_P001
OG0003530	Sp07g00200	Wa8730a008g001670_P001
OG0003531	Sp07g00199	Wa8730a008g001690_P001
OG0003532	Sp07g00195	Wa8730a008g001610_P001
OG0003533	Sp07g00194	Wa8730a008g001600_P001
OG0003534	Sp07g00192	Wa8730a008g001580_P002
OG0003535	Sp07g00191	Wa8730a008g001570_P001
OG0003536	Sp07g00187	Wa8730a008g001540_P001
OG0003537	Sp07g00185	Wa8730a008g001530_P001
OG0003538	Sp07g00183	Wa8730a008g001450_P001
OG0003539	Sp07g00180	Wa8730a008g001490_P001
OG0003540	Sp07g00179	Wa8730a008g001480_P001
OG0003542	Sp07g00169	Wa8730a008g001470_P001
OG0003543	Sp07g00168	Wa8730a008g001460_P001
OG0003544	Sp07g00222	Wa8730a008g001860_P001
OG0003545	Sp07g00223	Wa8730a008g001840_P001
OG0003546	Sp07g00224	Wa8730a008g001870_P001
OG0003547	Sp07g00227	Wa8730a008g001880_P001
OG0003548	Sp07g00228	Wa8730a008g001890_P001
OG0003549	Sp07g00229	Wa8730a008g001900_P001
OG0003550	Sp07g00231	Wa8730a008g001930_P001
OG0003551	Sp07g00233	Wa8730a008g001960_P001
OG0003552	Sp07g00237	Wa8730a008g001990_P001
OG0003553	Sp07g00240	Wa8730a008g002050_P001
OG0003554	Sp07g00247	Wa8730a008g002090_P001
OG0003555	Sp07g00248	Wa8730a008g002100_P001
OG0003556	Sp07g00255	Wa8730a008g002160_P001
OG0003557	Sp07g00258	Wa8730a008g002150_P001
OG0003558	Sp07g00271	Wa8730a008g002230_P001
OG0003559	Sp07g00275	Wa8730a008g002300_P001
OG0003560	Sp07g00276	Wa8730a008g002280_P001
OG0003561	Sp07g00277	Wa8730a008g002210_P001
OG0003562	Sp07g00278	Wa8730a008g002290_P001
OG0003563	Sp07g00279	Wa8730a008g002330_P001
OG0003564	Sp07g00280	Wa8730a008g002340_P001
OG0003566	Sp07g00293	Wa8730a008g002400_P001
OG0003567	Sp07g00300	Wa8730a008g002440_P001
OG0003568	Sp07g00303	Wa8730a008g002430_P001
OG0003569	Sp07g00305	Wa8730a008g002420_P001
OG0003570	Sp07g00307	Wa8730a008g002450_P001
OG0003571	Sp07g00308	Wa8730a008g002460_P001
OG0003572	Sp07g00309	Wa8730a008g002470_P001
OG0003573	Sp07g00311	Wa8730a008g002490_P001
OG0003574	Sp07g00314	Wa8730a008g002480_P001
OG0003575	Sp07g00321	Wa8730a008g002530_P001
OG0003576	Sp07g00325	Wa8730a008g002540_P001
OG0003577	Sp07g00335	Wa8730a008g002620_P001
OG0003578	Sp07g00336	Wa8730a008g002610_P001
OG0003579	Sp07g00342	Wa8730a008g002890_P001
OG0003580	Sp07g00344	Wa8730a008g002910_P001
OG0003581	Sp07g00347	Wa8730a008g002900_P001
OG0003582	Sp07g00349	Wa8730a008g002880_P001
OG0003583	Sp07g00350	Wa8730a008g002860_P001
OG0003584	Sp07g00355	Wa8730a002g010770_P001
OG0003585	Sp07g00356	Wa8730a012g000010_P001
OG0003586	Sp07g00359	Wa8730a012g000020_P001
OG0003587	Sp07g00360	Wa8730a012g000030_P001
OG0003588	Sp07g00364	Wa8730a012g000040_P001
OG0003589	Sp07g00368	Wa8730a012g000080_P001
OG0003590	Sp07g00370	Wa8730a012g000070_P001
OG0003591	Sp07g00381	Wa8730a012g000240_P001
OG0003592	Sp07g00382	Wa8730a013g000390_P001
OG0003593	Sp07g00395	Wa8730a012g000190_P001
OG0003594	Sp07g00397	Wa8730a012g000180_P001
OG0003595	Sp07g00399	Wa8730a012g000170_P001
OG0003596	Sp07g00400	Wa8730a012g000160_P001
OG0003597	Sp07g00402	Wa8730a012g000150_P001
OG0003598	Sp07g00406	Wa8730a012g000280_P001
OG0003599	Sp07g00407	Wa8730a012g000290_P001
OG0003600	Sp07g00413	Wa8730a012g000440_P001
OG0003601	Sp07g00414	Wa8730a012g000430_P001
OG0003602	Sp07g00416	Wa8730a012g000410_P001
OG0003603	Sp07g00417	Wa8730a012g000400_P001
OG0003604	Sp07g00418	Wa8730a012g000390_P001
OG0003605	Sp07g00422	Wa8730a012g000630_P001
OG0003606	Sp07g00423	Wa8730a012g000620_P001
OG0003607	Sp07g00427	Wa8730a012g000450_P001
OG0003608	Sp07g00428	Wa8730a007g008380_P001
OG0003609	Sp07g00430	Wa8730a002g009360_P001
OG0003610	Sp07g00431	Wa8730a002g009350_P001
OG0003611	Sp07g00436	Wa8730a012g000650_P001
OG0003612	Sp07g00439	Wa8730a012g000670_P001
OG0003613	Sp07g00444	Wa8730a010g004120_P001
OG0003614	Sp07g00445	Wa8730a012g000600_P001
OG0003615	Sp07g00446	Wa8730a012g000590_P001
OG0003616	Sp07g00447	Wa8730a012g000580_P001
OG0003617	Sp07g00452	Wa8730a012g000520_P001
OG0003618	Sp07g00455	Wa8730a012g000500_P001
OG0003619	Sp07g00461	Wa8730a012g000470_P001
OG0003620	Sp07g00463	Wa8730a012g000460_P001
OG0003621	Sp07g00467	Wa8730a012g000770_P001, Wa8730a012g000770_P002
OG0003622	Sp07g00470	Wa8730a012g000790_P001
OG0003623	Sp07g00477	Wa8730a012g000740_P001
OG0003624	Sp07g00482	Wa8730a012g000820_P001
OG0003625	Sp07g00483	Wa8730a012g000830_P001
OG0003627	Sp07g00492	Wa8730a012g000870_P001
OG0003628	Sp07g00493	Wa8730a012g000890_P001
OG0003629	Sp07g00495	Wa8730a012g000920_P001
OG0003630	Sp07g00496	Wa8730a012g000940_P001
OG0003631	Sp07g00498	Wa8730a012g001110_P001
OG0003632	Sp07g00500	Wa8730a012g001120_P001
OG0003633	Sp07g00501	Wa8730a012g001130_P001
OG0003634	Sp07g00502	Wa8730a012g001160_P001
OG0003635	Sp07g00506	Wa8730a012g001280_P001
OG0003636	Sp07g00508	Wa8730a012g001320_P001
OG0003637	Sp07g00509	Wa8730a012g001350_P001
OG0003638	Sp07g00510	Wa8730a012g001340_P001
OG0003639	Sp07g00517	Wa8730a012g001380_P001
OG0003640	Sp07g00519	Wa8730a012g001390_P001
OG0003641	Sp07g00520	Wa8730a012g001600_P001
OG0003642	Sp07g00521	Wa8730a012g001610_P001
OG0003643	Sp07g00522	Wa8730a012g001620_P001
OG0003644	Sp07g00524	Wa8730a012g001650_P001
OG0003645	Sp07g00525	Wa8730a012g001660_P001
OG0003646	Sp07g00527	Wa8730a012g001680_P001
OG0003647	Sp07g00528	Wa8730a012g001690_P001
OG0003648	Sp07g00529	Wa8730a012g001700_P001
OG0003649	Sp07g00530	Wa8730a012g001740_P001
OG0003650	Sp07g00532	Wa8730a012g001730_P001
OG0003651	Sp07g00533	Wa8730a012g001720_P001
OG0003652	Sp07g00537	Wa8730a012g001490_P001
OG0003653	Sp07g00541	Wa8730a012g001460_P001
OG0003654	Sp07g00542	Wa8730a012g001440_P001
OG0003655	Sp07g00543	Wa8730a012g001450_P001
OG0003656	Sp07g00550	Wa8730a012g001590_P001
OG0003657	Sp07g00551	Wa8730a012g001580_P001
OG0003658	Sp07g00555	Wa8730a012g001560_P001
OG0003659	Sp07g00559	Wa8730a012g001790_P001
OG0003660	Sp07g00561	Wa8730a012g001760_P001
OG0003661	Sp07g00563	Wa8730a012g001750_P001
OG0003662	Sp07g00564	Wa8730a012g001520_P001
OG0003663	Sp07g00569	Wa8730a012g001830_P001
OG0003664	Sp07g00571	Wa8730a012g001840_P001
OG0003665	Sp07g00572	Wa8730a012g001850_P001
OG0003666	Sp07g00573	Wa8730a012g001870_P001
OG0003667	Sp07g00580	Wa8730a012g001900_P001
OG0003668	Sp07g00585	Wa8730a012g001950_P001
OG0003669	Sp07g00586	Wa8730a012g001940_P001
OG0003670	Sp07g00588	Wa8730a012g001920_P001
OG0003671	Sp07g00592	Wa8730a012g002300_P001
OG0003672	Sp07g00595	Wa8730a012g002320_P001
OG0003673	Sp07g00598	Wa8730a012g002330_P001
OG0003674	Sp07g00602	Wa8730a012g002350_P001
OG0003675	Sp07g00603	Wa8730a012g001970_P001
OG0003676	Sp07g00604	Wa8730a012g001980_P001
OG0003677	Sp07g00605	Wa8730a012g001990_P001
OG0003678	Sp07g00606	Wa8730a012g002000_P001
OG0003679	Sp07g00607	Wa8730a012g002010_P001
OG0003680	Sp07g00608	Wa8730a012g002020_P001
OG0003681	Sp07g00610	Wa8730a012g002030_P001
OG0003682	Sp07g00611	Wa8730a012g002040_P001
OG0003683	Sp07g00615	Wa8730a012g002060_P002, Wa8730a012g002060_P001
OG0003684	Sp07g00616	Wa8730a019g001850_P001
OG0003685	Sp07g00618	Wa8730a012g002080_P001
OG0003686	Sp07g00620	Wa8730a012g002240_P001
OG0003687	Sp07g00632	Wa8730a012g002200_P001
OG0003688	Sp07g00637	Wa8730a012g002360_P001
OG0003689	Sp07g00657	Wa8730a012g002450_P001
OG0003690	Sp07g00661	Wa8730a012g002440_P001
OG0003691	Sp07g00668	Wa8730a012g002480_P001
OG0003692	Sp07g00669	Wa8730a009g004010_P001
OG0003693	Sp07g00672	Wa8730a012g002490_P001
OG0003694	Sp07g00673	Wa8730a012g002510_P001
OG0003695	Sp07g00682	Wa8730a012g002660_P001
OG0003696	Sp07g00683	Wa8730a012g002670_P001
OG0003697	Sp07g00687	Wa8730a012g002710_P001
OG0003699	Sp07g00693	Wa8730a012g002770_P001
OG0003700	Sp07g00697	Wa8730a012g002820_P001
OG0003701	Sp07g00705	Wa8730a012g003200_P001
OG0003702	Sp07g00707	Wa8730a012g003230_P001
OG0003703	Sp07g00710	Wa8730a012g003120_P001
OG0003704	Sp07g00724	Wa8730a012g003190_P001
OG0003705	Sp07g00725	Wa8730a012g003050_P001
OG0003706	Sp07g00726	Wa8730a012g003090_P001
OG0003707	Sp07g00727	Wa8730a012g003100_P001
OG0003708	Sp07g00733	Wa8730a012g002960_P001
OG0003709	Sp07g00735	Wa8730a012g002940_P001
OG0003710	Sp07g00736	Wa8730a012g002950_P001
OG0003711	Sp07g00738	Wa8730a012g002920_P001
OG0003712	Sp07g00744	Wa8730a012g002910_P001
OG0003713	Sp07g00747	Wa8730a012g002900_P001
OG0003714	Sp07g00752	Wa8730a012g002880_P001
OG0003717	Sp07g00756	Wa8730a006g005200_P001
OG0003718	Sp07g00759	Wa8730a012g003270_P001
OG0003719	Sp07g00763	Wa8730a018g000640_P001
OG0003720	Sp07g00765	Wa8730a014g003590_P001
OG0003721	Sp07g00776	Wa8730a013g001410_P001
OG0003722	Sp07g00777	Wa8730a013g001400_P001
OG0003723	Sp07g00780	Wa8730a012g003150_P001
OG0003724	Sp07g00782	Wa8730a012g003180_P001
OG0003725	Sp07g00784	Wa8730a012g003130_P001
OG0003726	Sp07g00785	Wa8730a012g003140_P001
OG0003727	Sp07g00788	Wa8730a012g003310_P001
OG0003728	Sp07g00793	Wa8730a012g003510_P001, Wa8730a012g003510_P002
OG0003729	Sp07g00796	Wa8730a012g003500_P001
OG0003730	Sp07g00797	Wa8730a012g003480_P001
OG0003731	Sp07g00800	Wa8730a012g003460_P001
OG0003732	Sp07g00802	Wa8730a011g003360_P001, Wa8730a011g003360_P002
OG0003733	Sp07g00804	Wa8730a012g003340_P001
OG0003734	Sp07g00807	Wa8730a013g000190_P001
OG0003735	Sp07g00809	Wa8730a012g003430_P001
OG0003736	Sp07g00811	Wa8730a012g003410_P001
OG0003737	Sp07g00812	Wa8730a012g003400_P001
OG0003738	Sp07g00813	Wa8730a012g003390_P001
OG0003739	Sp07g00828	Wa8730a012g003640_P001
OG0003740	Sp07g00839	Wa8730a012g003690_P001
OG0003741	Sp07g00840	Wa8730a012g003740_P001
OG0003742	Sp07g00841	Wa8730a012g003730_P001
OG0003743	Sp07g00843	Wa8730a011g006010_P001
OG0003744	Sp07g00847	Wa8730a012g003710_P001
OG0003745	Sp07g00848	Wa8730a012g003820_P001
OG0003746	Sp07g00855	Wa8730a012g003770_P002, Wa8730a012g003770_P001
OG0003747	Sp07g00856	Wa8730a012g003780_P001
OG0003748	Sp07g00857	Wa8730a012g003790_P001
OG0003749	Sp07g00858	Wa8730a012g003800_P001
OG0003750	Sp07g00864	Wa8730a012g003860_P001
OG0003751	Sp07g00865	Wa8730a012g003870_P001
OG0003752	Sp07g00866	Wa8730a012g003880_P001
OG0003753	Sp07g00868	Wa8730a012g003900_P001
OG0003754	Sp07g00871	Wa8730a012g003940_P001
OG0003755	Sp07g00873	Wa8730a012g003950_P001
OG0003756	Sp07g00885	Wa8730a012g004020_P001
OG0003757	Sp07g00886	Wa8730a012g004040_P001
OG0003758	Sp07g00888	Wa8730a012g004050_P001
OG0003759	Sp07g00890	Wa8730a012g004060_P001
OG0003760	Sp07g00893	Wa8730a012g004070_P001
OG0003761	Sp07g00899	Wa8730a012g004110_P001
OG0003762	Sp07g00906	Wa8730a012g004170_P001
OG0003763	Sp07g00909	Wa8730a012g004160_P001
OG0003764	Sp07g00917	Wa8730a012g004210_P001
OG0003765	Sp07g00918	Wa8730a012g004200_P001
OG0003766	Sp07g00924	Wa8730a012g004280_P001
OG0003767	Sp07g00933	Wa8730a012g004310_P001
OG0003768	Sp07g00936	Wa8730a012g004340_P001
OG0003769	Sp07g00937	Wa8730a012g004400_P001
OG0003770	Sp07g00966	Wa8730a012g004500_P001
OG0003771	Sp07g00968	Wa8730a012g004550_P001
OG0003772	Sp07g00969	Wa8730a012g004720_P001
OG0003773	Sp07g00971	Wa8730a012g004710_P001
OG0003774	Sp07g00972	Wa8730a012g004700_P001
OG0003775	Sp07g00980	Wa8730a012g004640_P001
OG0003776	Sp07g00981	Wa8730a012g004660_P001
OG0003777	Sp07g00985	Wa8730a012g004570_P001
OG0003778	Sp07g00987	Wa8730a012g004590_P001
OG0003779	Sp07g00994	Wa8730a012g004560_P001
OG0003780	Sp07g00996	Wa8730a012g004730_P001
OG0003781	Sp07g00999	Wa8730a012g004750_P001
OG0003782	Sp07g01002	Wa8730a012g004760_P001
OG0003783	Sp07g01004	Wa8730a012g004770_P001
OG0003784	Sp07g01006	Wa8730a012g004780_P001
OG0003785	Sp07g01009	Wa8730a012g004800_P001
OG0003786	Sp07g01012	Wa8730a009g006260_P001
OG0003787	Sp07g01022	Wa8730a012g004990_P001
OG0003788	Sp07g01025	Wa8730a012g004970_P001
OG0003789	Sp07g01026	Wa8730a012g005000_P001
OG0003790	Sp07g01031	Wa8730a012g005050_P001
OG0003791	Sp07g01039	Wa8730a012g005120_P001
OG0003792	Sp07g01042	Wa8730a012g005110_P001
OG0003793	Sp07g01050	Wa8730a012g005080_P001
OG0003794	Sp07g01051	Wa8730a012g005140_P001
OG0003795	Sp07g01053	Wa8730a012g005150_P001
OG0003796	Sp07g01063	Wa8730a012g005230_P001
OG0003797	Sp07g01071	Wa8730a012g005260_P001
OG0003798	Sp07g01076	Wa8730a012g005320_P001
OG0003799	Sp07g01079	Wa8730a012g005300_P001
OG0003800	Sp07g01080	Wa8730a012g005280_P001
OG0003801	Sp07g01085	Wa8730a012g005330_P001
OG0003802	Sp07g01086	Wa8730a012g005340_P001
OG0003803	Sp07g01088	Wa8730a020g000210_P001
OG0003804	Sp07g01091	Wa8730a012g005360_P001
OG0003805	Sp07g01100	Wa8730a001g010320_P001
OG0003809	Sp16g00559	Wa8730a006g001270_P001
OG0003810	Sp16g00558	Wa8730a006g001300_P001
OG0003811	Sp16g00557	Wa8730a006g001310_P001
OG0003812	Sp16g00555	Wa8730a006g001320_P001
OG0003813	Sp16g00551	Wa8730a006g001360_P001
OG0003814	Sp16g00549	Wa8730a006g001370_P001
OG0003815	Sp16g00538	Wa8730a006g001500_P001
OG0003816	Sp16g00533	Wa8730a006g001510_P001
OG0003817	Sp16g00528	Wa8730a006g001520_P001
OG0003818	Sp16g00518	Wa8730a006g002510_P001
OG0003819	Sp16g00512	Wa8730a006g001590_P001
OG0003820	Sp02g01299	Wa8730a002g000040_P001
OG0003821	Sp01g01366	Wa8730a001g006170_P001
OG0003822	Sp01g01371	Wa8730a001g006190_P001
OG0003823	Sp01g01373	Wa8730a001g006200_P001
OG0003824	Sp01g01374	Wa8730a001g006210_P001
OG0003825	Sp01g01375	Wa8730a001g006220_P001
OG0003826	Sp01g01377	Wa8730a001g006260_P001
OG0003828	Sp01g01379	Wa8730a001g006240_P001
OG0003829	Sp01g01381	Wa8730a001g006300_P001
OG0003831	Sp01g01385	Wa8730a001g006310_P001
OG0003832	Sp01g01387	Wa8730a001g006320_P001
OG0003833	Sp01g01390	Wa8730a001g006290_P001
OG0003834	Sp01g01393	Wa8730a001g006350_P001
OG0003835	Sp01g01397	Wa8730a001g006370_P001
OG0003836	Sp01g01398	Wa8730a001g006430_P001
OG0003837	Sp01g01399	Wa8730a001g006420_P001
OG0003838	Sp01g01412	Wa8730a001g006480_P001
OG0003839	Sp01g01413	Wa8730a001g006490_P001
OG0003840	Sp01g01415	Wa8730a001g006500_P001
OG0003841	Sp01g01417	Wa8730a001g006460_P001
OG0003842	Sp01g01420	Wa8730a001g006540_P001
OG0003843	Sp01g01427	Wa8730a001g006550_P001
OG0003844	Sp01g01428	Wa8730a001g006560_P001
OG0003845	Sp01g01430	Wa8730a001g006620_P001
OG0003846	Sp01g01436	Wa8730a001g006600_P001
OG0003847	Sp01g01439	Wa8730a001g006630_P001
OG0003848	Sp01g01446	Wa8730a001g006660_P001
OG0003849	Sp01g01448	Wa8730a001g006670_P001
OG0003850	Sp01g01450	Wa8730a001g006690_P001
OG0003851	Sp01g01451	Wa8730a001g006680_P001
OG0003852	Sp01g01461	Wa8730a001g006800_P001
OG0003853	Sp01g01462	Wa8730a001g006830_P001
OG0003854	Sp01g01463	Wa8730a001g006840_P001
OG0003855	Sp01g01466	Wa8730a001g006870_P001
OG0003856	Sp01g01467	Wa8730a001g006880_P001
OG0003858	Sp01g01471	Wa8730a001g006910_P001
OG0003859	Sp01g01474	Wa8730a001g006920_P001
OG0003860	Sp01g01488	Wa8730a001g007050_P001
OG0003861	Sp01g01494	Wa8730a001g006960_P001
OG0003862	Sp01g01496	Wa8730a001g006970_P001
OG0003863	Sp01g01497	Wa8730a001g006980_P001
OG0003864	Sp01g01506	Wa8730a001g007150_P001
OG0003865	Sp01g01511	Wa8730a001g007130_P001
OG0003866	Sp01g01514	Wa8730a001g007180_P001
OG0003867	Sp01g01526	Wa8730a001g010390_P001
OG0003868	Sp01g01527	Wa8730a001g010400_P001
OG0003869	Sp01g01536	Wa8730a001g010470_P001
OG0003870	Sp01g01537	Wa8730a001g010460_P001
OG0003871	Sp01g01546	Wa8730a001g010510_P001
OG0003872	Sp01g01547	Wa8730a001g010520_P001
OG0003873	Sp01g01549	Wa8730a001g010550_P001
OG0003874	Sp01g01551	Wa8730a001g010560_P001
OG0003875	Sp01g01555	Wa8730a001g010670_P001
OG0003876	Sp01g01559	Wa8730a001g010630_P001
OG0003877	Sp01g01560	Wa8730a001g010620_P001
OG0003878	Sp06g00126	Wa8730a001g010810_P001
OG0003879	Sp01g01572	Wa8730a001g010880_P001
OG0003880	Sp01g01573	Wa8730a001g010890_P001
OG0003881	Sp01g01574	Wa8730a001g010900_P001
OG0003882	Sp01g01584	Wa8730a001g010970_P001
OG0003883	Sp01g01586	Wa8730a001g011000_P001
OG0003884	Sp01g01693	Wa8730a001g011720_P001
OG0003885	Sp01g01695	Wa8730a001g011750_P001
OG0003886	Sp01g01697	Wa8730a001g011780_P001
OG0003887	Sp01g01699	Wa8730a001g011770_P001
OG0003888	Sp01g01701	Wa8730a001g011800_P001
OG0003889	Sp01g01706	Wa8730a001g011810_P001
OG0003890	Sp01g01716	Wa8730a001g011850_P001
OG0003891	Sp01g01724	Wa8730a001g011900_P001
OG0003892	Sp01g01726	Wa8730a001g011890_P001
OG0003893	Sp01g01731	Wa8730a001g011860_P001
OG0003894	Sp01g01736	Wa8730a001g011960_P001
OG0003895	Sp01g01739	Wa8730a001g011950_P001
OG0003896	Sp01g01740	Wa8730a001g011940_P001
OG0003897	Sp01g01742	Wa8730a001g011970_P001
OG0003898	Sp01g01748	Wa8730a001g012000_P001
OG0003899	Sp01g01752	Wa8730a001g012010_P001
OG0003900	Sp01g01753	Wa8730a001g012040_P001
OG0003901	Sp01g01754	Wa8730a001g012050_P001
OG0003902	Sp01g01757	Wa8730a001g012070_P001
OG0003903	Sp01g01758	Wa8730a001g012080_P001
OG0003904	Sp01g01766	Wa8730a001g012190_P001
