Orthogroup	Sp9509_oxford_v3.proteins	Sp7498_pacbio.protein
OG0006067	Sp04g01409	g10421.t1
OG0006068	Sp04g01407	g10423.t1
OG0006069	Sp04g01406	g10424.t1
OG0006070	Sp04g01403	g10427.t1
OG0006071	Sp04g01401	g10429.t1
OG0006072	Sp04g01394	g10435.t1
OG0006073	Sp04g01393	g10436.t1
OG0006074	Sp04g01392	g10437.t1
OG0006075	Sp04g01391	g10438.t1
OG0006076	Sp04g01384	g10447.t1
OG0006077	Sp04g01375	g10458.t1
OG0006078	Sp04g01373	g10460.t1
OG0006079	Sp04g01369	g10462.t1
OG0006080	Sp04g01367	g10464.t1
OG0006081	Sp04g01366	g10465.t1
OG0006082	Sp04g01358	g10468.t1
OG0006083	Sp04g01357	g10469.t1
OG0006084	Sp04g01355	g10471.t1
OG0006085	Sp04g01339	g10478.t1
OG0006086	Sp04g01335	g10483.t1
OG0006087	Sp04g01333	g10486.t1
OG0006088	Sp04g01330	g10489.t1
OG0006089	Sp04g01323	g10496.t1
OG0006090	Sp04g01318	g10500.t1
OG0006091	Sp04g01316	g10502.t1
OG0006092	Sp04g01315	g10503.t1
OG0006093	Sp04g01313	g10507.t1
OG0006094	Sp04g01312	g10508.t1
OG0006095	Sp04g01311	g10509.t1
OG0006096	Sp04g01310	g10510.t1
OG0006097	Sp04g01305	g10515.t1
OG0006098	Sp04g01299	g10520.t1
OG0006099	Sp04g01298	g10521.t1
OG0006100	Sp04g01297	g10522.t1
OG0006101	Sp04g01296	g10523.t1
OG0006102	Sp04g01293	g10526.t1
OG0006103	Sp04g01292	g10527.t1
OG0006104	Sp04g01288	g10531.t1
OG0006105	Sp04g01287	g10532.t1
OG0006106	Sp04g01286	g10533.t1
OG0006107	Sp04g01283	g10534.t1
OG0006108	Sp04g01279	g10538.t1
OG0006109	Sp04g01273	g10544.t1
OG0006110	Sp04g01272	g10545.t1
OG0006111	Sp04g01271	g10546.t1
OG0006112	Sp04g01268	g10551.t1
OG0006113	Sp04g01265	g10554.t1
OG0006114	Sp04g01261	g10558.t1
OG0006115	Sp04g01257	g10562.t1
OG0006116	Sp04g01256	g10563.t1
OG0006117	Sp04g01253	g10565.t1
OG0006118	Sp04g01250	g10571.t1
OG0006119	Sp04g01247	g10574.t1
OG0006120	Sp04g01245	g10577.t1
OG0006121	Sp04g01240	g10581.t1
OG0006122	Sp04g01237	g10584.t1
OG0006123	Sp04g01236	g10585.t1
OG0006124	Sp04g01235	g10586.t1
OG0006125	Sp04g01233	g10588.t1
OG0006126	Sp04g01230	g10592.t1
OG0006127	Sp04g01224	g10597.t1
OG0006128	Sp04g01220	g10601.t1
OG0006129	Sp04g01219	g10602.t1
OG0006130	Sp04g01218	g10603.t1
OG0006131	Sp04g01216	g10605.t1
OG0006132	Sp04g01215	g10606.t1
OG0006133	Sp04g01214	g10607.t1
OG0006134	Sp04g01212	g10609.t1
OG0006135	Sp04g01209	g10611.t1
OG0006136	Sp04g01208	g10612.t1
OG0006137	Sp04g01207	g10613.t1
OG0006138	Sp04g01204	g10615.t1
OG0006139	Sp04g01203	g10616.t1
OG0006140	Sp04g01202	g10617.t1
OG0006141	Sp04g01200	g10619.t1
OG0006142	Sp04g01199	g10620.t1
OG0006143	Sp04g01195	g10623.t1
OG0006144	Sp04g01194	g10624.t1
OG0006145	Sp04g01191	g10626.t1
OG0006146	Sp04g01189	g10628.t1
OG0006147	Sp04g01187	g10629.t1
OG0006148	Sp04g01186	g10630.t1
OG0006149	Sp04g01185	g10631.t1
OG0006150	Sp04g01184	g10632.t1
OG0006151	Sp04g01183	g10633.t1
OG0006152	Sp04g01178	g10639.t1
OG0006153	Sp04g01173	g10643.t1
OG0006154	Sp04g01171	g10644.t1
OG0006155	Sp04g01169	g10645.t1
OG0006156	Sp04g01165	g10650.t1
OG0006157	Sp04g01164	g10652.t1
OG0006158	Sp04g01162	g10654.t1
OG0006159	Sp04g01160	g10655.t1
OG0006160	Sp04g01159	g10656.t1
OG0006161	Sp04g01158	g10657.t1
OG0006162	Sp04g01157	g10659.t1, g10658.t1
OG0006163	Sp04g01155	g10660.t1
OG0006164	Sp04g01153	g10662.t1
OG0006165	Sp04g01151	g10664.t1
OG0006166	Sp04g01149	g10666.t1
OG0006167	Sp04g01148	g10667.t1
OG0006168	Sp04g01141	g10675.t1
OG0006169	Sp04g01139	g10677.t1
OG0006170	Sp04g01138	g10678.t1
OG0006171	Sp04g01124	g10683.t1
OG0006172	Sp04g01122	g10685.t1
OG0006173	Sp04g01121	g10686.t1
OG0006174	Sp04g01120	g10687.t1
OG0006175	Sp04g01119	g10688.t1
OG0006176	Sp04g01115	g10693.t1
OG0006177	Sp04g01114	g10694.t1
OG0006178	Sp04g01109	g10698.t1
OG0006179	Sp04g01107	g10699.t1
OG0006180	Sp04g01105	g10701.t1
OG0006181	Sp04g01096	g10708.t1
OG0006182	Sp04g01095	g10709.t1
OG0006183	Sp04g01087	g10719.t1
OG0006184	Sp04g01085	g10720.t1
OG0006185	Sp04g01081	g10725.t1
OG0006186	Sp04g01080	g10726.t1
OG0006187	Sp04g01076	g10730.t1
OG0006188	Sp04g01072	g10735.t1
OG0006189	Sp04g01069	g10736.t1
OG0006190	Sp04g01068	g10737.t1
OG0006191	Sp04g01067	g10739.t1
OG0006192	Sp04g01061	g10745.t1
OG0006193	Sp04g01059	g10747.t1
OG0006194	Sp04g01054	g10752.t1
OG0006195	Sp04g01053	g10753.t1
OG0006196	Sp04g01046	g10762.t1
OG0006197	Sp04g01045	g10763.t1
OG0006198	Sp04g01043	g10765.t1
OG0006199	Sp04g01041	g10766.t1
OG0006200	Sp04g01040	g10767.t1
OG0006201	Sp04g01034, Sp04g01035	g10770.t1
OG0006202	Sp04g01031	g10773.t1
OG0006203	Sp04g01029	g10775.t1
OG0006204	Sp04g01028	g10776.t1
OG0006205	Sp04g01025	g10780.t1
OG0006206	Sp04g01024	g10781.t1
OG0006207	Sp04g01022	g10783.t1
OG0006208	Sp04g01019	g10786.t1
OG0006209	Sp04g01016	g10788.t1
OG0006210	Sp04g01015	g10789.t1
OG0006211	Sp04g01014	g10790.t1
OG0006212	Sp04g01011	g10793.t1
OG0006213	Sp04g01008	g10797.t1
OG0006214	Sp04g01004	g10800.t1
OG0006215	Sp04g00999	g10805.t1
OG0006216	Sp04g00997	g10807.t1
OG0006217	Sp04g00996	g10808.t1
OG0006218	Sp04g00995	g10809.t1
OG0006219	Sp04g00992	g10812.t1
OG0006220	Sp04g00991	g10813.t1
OG0006221	Sp04g00988	g10816.t1
OG0006222	Sp04g00987	g10817.t1
OG0006223	Sp04g00984	g10820.t1
OG0006224	Sp04g00978	g10825.t1
OG0006225	Sp04g00977	g10826.t1
OG0006226	Sp04g00976	g10827.t1
OG0006227	Sp04g00974	g10828.t1
OG0006228	Sp04g00971	g10831.t1
OG0006229	Sp04g00969	g10833.t1
OG0006230	Sp04g00966	g10836.t1
OG0006231	Sp04g00965	g10837.t1
OG0006232	Sp04g00963	g10840.t1
OG0006234	Sp04g00956	g10845.t1
OG0006235	Sp04g00953	g10849.t1
OG0006236	Sp04g00951	g10851.t1
OG0006237	Sp04g00950	g10852.t1
OG0006238	Sp04g00949	g10853.t1
OG0006239	Sp04g00944	g10861.t1
OG0006240	Sp04g00936	g10870.t1
OG0006241	Sp04g00934	g10871.t1
OG0006242	Sp04g00931	g10873.t1
OG0006243	Sp04g00928	g10875.t1
OG0006244	Sp04g00927	g10876.t1
OG0006245	Sp04g00925	g10878.t1
OG0006246	Sp04g00924	g10879.t1
OG0006247	Sp04g00919	g10889.t1
OG0006248	Sp04g00917	g10891.t1
OG0006249	Sp04g00915	g10892.t1
OG0006250	Sp04g00914	g10893.t1
OG0006251	Sp04g00913	g10894.t1
OG0006252	Sp04g00909	g10898.t1
OG0006253	Sp04g00907	g10900.t1
OG0006254	Sp04g00906	g10901.t1
OG0006255	Sp04g00905	g10902.t1
OG0006256	Sp04g00904	g10903.t1
OG0006257	Sp04g00901	g10905.t1
OG0006258	Sp04g00900	g10906.t1
OG0006260	Sp04g00898	g10909.t1
OG0006261	Sp04g00897	g10910.t1
OG0006262	Sp04g00896	g10911.t1
OG0006263	Sp04g00892	g10914.t1
OG0006264	Sp04g00890	g10915.t1
OG0006265	Sp04g00889	g10917.t1
OG0006266	Sp04g00887	g10919.t1
OG0006267	Sp04g00885	g10920.t1
OG0006268	Sp04g00883	g10922.t1
OG0006269	Sp04g00882	g10923.t1
OG0006270	Sp04g00881	g10924.t1
OG0006271	Sp04g00876	g10927.t1
OG0006272	Sp04g00875	g10928.t1
OG0006273	Sp04g00872	g10931.t1
OG0006274	Sp04g00865	g10938.t1
OG0006275	Sp04g00863	g10940.t1
OG0006276	Sp04g00854	g10947.t1
OG0006276	Sp04g00858	g10944.t1
OG0006277	Sp04g00852	g10950.t1
OG0006278	Sp04g00851	g10951.t1
OG0006279	Sp04g00844	g10958.t1
OG0006280	Sp04g00843	g10959.t1
OG0006281	Sp04g00841	g10961.t1
OG0006282	Sp04g00839	g10963.t1
OG0006283	Sp04g00834	g10967.t1
OG0006284	Sp04g00831	g10971.t1
OG0006285	Sp04g00829	g10972.t1
OG0006286	Sp04g00828	g10973.t1
OG0006287	Sp04g00820	g10979.t1
OG0006288	Sp04g00812	g10987.t1
OG0006289	Sp04g00810	g10989.t1
OG0006290	Sp04g00808	g10992.t1
OG0006291	Sp04g00807	g10994.t1
OG0006292	Sp04g00800	g11000.t1
OG0006293	Sp04g00795, Sp04g00796	g11002.t1
OG0006294	Sp04g00793	g11006.t1
OG0006295	Sp04g00790	g11009.t1
OG0006296	Sp04g00789	g11010.t1
OG0006297	Sp04g00788	g11011.t1
OG0006298	Sp04g00785	g11014.t1
OG0006299	Sp04g00780	g11018.t1
OG0006300	Sp04g00776	g11021.t1
OG0006301	Sp04g00766	g11029.t1
OG0006302	Sp04g00763	g11032.t1
OG0006303	Sp04g00762	g11033.t1
OG0006304	Sp04g00755	g11038.t1
OG0006305	Sp04g00754	g11041.t1
OG0006306	Sp04g00752	g11043.t1
OG0006307	Sp04g00747	g11047.t1
OG0006308	Sp04g00746	g11048.t1
OG0006309	Sp04g00744	g11051.t1
OG0006310	Sp04g00743	g11052.t1
OG0006311	Sp04g00742	g11054.t1
OG0006312	Sp04g00739	g11057.t1
OG0006313	Sp04g00736	g11059.t1
OG0006315	Sp04g00732	g11063.t1
OG0006316	Sp04g00727	g11067.t1
OG0006317	Sp04g00724	g11070.t1
OG0006318	Sp04g00717	g11075.t1
OG0006319	Sp04g00713	g11079.t1
OG0006320	Sp04g00712	g11080.t1
OG0006321	Sp04g00709	g11083.t1
OG0006322	Sp04g00706	g11087.t1
OG0006323	Sp04g00703	g11092.t1
OG0006324	Sp04g00699	g11094.t1
OG0006325	Sp04g00697	g11096.t1
OG0006326	Sp04g00694	g11100.t1
OG0006327	Sp04g00680	g11117.t1
OG0006328	Sp04g00679	g11118.t1
OG0006329	Sp04g00677	g11120.t1
OG0006330	Sp04g00676	g11121.t1
OG0006331	Sp04g00674	g11123.t1
OG0006332	Sp04g00670	g11127.t1
OG0006333	Sp04g00668	g11129.t1
OG0006334	Sp04g00667	g11130.t1
OG0006335	Sp04g00666	g11131.t1
OG0006336	Sp04g00663	g11134.t1
OG0006337	Sp04g00662	g11135.t1
OG0006338	Sp04g00657	g11140.t1
OG0006339	Sp04g00656	g11142.t1
OG0006340	Sp04g00654	g11145.t1
OG0006341	Sp04g00651	g11148.t1
OG0006341	Sp04g00648	g11151.t1
OG0006342	Sp04g00644	g11154.t1
OG0006343	Sp04g00643	g11155.t1
OG0006344	Sp04g00642	g11156.t1
OG0006345	Sp04g00640	g11159.t1
OG0006346	Sp04g00638	g11161.t1
OG0006347	Sp04g00636	g11163.t1
OG0006348	Sp04g00630	g11168.t1
OG0006349	Sp04g00629	g11169.t1
OG0006350	Sp04g00627	g11171.t1
OG0006351	Sp04g00626	g11172.t1
OG0006352	Sp04g00625	g11174.t1
OG0006353	Sp04g00624	g11175.t1
OG0006354	Sp04g00623	g11176.t1
OG0006355	Sp04g00621	g11178.t1
OG0006356	Sp04g00619	g11180.t1
OG0006357	Sp04g00617	g11183.t1
OG0006358	Sp04g00613	g11187.t1
OG0006359	Sp04g00610	g11191.t1, g11190.t1
OG0006360	Sp04g00607	g11194.t1
OG0006361	Sp04g00606	g11195.t1
OG0006362	Sp04g00599	g11202.t1
OG0006363	Sp04g00596	g11206.t1
OG0006364	Sp04g00594	g11208.t1
OG0006365	Sp04g00593	g11209.t1
OG0006366	Sp04g00589	g11213.t1
OG0006367	Sp04g00587	g11215.t1
OG0006368	Sp04g00582	g11218.t1
OG0006369	Sp04g00581	g11220.t1
OG0006370	Sp04g00580	g11222.t1
OG0006371	Sp04g00577	g11224.t1
OG0006372	Sp04g00576	g11225.t1
OG0006373	Sp04g00575	g11226.t1
OG0006374	Sp04g00573	g11228.t1
OG0006375	Sp04g00563	g11237.t1
OG0006376	Sp04g00558	g11243.t1
OG0006377	Sp04g00556	g11247.t1
OG0006378	Sp04g00555	g11248.t1
OG0006379	Sp04g00549	g11255.t1
OG0006380	Sp04g00545	g11259.t1
OG0006381	Sp04g00541	g11262.t1
OG0006382	Sp04g00534	g11272.t1
OG0006383	Sp04g00527	g11279.t1
OG0006384	Sp04g00520	g11282.t1
OG0006385	Sp04g00517	g11285.t1
OG0006387	Sp04g00507	g11295.t1
OG0006388	Sp04g00499	g11302.t1
OG0006389	Sp04g00495	g11306.t1
OG0006390	Sp04g00494	g11307.t1
OG0006391	Sp04g00493	g11308.t1
OG0006393	Sp04g00491	g11311.t1
OG0006394	Sp04g00489	g11312.t1
OG0006395	Sp04g00487	g11314.t1
OG0006396	Sp04g00486	g11315.t1
OG0006397	Sp04g00484	g11317.t1
OG0006398	Sp04g00483	g11318.t1
OG0006399	Sp04g00462	g11320.t1
OG0006400	Sp04g00458	g11325.t1
OG0006401	Sp04g00456	g11326.t1
OG0006402	Sp04g00445	g11331.t1
OG0006403	Sp04g00443	g11333.t1
OG0006404	Sp04g00442	g11334.t1
OG0006405	Sp04g00441	g11335.t1
OG0006406	Sp04g00440	g11336.t1
OG0006407	Sp04g00439	g11337.t1
OG0006408	Sp04g00437	g11340.t1
OG0006409	Sp04g00435	g11342.t1
OG0006410	Sp04g00434	g11343.t1
OG0006411	Sp04g00430	g11347.t1
OG0006412	Sp04g00429	g11348.t1
OG0006413	Sp04g00428	g11349.t1
OG0006414	Sp04g00424	g11352.t1
OG0006415	Sp04g00422	g11353.t1
OG0006416	Sp04g00420	g11355.t1
OG0006417	Sp04g00419	g11356.t1
OG0006418	Sp04g00417	g11357.t1
OG0006419	Sp04g00416	g11358.t1
OG0006420	Sp04g00414	g11360.t1
OG0006421	Sp04g00413	g11361.t1
OG0006422	Sp04g00411	g11363.t1
OG0006423	Sp04g00407	g11369.t1
OG0006424	Sp04g00406	g11370.t1
OG0006425	Sp04g00404	g11372.t1
OG0006426	Sp04g00399	g11377.t1
OG0006427	Sp04g00398	g11380.t1
OG0006428	Sp04g00396	g11382.t1
OG0006429	Sp04g00392	g11386.t1, g11387.t1
OG0006430	Sp04g00390	g11389.t1
OG0006431	Sp04g00389	g11390.t1
OG0006432	Sp04g00387	g11393.t1
OG0006433	Sp04g00386	g11394.t1
OG0006434	Sp04g00384	g11396.t1
OG0006435	Sp04g00382	g11398.t1
OG0006436	Sp04g00372	g11407.t1
OG0006437	Sp04g00368	g11411.t1
OG0006438	Sp04g00366	g11413.t1
OG0006439	Sp04g00364	g11414.t1
OG0006440	Sp04g00362	g11415.t1
OG0006441	Sp04g00361	g11416.t1
OG0006442	Sp04g00360	g11417.t1
OG0006443	Sp04g00344	g11435.t1
OG0006444	Sp04g00343	g11436.t1
OG0006445	Sp04g00342	g11437.t1
OG0006446	Sp04g00340	g11439.t1
OG0006447	Sp04g00339	g11440.t1
OG0006448	Sp04g00338	g11442.t1
OG0006449	Sp04g00337	g11443.t1
OG0006450	Sp04g00336	g11444.t1
OG0006451	Sp04g00335	g11445.t1
OG0006452	Sp04g00332	g11448.t1
OG0006453	Sp04g00331	g11449.t1
OG0006454	Sp04g00330	g11450.t1
OG0006455	Sp04g00328	g11452.t1
OG0006456	Sp04g00327	g11453.t1
OG0006457	Sp04g00323	g11457.t1
OG0006458	Sp03g00903	g16445.t1
OG0006458	Sp04g00322	g11458.t1
OG0006459	Sp04g00319	g11461.t1
OG0006460	Sp04g00317	g11463.t1
OG0006461	Sp04g00316	g11464.t1
OG0006462	Sp04g00312	g11467.t1
OG0006463	Sp04g00310	g11468.t1
OG0006464	Sp04g00308	g11470.t1
OG0006465	Sp04g00304	g11472.t1
OG0006466	Sp04g00299	g11476.t1
OG0006467	Sp04g00296	g11478.t1
OG0006468	Sp04g00292	g11481.t1
OG0006469	Sp04g00289	g11484.t1
OG0006470	Sp04g00287	g11486.t1
OG0006471	Sp04g00285	g11487.t1
OG0006472	Sp04g00276	g11494.t1
OG0006473	Sp04g00275	g11495.t1
OG0006474	Sp04g00274	g11498.t1
OG0006475	Sp04g00273	g11499.t1
OG0006476	Sp04g00271	g11501.t1
OG0006477	Sp04g00269	g11503.t1
OG0006478	Sp04g00266	g11507.t1
OG0006478	Sp04g00267	g11506.t1
OG0006479	Sp04g00263	g11509.t1
OG0006480	Sp04g00262	g11511.t1
OG0006481	Sp04g00261	g11512.t1
OG0006482	Sp04g00256	g11517.t1
OG0006483	Sp04g00254	g11519.t1
OG0006484	Sp04g00253	g11520.t1
OG0006485	Sp04g00250	g11525.t1
OG0006486	Sp04g00249	g11526.t1
OG0006487	Sp04g00248	g11527.t1
OG0006488	Sp04g00247	g11528.t1
OG0006489	Sp04g00242	g11532.t1
OG0006490	Sp04g00241	g11533.t1
OG0006491	Sp04g00238	g11535.t1
OG0006492	Sp04g00232	g11542.t1
OG0006493	Sp04g00226	g11549.t1
OG0006494	Sp04g00221	g11553.t1
OG0006495	Sp04g00220	g11554.t1
OG0006496	Sp04g00219	g11555.t1
OG0006497	Sp04g00213	g11561.t1
OG0006498	Sp04g00211	g11563.t1
OG0006499	Sp04g00209	g11565.t1
OG0006500	Sp04g00201	g11573.t1
OG0006501	Sp04g00196	g11586.t1
OG0006502	Sp04g00194	g11587.t1
OG0006503	Sp04g00190	g11590.t1
OG0006504	Sp04g00188	g11592.t1
OG0006505	Sp04g00182	g11597.t1
OG0006506	Sp04g00177	g11600.t1
OG0006507	Sp04g00175	g11602.t1
OG0006508	Sp04g00174	g11604.t1
OG0006509	Sp04g00171	g11607.t1
OG0006510	Sp04g00167	g11611.t1
OG0006511	Sp04g00166	g11612.t1
OG0006512	Sp04g00162	g11614.t1
OG0006513	Sp04g00157	g11618.t1
OG0006514	Sp04g00153	g11621.t1
OG0006515	Sp04g00152	g11622.t1
OG0006516	Sp04g00140	g11628.t1
OG0006517	Sp04g00135	g11632.t1
OG0006518	Sp04g00134	g11633.t1
OG0006519	Sp04g00133	g11634.t1
OG0006520	Sp04g00132	g11635.t1
OG0006521	Sp04g00129	g11639.t1
OG0006522	Sp04g00124	g11643.t1
OG0006522	Sp04g00120	g11646.t1
OG0006523	Sp04g00117	g11650.t1
OG0006524	Sp04g00112	g11655.t1
OG0006525	Sp04g00109	g11658.t1
OG0006526	Sp04g00094	g11676.t1
OG0006527	Sp04g00093	g11677.t1
OG0006528	Sp04g00090	g11680.t1
OG0006529	Sp04g00089	g11682.t1
OG0006530	Sp04g00088	g11683.t1
OG0006531	Sp04g00087	g11684.t1
OG0006532	Sp04g00085	g11686.t1
OG0006533	Sp04g00084	g11687.t1
OG0006534	Sp04g00083	g11689.t1
OG0006535	Sp04g00082	g11690.t1
OG0006536	Sp04g00075	g11697.t1
OG0006537	Sp04g00072	g11700.t1
OG0006538	Sp04g00070	g11702.t1
OG0006539	Sp04g00067	g11706.t1
OG0006540	Sp04g00065	g11709.t1
OG0006541	Sp04g00063	g11711.t1
OG0006542	Sp04g00061	g11713.t1
OG0006543	Sp04g00059	g11715.t1
OG0006543	Sp04g00060	g11714.t1
OG0006544	Sp04g00056	g11718.t1
OG0006545	Sp04g00055	g11719.t1
OG0006546	Sp04g00052	g11721.t1
OG0006547	Sp04g00050	g11724.t1
OG0006548	Sp04g00048	g11726.t1
OG0006549	Sp04g00047	g11727.t1
OG0006550	Sp04g00045	g11729.t1
OG0006551	Sp04g00044	g11730.t1
OG0006552	Sp04g00043	g11731.t1
OG0006553	Sp04g00037	g11739.t1
OG0006554	Sp04g00029	g11745.t1
OG0006555	Sp04g00028	g11746.t1
OG0006556	Sp04g00026	g11748.t1
OG0006557	Sp04g00023	g11751.t1
OG0006558	Sp04g00021	g11753.t1
OG0006559	Sp04g00020	g11754.t1
OG0006560	Sp04g00018	g11755.t1
OG0006561	Sp04g00014	g11759.t1
OG0006562	Sp04g00008	g11766.t1
OG0006563	Sp04g00005	g11768.t1
OG0006564	Sp04g00003	g11770.t1
OG0006565	Sp04g00002	g11771.t1
OG0006566	Sp04g00001	g11773.t1
OG0006567	Sp14g00757	g11781.t1
OG0006568	Sp14g00756	g11782.t1
OG0006569	Sp14g00744	g11794.t1
OG0006570	Sp14g00739	g11798.t1
OG0006571	Sp14g00737	g11801.t1
OG0006572	Sp14g00736	g11802.t1
OG0006573	Sp14g00734	g11804.t1
OG0006574	Sp14g00732	g11805.t1
OG0006575	Sp14g00726	g11812.t1
OG0006576	Sp14g00725	g11813.t1
OG0006577	Sp14g00719	g11819.t1
OG0006578	Sp14g00718	g11820.t1
OG0006579	Sp14g00714	g11824.t1
OG0006580	Sp14g00711	g11827.t1
OG0006581	Sp14g00710	g11828.t1
OG0006582	Sp14g00708	g11830.t1
OG0006583	Sp14g00704	g11834.t1
OG0006584	Sp14g00702	g11835.t1
OG0006585	Sp14g00698	g11838.t1
OG0006586	Sp14g00689	g11848.t1
OG0006587	Sp14g00684	g11852.t1
OG0006588	Sp14g00677	g11857.t1
OG0006589	Sp14g00676	g11858.t1
OG0006590	Sp14g00674	g11860.t1
OG0006591	Sp14g00673	g11861.t1
OG0006592	Sp14g00672	g11862.t1
OG0006593	Sp14g00671	g11864.t1
OG0006594	Sp14g00669	g11866.t1
OG0006595	Sp14g00668	g11867.t1
OG0006596	Sp14g00645	g11890.t1
OG0006597	Sp14g00644	g11891.t1
OG0006598	Sp14g00641	g11896.t1
OG0006599	Sp14g00633	g11920.t1
OG0006600	Sp14g00626	g11934.t1
OG0006601	Sp14g00623	g11936.t1
OG0006602	Sp14g00622	g11938.t1
OG0006603	Sp14g00621	g11939.t1
OG0006604	Sp14g00618	g11942.t1
OG0006605	Sp14g00617	g11943.t1
OG0006606	Sp14g00613	g11947.t1
OG0006607	Sp14g00611	g11949.t1
OG0006608	Sp14g00608	g11952.t1
OG0006609	Sp14g00607	g11953.t1
OG0006610	Sp14g00604	g11956.t1
OG0006611	Sp14g00599	g11962.t1
OG0006612	Sp14g00597	g11965.t1
OG0006613	Sp14g00596	g11966.t1
OG0006614	Sp14g00594	g11968.t1
OG0006615	Sp14g00584	g11977.t1
OG0006616	Sp14g00574	g11983.t1
OG0006617	Sp14g00573	g11984.t1
OG0006618	Sp14g00572	g11985.t1
OG0006619	Sp14g00571	g11986.t1
OG0006620	Sp14g00570	g11987.t1
OG0006621	Sp14g00568	g11989.t1
OG0006622	Sp14g00567	g11990.t1
OG0006623	Sp14g00563	g11993.t1
OG0006624	Sp14g00561	g11994.t1
OG0006625	Sp14g00559	g11996.t1
OG0006626	Sp14g00558	g11998.t1
OG0006627	Sp14g00545	g12009.t1
OG0006628	Sp14g00538	g12019.t1
OG0006629	Sp14g00537	g12020.t1
OG0006630	Sp14g00535	g12022.t1
OG0006631	Sp14g00534	g12023.t1
OG0006632	Sp14g00532	g12025.t1
OG0006633	Sp14g00531	g12027.t1
OG0006634	Sp14g00529	g12029.t1
OG0006635	Sp14g00519	g12037.t1
OG0006636	Sp14g00518	g12038.t1
OG0006637	Sp14g00513	g12042.t1
OG0006638	Sp14g00512	g12043.t1
OG0006639	Sp14g00511	g12045.t1
OG0006640	Sp14g00509	g12047.t1
OG0006641	Sp14g00508	g12048.t1
OG0006642	Sp14g00504	g12052.t1
OG0006643	Sp14g00503	g12053.t1
OG0006644	Sp14g00502	g12054.t1
OG0006645	Sp14g00498	g12057.t1
OG0006646	Sp14g00493	g12063.t1
OG0006647	Sp14g00492	g12064.t1
OG0006648	Sp14g00491	g12065.t1
OG0006649	Sp14g00489	g12067.t1
OG0006650	Sp14g00487	g12070.t1
OG0006651	Sp14g00485	g18202.t1, g12072.t1
OG0006652	Sp14g00482	g12075.t1
OG0006653	Sp14g00481	g12076.t1
OG0006654	Sp14g00480	g12077.t1
OG0006655	Sp14g00478	g12081.t1
OG0006656	Sp14g00477	g12082.t1
OG0006657	Sp14g00475	g12084.t1
OG0006658	Sp14g00474	g12085.t1
OG0006659	Sp14g00473	g12086.t1
OG0006660	Sp14g00471	g12087.t1
OG0006661	Sp14g00466	g12092.t1
OG0006662	Sp14g00460	g12096.t1
OG0006663	Sp14g00457	g12100.t1
OG0006664	Sp14g00456	g12101.t1
OG0006665	Sp14g00442	g12114.t1
OG0006666	Sp14g00441	g12115.t1
OG0006667	Sp14g00438	g12118.t1
OG0006668	Sp14g00436	g12121.t1
OG0006669	Sp14g00418	g12136.t1
OG0006670	Sp14g00417	g12137.t1
OG0006671	Sp14g00416	g12138.t1
OG0006672	Sp14g00415	g12139.t1
OG0006673	Sp14g00404	g12150.t1
OG0006674	Sp14g00403	g12151.t1
OG0006675	Sp14g00402	g12152.t1
OG0006676	Sp14g00401	g12154.t1
OG0006677	Sp14g00396	g12160.t1
OG0006678	Sp14g00392	g12164.t1
OG0006679	Sp14g00389	g12166.t1
OG0006680	Sp14g00385	g12169.t1
OG0006681	Sp14g00383	g12171.t1
OG0006682	Sp14g00381	g12173.t1
OG0006683	Sp14g00378	g12175.t1
OG0006684	Sp14g00377	g12176.t1
OG0006685	Sp14g00374	g12179.t1
OG0006686	Sp14g00371	g12182.t1
OG0006687	Sp14g00366	g12187.t1
OG0006688	Sp14g00361	g12191.t1
OG0006689	Sp14g00355	g12195.t1
OG0006690	Sp14g00349	g12200.t1
OG0006691	Sp14g00347	g12202.t1
OG0006692	Sp14g00346	g12203.t1
OG0006693	Sp14g00343	g12206.t1
OG0006694	Sp14g00340	g12209.t1
OG0006695	Sp14g00335	g12214.t1
OG0006696	Sp14g00333	g12216.t1
OG0006697	Sp14g00329	g12219.t1
OG0006698	Sp14g00327	g12222.t1
OG0006699	Sp14g00326	g12223.t1
OG0006700	Sp14g00325	g12224.t1
OG0006701	Sp14g00322	g12227.t1
OG0006702	Sp14g00320	g12230.t1
OG0006703	Sp14g00318	g12231.t1
OG0006704	Sp14g00317	g12232.t1
OG0006705	Sp14g00316	g12233.t1
OG0006706	Sp14g00314	g12235.t1
OG0006707	Sp14g00311	g12238.t1
OG0006708	Sp14g00309	g12240.t1
OG0006709	Sp14g00303	g12242.t1
OG0006710	Sp14g00302	g12244.t1
OG0006711	Sp14g00296	g12253.t1
OG0006712	Sp14g00295	g12254.t1
OG0006713	Sp14g00293	g12256.t1
OG0006714	Sp14g00289	g12259.t1
OG0006715	Sp14g00286	g12261.t1
OG0006716	Sp14g00283	g12264.t1
OG0006717	Sp14g00280	g12267.t1
OG0006718	Sp14g00278	g12269.t1
OG0006719	Sp14g00277	g12270.t1
OG0006720	Sp14g00276	g12271.t1
OG0006721	Sp14g00274	g12273.t1
OG0006722	Sp14g00270	g12276.t1
OG0006723	Sp14g00267	g12279.t1
OG0006724	Sp14g00262	g12281.t1
OG0006725	Sp14g00261	g12282.t1
OG0006726	Sp14g00260	g12283.t1
OG0006727	Sp14g00259	g12284.t1
