Orthogroup	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins
OG0004990	g6842.t1	Sp05g00275
OG0004991	g6844.t1	Sp05g00273
OG0004992	g6851.t1	Sp05g00258
OG0004993	g6852.t1	Sp05g00257
OG0004994	g6853.t1	Sp05g00256
OG0004995	g6855.t1	Sp05g00254
OG0004996	g6859.t1	Sp05g00252
OG0004997	g6860.t1	Sp05g00251
OG0004998	g6861.t1	Sp05g00250
OG0004999	g6862.t1	Sp05g00249
OG0005000	g6864.t1	Sp05g00247
OG0005001	g6866.t1	Sp05g00245
OG0005002	g6869.t1	Sp05g00240
OG0005003	g6870.t1	Sp05g00239
OG0005004	g6873.t1	Sp05g00238
OG0005005	g6875.t1	Sp05g00236
OG0005006	g6881.t1	Sp05g00230
OG0005007	g6884.t1	Sp05g00228
OG0005009	g6889.t1	Sp05g00225
OG0005010	g6891.t1	Sp05g00223
OG0005011	g6898.t1	Sp05g00215
OG0005012	g6903.t1	Sp05g00208
OG0005013	g6904.t1	Sp05g00207
OG0005014	g6905.t1	Sp05g00206
OG0005015	g6908.t1	Sp05g00203
OG0005016	g6910.t1	Sp05g00201
OG0005017	g6911.t1	Sp05g00200
OG0005018	g6916.t1	Sp05g00196
OG0005019	g6920.t1	Sp05g00190
OG0005020	g6921.t1	Sp05g00189
OG0005021	g6922.t1	Sp05g00188
OG0005022	g6924.t1	Sp05g00185
OG0005023	g6925.t1	Sp05g00184
OG0005024	g6926.t1	Sp05g00183
OG0005025	g6927.t1	Sp05g00182
OG0005026	g6929.t1	Sp05g00180
OG0005027	g6930.t1	Sp05g00179
OG0005028	g6932.t1	Sp05g00177
OG0005029	g6934.t1	Sp05g00176
OG0005030	g6939.t1	Sp05g00171
OG0005031	g6950.t1	Sp05g00159
OG0005032	g6953.t1	Sp05g00156
OG0005033	g6966.t1	Sp05g00137
OG0005034	g6967.t1	Sp05g00136
OG0005035	g6972.t1	Sp05g00086
OG0005036	g6974.t1	Sp05g00085
OG0005037	g6977.t1	Sp05g00082
OG0005038	g6980.t1	Sp05g00078
OG0005039	g10006.t1	Sp09g01106
OG0005039	g6981.t1	Sp05g00077
OG0005040	g6982.t1	Sp05g00076
OG0005041	g6991.t1	Sp05g00067
OG0005042	g7000.t1	Sp05g00059
OG0005043	g7046.t1	Sp05g00009
OG0005043	g7001.t1	Sp05g00058
OG0005044	g7004.t1	Sp05g00054
OG0005045	g7005.t1	Sp05g00053
OG0005046	g7008.t1	Sp05g00050
OG0005047	g7010.t1	Sp05g00047
OG0005048	g7014.t1	Sp05g00043
OG0005049	g7015.t1	Sp05g00042
OG0005050	g7016.t1	Sp05g00041
OG0005051	g7017.t1	Sp05g00039
OG0005052	g7022.t1	Sp05g00035
OG0005053	g7025.t1	Sp05g00030
OG0005054	g7028.t1	Sp05g00027
OG0005055	g7031.t1	Sp05g00023
OG0005056	g7035.t1	Sp05g00021
OG0005057	g7044.t1	Sp05g00011
OG0005058	g7049.t1	Sp05g00006
OG0005062	g7133.t1	Sp05g00658
OG0005063	g7134.t1	Sp05g00659
OG0005064	g7135.t1	Sp05g00661
OG0005065	g7137.t1	Sp05g00663
OG0005066	g7146.t1	Sp05g00673
OG0005067	g7148.t1	Sp05g00678
OG0005068	g7156.t1	Sp05g00688
OG0005070	g7160.t1	Sp05g00690
OG0005071	g7161.t1	Sp05g00691
OG0005072	g7169.t1	Sp05g00699
OG0005073	g7172.t1	Sp05g00702
OG0005074	g7179.t1	Sp05g00703
OG0005075	g7181.t1	Sp05g00706
OG0005076	g7186.t1	Sp05g00712
OG0005077	g7190.t1	Sp05g00718
OG0005078	g7191.t1	Sp05g00719
OG0005079	g7194.t1	Sp05g00722
OG0005080	g7199.t1	Sp05g00728
OG0005081	g7201.t1	Sp05g00730
OG0005082	g7203.t1	Sp05g00733
OG0005083	g7204.t1	Sp05g00734
OG0005084	g7210.t1	Sp05g00740
OG0005085	g7211.t1	Sp05g00742
OG0005086	g7212.t1	Sp05g00743
OG0005087	g7214.t1	Sp05g00745
OG0005088	g7215.t1	Sp05g00746
OG0005089	g7220.t1	Sp05g00750
OG0005090	g7222.t1	Sp05g00751
OG0005091	g7223.t1	Sp05g00753
OG0005092	g7228.t1	Sp05g00758
OG0005093	g7234.t1	Sp05g00763
OG0005094	g7235.t1	Sp05g00764
OG0005095	g7238.t1	Sp05g00766
OG0005096	g7246.t1	Sp05g00775
OG0005097	g7262.t1	Sp05g00787
OG0005098	g7263.t1	Sp05g00788
OG0005099	g7266.t1	Sp05g00791
OG0005100	g7267.t1	Sp05g00792
OG0005101	g7268.t1	Sp05g00795
OG0005102	g7269.t1	Sp05g00796
OG0005103	g7270.t1	Sp05g00797
OG0005104	g7277.t1	Sp05g00803
OG0005105	g7278.t1	Sp05g00804
OG0005106	g7279.t1	Sp05g00805
OG0005107	g7280.t1	Sp05g00807
OG0005108	g7281.t1	Sp05g00808
OG0005109	g7282.t1	Sp05g00809
OG0005110	g7288.t1	Sp05g00816
OG0005112	g7299.t1	Sp05g00826
OG0005113	g7300.t1	Sp05g00828
OG0005114	g7307.t1	Sp05g00834
OG0005115	g7314.t1	Sp05g00841
OG0005116	g7316.t1	Sp05g00844
OG0005117	g7317.t1	Sp05g00845
OG0005118	g7321.t1	Sp05g00851
OG0005119	g7325.t1	Sp05g00856
OG0005120	g7329.t1	Sp05g00860
OG0005121	g7330.t1	Sp05g00861
OG0005122	g7332.t1	Sp05g00863
OG0005123	g7333.t1	Sp05g00864
OG0005124	g7334.t1	Sp05g00865
OG0005125	g7335.t1	Sp05g00866
OG0005126	g7345.t1	Sp05g00873
OG0005127	g7348.t1	Sp05g00876
OG0005128	g7350.t1	Sp05g00878
OG0005129	g7354.t1	Sp05g00882
OG0005130	g7357.t1	Sp05g00885
OG0005131	g7358.t1	Sp05g00886
OG0005132	g7360.t1	Sp05g00888
OG0005133	g7365.t1	Sp05g00894
OG0005134	g7367.t1	Sp05g00896
OG0005135	g7369.t1	Sp05g00898
OG0005136	g7370.t1	Sp05g00899
OG0005137	g7373.t1	Sp05g00902
OG0005138	g7374.t1	Sp05g00903
OG0005139	g7379.t1	Sp05g00907
OG0005140	g7384.t1	Sp05g00914
OG0005141	g7385.t1	Sp05g00915
OG0005142	g7386.t1	Sp05g00916
OG0005143	g7387.t1	Sp05g00917
OG0005144	g7393.t1	Sp05g00924
OG0005145	g7395.t1	Sp05g00926
OG0005146	g7396.t1	Sp05g00927
OG0005147	g7400.t1	Sp05g00931
OG0005148	g7401.t1	Sp05g00932
OG0005149	g7404.t1	Sp05g00936
OG0005150	g7408.t1	Sp05g00939
OG0005151	g7409.t1	Sp05g00940
OG0005152	g7411.t1	Sp05g00941
OG0005153	g7412.t1	Sp05g00942
OG0005154	g7413.t1	Sp05g00944
OG0005155	g7416.t1	Sp05g00951
OG0005156	g7431.t1	Sp05g00968
OG0005156	g7428.t1	Sp05g00964
OG0005157	g7436.t1	Sp05g00972
OG0005157	g7435.t1	Sp05g00971
OG0005158	g7441.t1	Sp05g00978
OG0005159	g7450.t1	Sp05g00990
OG0005160	g7451.t1	Sp05g00991
OG0005161	g7454.t1	Sp05g00995
OG0005162	g7458.t1	Sp05g01000
OG0005163	g7459.t1	Sp05g01001
OG0005164	g7465.t1	Sp05g01012
OG0005164	g18765.t1	Sp15g00062
OG0005165	g7466.t1	Sp05g01013
OG0005166	g7468.t1	Sp05g01015
OG0005167	g7470.t1	Sp05g01017
OG0005168	g7476.t1	Sp05g01023
OG0005169	g7477.t1	Sp05g01024
OG0005170	g7478.t1	Sp05g01025
OG0005171	g7479.t1	Sp05g01026
OG0005172	g7480.t1	Sp05g01027
OG0005173	g7493.t1	Sp05g01037
OG0005174	g7501.t1	Sp05g01045
OG0005175	g7503.t1	Sp05g01046
OG0005176	g7504.t1	Sp05g01047
OG0005177	g7505.t1	Sp05g01048
OG0005178	g7509.t1	Sp05g01055
OG0005179	g7510.t1	Sp05g01057
OG0005180	g7518.t1	Sp05g01066
OG0005181	g7525.t1	Sp05g01072
OG0005182	g7527.t1	Sp05g01073
OG0005183	g7532.t1	Sp05g01078
OG0005184	g7533.t1	Sp05g01079
OG0005185	g7536.t1	Sp05g01081
OG0005186	g7537.t1	Sp05g01082
OG0005187	g7538.t1	Sp05g01083
OG0005188	g7545.t1	Sp05g01090
OG0005189	g7546.t1	Sp05g01091
OG0005190	g7550.t1	Sp06g00661
OG0005191	g7553.t1	Sp06g00659
OG0005192	g7561.t1	Sp06g00650
OG0005193	g7570.t1	Sp06g00645
OG0005194	g7574.t1	Sp06g00640
OG0005195	g7581.t1	Sp06g00635
OG0005196	g7582.t1	Sp06g00634
OG0005197	g7584.t1	Sp06g00632
OG0005198	g7588.t1	Sp06g00620
OG0005199	g7589.t1	Sp06g00619
OG0005200	g7590.t1	Sp06g00617
OG0005201	g7593.t1	Sp06g00615
OG0005202	g7594.t1	Sp06g00612
OG0005203	g7596.t1	Sp06g00609
OG0005204	g7597.t1	Sp06g00608
OG0005205	g7599.t1	Sp06g00606
OG0005206	g7601.t1	Sp06g00604
OG0005207	g7606.t1	Sp06g00598
OG0005208	g7608.t1	Sp06g00596
OG0005209	g7612.t1	Sp06g00593
OG0005210	g7615.t1	Sp06g00586
OG0005211	g7616.t1	Sp06g00585
OG0005212	g7618.t1	Sp06g00584
OG0005213	g7623.t1	Sp06g00579
OG0005214	g7624.t1	Sp06g00578
OG0005215	g19353.t1	Sp19g00151
OG0005215	g7631.t1	Sp06g00572
OG0005216	g7634.t1	Sp06g00568
OG0005217	g7639.t1	Sp06g00563
OG0005218	g7651.t1	Sp06g00549
OG0005219	g7652.t1	Sp06g00548
OG0005220	g7654.t1	Sp06g00546
OG0005221	g7655.t1	Sp06g00545
OG0005222	g7657.t1	Sp06g00544
OG0005223	g7658.t1	Sp06g00543
OG0005224	g7659.t1	Sp06g00542
OG0005225	g7662.t1	Sp06g00539
OG0005226	g7665.t1	Sp06g00536
OG0005227	g7677.t1	Sp06g00520
OG0005228	g7678.t1	Sp06g00519
OG0005229	g7679.t1	Sp06g00518
OG0005230	g7682.t1	Sp06g00515
OG0005231	g7685.t1	Sp06g00512
OG0005232	g7686.t1	Sp06g00511
OG0005233	g7688.t1	Sp06g00509
OG0005234	g7691.t1	Sp06g00506
OG0005235	g7692.t1	Sp06g00504
OG0005236	g7693.t1	Sp06g00503
OG0005237	g7694.t1	Sp06g00502
OG0005238	g7701.t1	Sp06g00496
OG0005239	g7724.t1	Sp06g00467
OG0005240	g7729.t1	Sp06g00462
OG0005241	g7730.t1, g7731.t1	Sp06g00461
OG0005242	g7733.t1	Sp06g00459
OG0005243	g7745.t1	Sp06g00452
OG0005244	g7747.t1	Sp06g00450
OG0005245	g7750.t1	Sp06g00446
OG0005246	g7751.t1	Sp06g00445
OG0005247	g7758.t1	Sp06g00438
OG0005248	g7761.t1	Sp06g00434
OG0005249	g7762.t1	Sp06g00433
OG0005250	g7763.t1	Sp06g00432
OG0005251	g7766.t1	Sp06g00429
OG0005252	g7769.t1	Sp06g00428
OG0005253	g7774.t1	Sp06g00425
OG0005254	g7775.t1	Sp06g00424
OG0005255	g7793.t1	Sp06g00407
OG0005256	g7796.t1	Sp06g00403
OG0005256	g7926.t1	Sp06g00263
OG0005257	g7799.t1	Sp06g00401
OG0005258	g7802.t1	Sp06g00398
OG0005259	g7805.t1	Sp06g00396
OG0005260	g7807.t1	Sp06g00394
OG0005261	g7808.t1	Sp06g00393
OG0005262	g7816.t1	Sp06g00386
OG0005263	g7827.t1	Sp06g00374
OG0005264	g7828.t1	Sp06g00373
OG0005265	g7833.t1	Sp06g00367
OG0005266	g7837.t1	Sp06g00363
OG0005267	g7838.t1	Sp06g00361
OG0005268	g7839.t1	Sp06g00359
OG0005269	g7843.t1	Sp06g00355
OG0005270	g7845.t1	Sp06g00353
OG0005271	g7846.t1	Sp06g00352
OG0005272	g7849.t1	Sp06g00347
OG0005273	g7850.t1	Sp06g00346
OG0005274	g7860.t1	Sp06g00333
OG0005275	g7861.t1	Sp06g00332
OG0005276	g7862.t1	Sp06g00331
OG0005277	g7867.t1	Sp06g00326
OG0005278	g7868.t1	Sp06g00325
OG0005279	g7878.t1	Sp06g00314
OG0005280	g7880.t1	Sp06g00311
OG0005281	g7883.t1	Sp06g00308
OG0005282	g7885.t1	Sp06g00307
OG0005283	g7887.t1	Sp06g00304
OG0005284	g7889.t1	Sp06g00302
OG0005285	g7890.t1	Sp06g00301
OG0005286	g7894.t1	Sp06g00296
OG0005287	g7896.t1	Sp06g00293
OG0005288	g7898.t1	Sp06g00292
OG0005289	g7899.t1	Sp06g00289
OG0005290	g7902.t1	Sp06g00286
OG0005291	g7903.t1	Sp06g00284
OG0005292	g7907.t1	Sp06g00280
OG0005293	g7917.t1	Sp06g00272
OG0005294	g7918.t1	Sp06g00271
OG0005295	g7921.t1	Sp06g00269
OG0005296	g7922.t1	Sp06g00268
OG0005297	g7929.t1	Sp06g00260
OG0005298	g7930.t1	Sp06g00259
OG0005299	g7935.t1	Sp06g00253
OG0005300	g7937.t1	Sp06g00251
OG0005301	g7943.t1	Sp06g00244
OG0005302	g7944.t1	Sp06g00243
OG0005303	g7954.t1	Sp06g00233
OG0005304	g7959.t1	Sp06g00212
OG0005305	g7961.t1	Sp06g00209
OG0005306	g7962.t1	Sp06g00207
OG0005307	g7963.t1	Sp06g00206
OG0005308	g7966.t1	Sp06g00204
OG0005309	g7971.t1	Sp06g00198
OG0005310	g7975.t1	Sp06g00193
OG0005311	g7976.t1	Sp06g00192
OG0005312	g7978.t1	Sp06g00190
OG0005313	g7981.t1	Sp06g00188
OG0005314	g7984.t1	Sp06g00184
OG0005315	g7986.t1	Sp06g00182
OG0005316	g7987.t1	Sp06g00181
OG0005317	g7990.t1	Sp06g00179
OG0005318	g8006.t1	Sp06g00160
OG0005319	g8008.t1	Sp06g00159
OG0005320	g8011.t1	Sp06g00156
OG0005321	g8013.t1	Sp06g00154
OG0005322	g8016.t1	Sp06g00151
OG0005323	g8022.t1	Sp06g00145
OG0005324	g8025.t1	Sp06g00142
OG0005325	g8029.t1	Sp06g00138
OG0005326	g8030.t1	Sp06g00137
OG0005327	g8032.t1	Sp06g00135
OG0005328	g8038.t1	Sp06g00129
OG0005329	g8039.t1	Sp06g00127
OG0005330	g8040.t1	Sp06g00125
OG0005331	g8044.t1	Sp06g00120
OG0005332	g8048.t1	Sp06g00114
OG0005333	g8055.t1	Sp06g00107
OG0005334	g8062.t1	Sp06g00095
OG0005335	g8066.t1	Sp06g00083, Sp06g00091, Sp06g00089
OG0005336	g8069.t1	Sp06g00078
OG0005337	g8084.t1	Sp06g00061
OG0005338	g8085.t1	Sp06g00060
OG0005339	g8099.t1	Sp06g00045
OG0005340	g8101.t1	Sp06g00044
OG0005341	g8103.t1	Sp06g00042
OG0005342	g8104.t1	Sp06g00041
OG0005343	g8105.t1	Sp06g00039
OG0005344	g8108.t1	Sp06g00034
OG0005345	g8110.t1	Sp06g00032
OG0005346	g8116.t1	Sp06g00028
OG0005347	g8119.t1	Sp06g00024
OG0005348	g8120.t1	Sp06g00023
OG0005349	g8124.t1	Sp06g00019
OG0005350	g8134.t1	Sp06g00009
OG0005351	g8138.t1	Sp06g00004
OG0005352	g8140.t1	Sp06g00003
OG0005353	g8185.t1, g8152.t1	Sp06g00674
OG0005354	g8153.t1, g8186.t1	Sp06g00675
OG0005355	g8157.t1	Sp06g00680
OG0005356	g8207.t1	Sp06g00710
OG0005357	g8208.t1	Sp06g00712
OG0005358	g8211.t1	Sp06g00714
OG0005359	g8212.t1	Sp06g00715
OG0005360	g8216.t1	Sp06g00721
OG0005361	g8219.t1	Sp06g00724
OG0005362	g8221.t1	Sp06g00726
OG0005363	g8224.t1	Sp06g00728
OG0005364	g8230.t1	Sp06g00734
OG0005365	g8237.t1	Sp06g00741
OG0005366	g8243.t1	Sp06g00747
OG0005367	g8244.t1	Sp06g00748
OG0005368	g8246.t1	Sp06g00749
OG0005369	g8252.t1	Sp06g00755
OG0005370	g8253.t1	Sp06g00756
OG0005371	g8261.t1	Sp06g00771
OG0005372	g8262.t1	Sp06g00772
OG0005373	g8263.t1	Sp06g00773
OG0005374	g8265.t1	Sp06g00775
OG0005375	g8267.t1	Sp06g00777
OG0005376	g8269.t1	Sp06g00779
OG0005377	g8270.t1	Sp06g00780
OG0005378	g8271.t1	Sp06g00781
OG0005379	g8272.t1	Sp06g00782
OG0005380	g8273.t1	Sp06g00783
OG0005381	g8280.t1	Sp06g00790
OG0005382	g8282.t1	Sp06g00793
OG0005383	g8286.t1	Sp06g00797
OG0005384	g8288.t1	Sp06g00799
OG0005385	g8289.t1	Sp06g00800
OG0005386	g8290.t1	Sp06g00801
OG0005387	g8292.t1	Sp06g00804
OG0005388	g8294.t1	Sp06g00806
OG0005389	g8298.t1	Sp06g00809
OG0005389	g8297.t1	Sp06g00807
OG0005390	g8300.t1	Sp06g00812
OG0005391	g8302.t1	Sp06g00814
OG0005392	g8303.t1	Sp06g00815
OG0005393	g8305.t1	Sp06g00818
OG0005394	g8306.t1	Sp06g00819
OG0005395	g8308.t1	Sp01g00797, Sp06g00821
OG0005396	g8310.t1	Sp01g00800, Sp06g00823
OG0005397	g8315.t1	Sp06g00828
OG0005398	g8316.t1	Sp06g00829
OG0005399	g8326.t1	Sp06g00839
OG0005400	g8332.t1	Sp06g00849
OG0005401	g8338.t1	Sp06g00854
OG0005402	g8342.t1	Sp06g00858
OG0005403	g8344.t1	Sp06g00861
OG0005404	g8346.t1	Sp06g00863
OG0005405	g8347.t1	Sp06g00864
OG0005406	g8352.t1	Sp06g00868
OG0005407	g8353.t1	Sp06g00869
OG0005408	g8356.t1	Sp06g00875
OG0005409	g8357.t1	Sp06g00876
OG0005410	g8362.t1	Sp06g00881
OG0005411	g8366.t1	Sp06g00885
OG0005412	g8370.t1	Sp06g00888
OG0005413	g8373.t1	Sp06g00891
OG0005414	g8374.t1	Sp06g00892
OG0005415	g8381.t1	Sp06g00896
OG0005416	g8383.t1	Sp06g00898
OG0005416	g8382.t1	Sp06g00897
OG0005417	g8389.t1	Sp06g00905
OG0005418	g8391.t1	Sp06g00906
OG0005419	g8398.t1	Sp06g00917
OG0005420	g8400.t1	Sp06g00918
OG0005421	g8401.t1	Sp06g00919
OG0005422	g8406.t1	Sp06g00924
OG0005423	g8409.t1	Sp06g00927
OG0005424	g8411.t1	Sp06g00929
OG0005425	g8419.t1	Sp06g00937
OG0005426	g8424.t1	Sp06g00939
OG0005427	g8428.t1	Sp06g00943
OG0005428	g8429.t1	Sp06g00944
OG0005429	g8432.t1	Sp06g00946
OG0005430	g8437.t1	Sp06g00951
OG0005431	g8441.t1	Sp06g00955
OG0005432	g8445.t1	Sp06g00959
OG0005433	g8446.t1	Sp06g00968
OG0005434	g8447.t1	Sp06g00969
OG0005435	g8448.t1	Sp06g00970
OG0005436	g8449.t1	Sp06g00971
OG0005437	g8450.t1	Sp06g00973
OG0005438	g8451.t1	Sp06g00974
OG0005439	g8452.t1	Sp06g00975
OG0005440	g8454.t1	Sp06g00978
OG0005441	g8457.t1	Sp06g00981
OG0005442	g8459.t1	Sp06g00983
OG0005443	g8460.t1	Sp06g00985
OG0005444	g8471.t1	Sp06g00996
OG0005445	g8472.t1	Sp06g00997
OG0005446	g8475.t1	Sp06g01000
OG0005447	g8476.t1	Sp06g01001
OG0005448	g8484.t1	Sp06g01010
OG0005449	g8486.t1	Sp06g01011
OG0005450	g8487.t1	Sp06g01012
OG0005451	g8488.t1	Sp06g01013
OG0005452	g8490.t1	Sp06g01015
OG0005453	g8493.t1	Sp06g01018
OG0005454	g8494.t1	Sp06g01019
OG0005455	g8500.t1	Sp06g01027
OG0005456	g8501.t1	Sp06g01028
OG0005457	g8503.t1	Sp06g01030
OG0005458	g8505.t1	Sp06g01031
OG0005459	g8507.t1	Sp06g01033
OG0005460	g8509.t1	Sp06g01034
OG0005461	g8510.t1	Sp06g01035
OG0005462	g8511.t1	Sp06g01036
OG0005463	g8512.t1	Sp06g01038
OG0005464	g8513.t1	Sp06g01039
OG0005465	g8517.t1	Sp06g01041
OG0005466	g8519.t1	Sp06g01047
OG0005467	g8521.t1	Sp06g01049
OG0005468	g8522.t1	Sp06g01050
OG0005469	g8533.t1	Sp06g01061
OG0005470	g8535.t1	Sp06g01063
OG0005471	g8537.t1	Sp06g01065
OG0005472	g8540.t1	Sp06g01068
OG0005473	g8545.t1	Sp06g01080
OG0005474	g8556.t1	Sp06g01135
OG0005475	g8557.t1	Sp06g01136
OG0005476	g8568.t1	Sp06g01148
OG0005478	g8573.t1	Sp06g01150
OG0005479	g8576.t1	Sp06g01152
OG0005480	g14988.t1	Sp18g00156
OG0005480	g8579.t1	Sp06g01154
OG0005481	g8581.t1	Sp06g01156
OG0005482	g8582.t1	Sp06g01157
OG0005483	g8587.t1	Sp06g01162
OG0005484	g8588.t1	Sp06g01163
OG0005485	g8589.t1	Sp06g01164
OG0005486	g8590.t1	Sp06g01165
OG0005487	g8592.t1	Sp06g01168
OG0005488	g8599.t1	Sp06g01173
OG0005489	g8600.t1	Sp06g01175
OG0005490	g8603.t1	Sp06g01178
OG0005491	g8608.t1	Sp06g01183
OG0005492	g8609.t1	Sp06g01184
OG0005493	g8611.t1	Sp06g01187
OG0005494	g8612.t1	Sp06g01188
OG0005495	g8614.t1	Sp06g01190
OG0005496	g8615.t1	Sp06g01191
OG0005497	g8617.t1	Sp06g01193
OG0005498	g8621.t1	Sp06g01196
OG0005499	g8624.t1	Sp06g01199
OG0005500	g8628.t1	Sp06g01202
OG0005501	g8630.t1	Sp06g01204
OG0005502	g8640.t1	Sp06g01211
OG0005503	g8641.t1	Sp06g01212
OG0005504	g8643.t1	Sp06g01215
OG0005505	g8648.t1	Sp06g01221
OG0005506	g8650.t1	Sp06g01223
OG0005507	g8651.t1	Sp06g01224
OG0005508	g8653.t1	Sp06g01226
OG0005509	g8654.t1	Sp06g01227
OG0005510	g8665.t1	Sp06g01238
OG0005511	g8666.t1	Sp06g01239
OG0005512	g8667.t1	Sp06g01240
OG0005513	g8670.t1	Sp06g01243
OG0005514	g8673.t1	Sp06g01246
OG0005515	g8679.t1	Sp06g01253
OG0005516	g8680.t1	Sp06g01254
OG0005517	g8683.t1	Sp06g01257
OG0005518	g8685.t1	Sp06g01259
OG0005519	g8687.t1	Sp06g01263
OG0005520	g8691.t1	Sp06g01266
OG0005521	g8692.t1	Sp06g01267
OG0005522	g8697.t1	Sp06g01271
OG0005523	g8700.t1	Sp06g01274
OG0005524	g8702.t1	Sp06g01276
OG0005525	g8706.t1	Sp06g01283
OG0005526	g8708.t1	Sp06g01285
OG0005527	g8712.t1	Sp06g01289
OG0005528	g8715.t1	Sp06g01292
OG0005529	g8716.t1	Sp06g01293
OG0005530	g8722.t1	Sp06g01301
OG0005531	g8728.t1	Sp06g01307
OG0005532	g8747.t1	Sp06g01324
OG0005533	g8750.t1	Sp06g01327
OG0005534	g8752.t1	Sp06g01331
OG0005535	g8754.t1	Sp06g01333
OG0005536	g8755.t1	Sp06g01334
OG0005537	g8757.t1	Sp06g01336
OG0005538	g8768.t1	Sp18g00714
OG0005539	g8770.t1	Sp18g00711
OG0005540	g8774.t1	Sp18g00709
OG0005541	g8776.t1	Sp18g00707
OG0005542	g8781.t1	Sp18g00702
OG0005543	g8783.t1	Sp18g00699
OG0005544	g8784.t1	Sp18g00697
OG0005545	g8794.t1	Sp18g00760
OG0005546	g8800.t1	Sp18g00754
OG0005548	g8818.t1	Sp18g00724
OG0005549	g8834.t1	Sp19g00167
OG0005550	g8836.t1	Sp19g00169
OG0005551	g8840.t1	Sp19g00174
OG0005552	g8842.t1	Sp19g00178
OG0005553	g8843.t1	Sp19g00179
OG0005554	g8846.t1	Sp19g00182
OG0005555	g8847.t1	Sp19g00183
OG0005556	g8850.t1	Sp19g00187
OG0005557	g8854.t1	Sp19g00190
OG0005558	g8856.t1	Sp19g00192
OG0005559	g8859.t1	Sp19g00196
OG0005560	g8860.t1	Sp19g00198
OG0005561	g8863.t1	Sp19g00202
OG0005562	g8867.t1	Sp19g00207
OG0005563	g8868.t1	Sp19g00208
OG0005564	g8870.t1	Sp19g00210
OG0005565	g8871.t1	Sp19g00211
OG0005566	g8874.t1	Sp19g00216
OG0005567	g8875.t1	Sp19g00218
OG0005568	g8876.t1	Sp19g00219
OG0005569	g8877.t1	Sp19g00220
OG0005570	g8882.t1	Sp19g00226
OG0005571	g8894.t1	Sp19g00239
OG0005572	g8901.t1	Sp19g00244
OG0005573	g8903.t1	Sp19g00246
OG0005574	g8909.t1	Sp19g00251
OG0005575	g8912.t1	Sp19g00253
OG0005576	g8913.t1	Sp19g00254
OG0005577	g8917.t1	Sp19g00258
OG0005578	g8921.t1	Sp19g00262
OG0005579	g8925.t1	Sp19g00266
OG0005580	g8927.t1	Sp19g00268
OG0005581	g8935.t1	Sp19g00275
OG0005582	g8936.t1	Sp19g00276
OG0005583	g8939.t1	Sp19g00277
OG0005584	g8943.t1	Sp19g00282
OG0005585	g8945.t1	Sp19g00284
OG0005586	g8950.t1	Sp19g00288
OG0005587	g8951.t1	Sp19g00289
OG0005588	g8955.t1	Sp19g00293
OG0005589	g8959.t1	Sp19g00297
OG0005590	g8966.t1	Sp19g00303
OG0005591	g8967.t1	Sp19g00304
OG0005592	g8970.t1	Sp19g00306
OG0005593	g8977.t1	Sp19g00375
OG0005594	g8982.t1	Sp19g00372
OG0005595	g8988.t1	Sp19g00367
OG0005596	g8989.t1	Sp19g00365
OG0005597	g8993.t1	Sp19g00362
OG0005598	g8994.t1	Sp19g00361
OG0005599	g8999.t1	Sp19g00356
OG0005600	g9000.t1	Sp19g00354
OG0005601	g9001.t1	Sp19g00353
OG0005602	g9002.t1	Sp19g00352
OG0005603	g9005.t1	Sp19g00349
OG0005604	g9006.t1	Sp19g00348
OG0005605	g9010.t1	Sp19g00344
OG0005606	g9011.t1	Sp19g00343
OG0005607	g9015.t1	Sp19g00339
OG0005608	g9019.t1	Sp19g00335
OG0005609	g9020.t1	Sp19g00334
OG0005610	g9021.t1	Sp19g00333
OG0005611	g9024.t1	Sp19g00332
OG0005612	g9030.t1	Sp19g00324
OG0005613	g9031.t1	Sp19g00323
OG0005614	g9037.t1	Sp19g00317
OG0005615	g9038.t1	Sp19g00316
OG0005616	g9044.t1	Sp19g00378
OG0005617	g9046.t1	Sp19g00379
OG0005618	g9056.t1	Sp19g00388
OG0005619	g9058.t1	Sp19g00389
OG0005620	g9061.t1	Sp19g00392
OG0005621	g9063.t1	Sp19g00394
OG0005622	g9068.t1	Sp19g00401
OG0005623	g9071.t1	Sp19g00404
OG0005624	g9073.t1	Sp19g00406
OG0005625	g9074.t1	Sp19g00407
OG0005626	g9078.t1	Sp19g00409
OG0005627	g9079.t1	Sp19g00410
OG0005628	g9080.t1	Sp19g00411
OG0005629	g9083.t1	Sp19g00417
OG0005630	g9085.t1	Sp19g00419
OG0005631	g9087.t1	Sp19g00421
OG0005632	g9089.t1	Sp03g01037, Sp19g00423
OG0005633	g9095.t1	Sp19g00429
OG0005633	g9097.t1	Sp19g00431
OG0005634	g9096.t1	Sp19g00430
OG0005635	g9099.t1	Sp19g00433
OG0005636	g9102.t1	Sp19g00436
OG0005637	g9103.t1	Sp19g00437
OG0005638	g9105.t1	Sp19g00440
OG0005639	g9106.t1	Sp19g00441
OG0005640	g9108.t1	Sp19g00443
OG0005641	g9109.t1	Sp19g00444
OG0005642	g9110.t1	Sp19g00445
OG0005643	g9112.t1	Sp19g00447
OG0005644	g9113.t1	Sp19g00448
OG0005645	g9118.t1	Sp19g00453
OG0005646	g9120.t1	Sp19g00456
OG0005647	g9125.t1	Sp19g00462
