Orthogroup	Sp7498_pacbio.protein	wa8730.asm201904v2.ann1.proteins
OG0004291	g4704.t1	Wa8730a009g005990_P001
OG0004292	g4706.t1	Wa8730a009g005970_P001
OG0004293	g4707.t1	Wa8730a009g005960_P001
OG0004294	g4713.t1	Wa8730a009g006150_P001
OG0004295	g4718.t1	Wa8730a009g006010_P001
OG0004296	g4721.t1	Wa8730a009g006090_P001
OG0004297	g4723.t1	Wa8730a009g006070_P001
OG0004298	g4728.t1	Wa8730a009g006050_P001
OG0004299	g4729.t1	Wa8730a009g006040_P001
OG0004300	g4731.t1	Wa8730a009g006130_P001
OG0004301	g4739.t1	Wa8730a008g001970_P001
OG0004302	g4741.t1	Wa8730a009g006110_P001
OG0004303	g4744.t1	Wa8730a009g006180_P001
OG0004305	g4754.t1	Wa8730a009g006240_P001
OG0004306	g4758.t1	Wa8730a009g006280_P001
OG0004307	g4760.t1	Wa8730a009g006290_P001
OG0004308	g4766.t1	Wa8730a009g006360_P001
OG0004309	g4767.t1	Wa8730a009g006350_P001
OG0004310	g4774.t1	Wa8730a009g006500_P001
OG0004311	g4778.t1	Wa8730a009g006700_P001
OG0004312	g4780.t1	Wa8730a009g006710_P001
OG0004313	g4782.t1	Wa8730a009g006720_P001
OG0004314	g4785.t1	Wa8730a009g006540_P001
OG0004315	g4786.t1	Wa8730a009g006550_P001
OG0004316	g4788.t1	Wa8730a009g006560_P001
OG0004317	g4789.t1	Wa8730a009g006570_P001
OG0004318	g4791.t1	Wa8730a009g006610_P001
OG0004319	g4792.t1	Wa8730a009g006600_P001
OG0004320	g4794.t1	Wa8730a009g006630_P001
OG0004321	g4795.t1	Wa8730a009g006640_P001
OG0004323	g4801.t1	Wa8730a009g006670_P001
OG0004324	g4804.t1	Wa8730a009g006740_P001
OG0004325	g4806.t1	Wa8730a009g006750_P001
OG0004326	g4808.t1	Wa8730a009g006760_P001
OG0004327	g4809.t1	Wa8730a009g006770_P001
OG0004328	g4810.t1	Wa8730a009g006780_P001
OG0004329	g4811.t1	Wa8730a009g006790_P001
OG0004330	g4819.t1	Wa8730a009g006810_P001
OG0004331	g4823.t1	Wa8730a009g006930_P001
OG0004332	g4825.t1	Wa8730a009g006910_P001
OG0004333	g4830.t1	Wa8730a002g000300_P001
OG0004334	g4832.t1	Wa8730a009g006870_P001
OG0004335	g4835.t1	Wa8730a009g006830_P001, Wa8730a009g006840_P001
OG0004336	g4841.t1	Wa8730a009g006980_P001
OG0004337	g4842.t1	Wa8730a009g006970_P001
OG0004338	g4847.t1	Wa8730a009g007000_P001
OG0004339	g4849.t1	Wa8730a009g007010_P001
OG0004340	g4851.t1	Wa8730a009g007020_P001
OG0004341	g4853.t1	Wa8730a009g007030_P001
OG0004342	g4855.t1	Wa8730a009g007040_P001
OG0004343	g4856.t1	Wa8730a009g007060_P001
OG0004344	g4860.t1	Wa8730a009g007100_P001
OG0004345	g4862.t1	Wa8730a009g007110_P001
OG0004346	g4864.t1	Wa8730a009g007120_P001
OG0004347	g4866.t1	Wa8730a009g007140_P001
OG0004348	g4872.t1	Wa8730a009g007170_P001
OG0004349	g4876.t1	Wa8730a009g007190_P001
OG0004350	g4877.t1	Wa8730a009g007200_P001
OG0004351	g4879.t1	Wa8730a009g007210_P001
OG0004352	g4883.t1	Wa8730a009g007220_P001
OG0004353	g4884.t1	Wa8730a009g007250_P001
OG0004354	g4885.t1	Wa8730a009g007240_P001
OG0004355	g4886.t1	Wa8730a009g007230_P001
OG0004356	g4892.t1	Wa8730a020g003220_P001
OG0004357	g4899.t1	Wa8730a020g003230_P001
OG0004358	g4900.t1	Wa8730a020g003210_P001
OG0004359	g4904.t1	Wa8730a020g003180_P001
OG0004360	g4905.t1	Wa8730a020g003140_P001
OG0004361	g4906.t1	Wa8730a020g003150_P001
OG0004362	g4911.t1	Wa8730a020g003130_P001
OG0004363	g4915.t1	Wa8730a020g003100_P001
OG0004364	g4920.t1	Wa8730a020g003070_P001
OG0004365	g4924.t1	Wa8730a020g003060_P001
OG0004366	g4926.t1	Wa8730a020g003030_P001
OG0004367	g4931.t1	Wa8730a020g003010_P001
OG0004368	g4936.t1	Wa8730a020g003000_P001
OG0004369	g4946.t1	Wa8730a006g002030_P001
OG0004370	g4954.t1	Wa8730a020g002920_P001
OG0004371	g4970.t1	Wa8730a020g002880_P001
OG0004372	g4975.t1	Wa8730a020g002830_P001
OG0004373	g4976.t1	Wa8730a020g002810_P001
OG0004374	g4978.t1	Wa8730a020g002800_P001
OG0004376	g4987.t1	Wa8730a020g002730_P001
OG0004377	g4989.t1	Wa8730a020g002710_P001
OG0004378	g4993.t1	Wa8730a020g002650_P001
OG0004379	g4995.t1	Wa8730a020g002640_P001
OG0004380	g4996.t1	Wa8730a020g002610_P001
OG0004381	g4998.t1	Wa8730a020g002600_P001
OG0004382	g4999.t1	Wa8730a020g002590_P001
OG0004383	g5001.t1	Wa8730a020g002570_P001
OG0004384	g5002.t1	Wa8730a020g002560_P001
OG0004385	g5003.t1	Wa8730a020g002550_P001
OG0004386	g5004.t1	Wa8730a020g002540_P001
OG0004387	g5006.t1	Wa8730a020g002530_P001
OG0004388	g5009.t1	Wa8730a020g002510_P001
OG0004389	g5013.t1	Wa8730a020g002490_P001
OG0004391	g5021.t1	Wa8730a020g002430_P001
OG0004392	g5026.t1	Wa8730a020g002410_P001
OG0004393	g5029.t1	Wa8730a020g002070_P001
OG0004394	g5030.t1	Wa8730a020g002030_P001
OG0004395	g5032.t1	Wa8730a020g002040_P001
OG0004396	g5036.t1	Wa8730a020g002050_P001
OG0004397	g5038.t1	Wa8730a020g002000_P001
OG0004398	g5042.t1	Wa8730a020g002220_P001
OG0004399	g5044.t1	Wa8730a020g002230_P001
OG0004400	g5045.t1	Wa8730a020g002110_P001
OG0004401	g5049.t1	Wa8730a020g001980_P001
OG0004402	g5050.t1	Wa8730a020g001970_P001
OG0004403	g5051.t1	Wa8730a020g002090_P001
OG0004405	g5053.t1	Wa8730a020g002190_P001
OG0004406	g5064.t1	Wa8730a020g002240_P001
OG0004407	g5067.t1	Wa8730a020g002320_P001
OG0004408	g5068.t1	Wa8730a020g002330_P001
OG0004409	g5073.t1	Wa8730a004g000920_P001
OG0004410	g5074.t1	Wa8730a014g006700_P001
OG0004411	g5075.t1	Wa8730a020g002280_P001
OG0004412	g5076.t1	Wa8730a006g003350_P001
OG0004413	g5080.t1	Wa8730a020g002290_P001
OG0004414	g5082.t1	Wa8730a020g001830_P001
OG0004415	g5083.t1	Wa8730a020g001910_P001
OG0004416	g5086.t1	Wa8730a020g001940_P001
OG0004417	g5088.t1	Wa8730a020g001950_P001
OG0004418	g5092.t1	Wa8730a020g002080_P001
OG0004419	g5094.t1	Wa8730a020g001690_P001
OG0004420	g5095.t1	Wa8730a020g001700_P001
OG0004422	g5100.t1	Wa8730a020g001750_P001
OG0004423	g5102.t1	Wa8730a020g001770_P001
OG0004424	g5104.t1	Wa8730a020g001800_P001
OG0004425	g5105.t1	Wa8730a020g001810_P001
OG0004426	g5106.t1	Wa8730a020g001820_P001
OG0004427	g5111.t1	Wa8730a020g001880_P001
OG0004428	g5115.t1	Wa8730a020g001840_P001
OG0004429	g5117.t1	Wa8730a020g001860_P001
OG0004430	g5118.t1	Wa8730a020g001670_P001
OG0004431	g5121.t1	Wa8730a020g001630_P001
OG0004432	g5124.t1	Wa8730a020g001600_P001
OG0004433	g5126.t1	Wa8730a020g001610_P001
OG0004434	g5136.t1	Wa8730a020g001400_P001
OG0004435	g5137.t1	Wa8730a020g001410_P001
OG0004436	g5140.t1	Wa8730a020g001430_P001
OG0004437	g10968.t1, g5142.t1	Wa8730a020g001460_P001
OG0004438	g5151.t1	Wa8730a020g001360_P001
OG0004439	g5159.t1	Wa8730a020g001290_P001
OG0004440	g5162.t1	Wa8730a020g001270_P001
OG0004441	g5163.t1	Wa8730a020g001250_P001
OG0004442	g5164.t1	Wa8730a020g001240_P001
OG0004443	g5167.t1	Wa8730a020g001170_P001
OG0004444	g5173.t1	Wa8730a020g001090_P001
OG0004445	g5175.t1	Wa8730a020g000120_P001
OG0004446	g5188.t1	Wa8730a020g000150_P001
OG0004447	g5189.t1	Wa8730a020g000160_P001
OG0004448	g5190.t1	Wa8730a020g000170_P001
OG0004449	g5191.t1	Wa8730a020g000200_P001
OG0004451	g5206.t1	Wa8730a020g000250_P001
OG0004452	g5209.t1	Wa8730a020g000390_P001
OG0004453	g5210.t1	Wa8730a020g000370_P001
OG0004454	g5217.t1	Wa8730a020g000330_P001
OG0004455	g5225.t1	Wa8730a020g000430_P001
OG0004456	g5226.t1	Wa8730a015g004860_P001
OG0004457	g5229.t1	Wa8730a020g000470_P001
OG0004458	g5231.t1	Wa8730a020g000510_P001
OG0004459	g5233.t1	Wa8730a020g000520_P001
OG0004460	g5235.t1	Wa8730a020g000590_P001
OG0004461	g5238.t1	Wa8730a020g000540_P001
OG0004462	g5242.t1	Wa8730a020g000750_P001
OG0004463	g5243.t1	Wa8730a020g000730_P001
OG0004464	g5246.t1	Wa8730a020g000690_P001
OG0004465	g5248.t1	Wa8730a020g000680_P001
OG0004466	g5249.t1	Wa8730a020g000670_P001
OG0004467	g5250.t1	Wa8730a020g000650_P001
OG0004468	g5259.t1	Wa8730a020g000640_P001
OG0004470	g5267.t1	Wa8730a020g000840_P001
OG0004471	g5272.t1	Wa8730a020g000880_P001
OG0004472	g5274.t1	Wa8730a020g000890_P001
OG0004473	g5275.t1	Wa8730a020g000900_P001
OG0004474	g5280.t1	Wa8730a020g000950_P001
OG0004475	g5282.t1	Wa8730a020g000920_P001
OG0004476	g5284.t1	Wa8730a020g000930_P001
OG0004477	g5286.t1	Wa8730a020g000960_P001
OG0004478	g5288.t1	Wa8730a020g000970_P001
OG0004479	g5294.t1	Wa8730a020g001000_P001
OG0004480	g5295.t1	Wa8730a020g001010_P001
OG0004481	g5303.t1	Wa8730a020g001050_P001
OG0004482	g5308.t1	Wa8730a020g000080_P001
OG0004483	g5310.t1	Wa8730a020g000020_P001
OG0004484	g5317.t1	Wa8730a020g000030_P001
OG0004485	g5318.t1	Wa8730a020g000040_P001
OG0004486	g5320.t1	Wa8730a020g000060_P001
OG0004487	g5321.t1	Wa8730a020g000070_P001
OG0004488	g5325.t1	Wa8730a020g000560_P001
OG0004489	g5330.t1	Wa8730a009g004540_P001
OG0004490	g5332.t1	Wa8730a009g004550_P001
OG0004491	g5334.t1	Wa8730a009g004520_P001
OG0004492	g5338.t1	Wa8730a009g006590_P001
OG0004493	g5340.t1	Wa8730a009g004600_P001
OG0004494	g5343.t1	Wa8730a009g004590_P001
OG0004495	g5344.t1	Wa8730a009g004340_P001
OG0004496	g5345.t1	Wa8730a009g004300_P001
OG0004497	g5348.t1	Wa8730a009g004320_P001
OG0004498	g5351.t1	Wa8730a009g004390_P001
OG0004499	g5352.t1	Wa8730a009g004380_P001
OG0004500	g5353.t1	Wa8730a009g004370_P001
OG0004501	g5354.t1	Wa8730a009g004360_P001
OG0004502	g5359.t1	Wa8730a009g004280_P001
OG0004503	g5363.t1	Wa8730a009g004240_P001
OG0004504	g5367.t1	Wa8730a009g004220_P001
OG0004505	g5379.t1	Wa8730a009g004180_P001
OG0004506	g5383.t1	Wa8730a009g004190_P001
OG0004507	g5392.t1	Wa8730a009g004100_P001
OG0004508	g5395.t1	Wa8730a009g004090_P001
OG0004509	g5397.t1	Wa8730a009g004070_P001
OG0004510	g5398.t1	Wa8730a009g004060_P001
OG0004511	g5399.t1	Wa8730a009g004030_P001
OG0004512	g5402.t1	Wa8730a009g004000_P001
OG0004513	g5406.t1	Wa8730a009g004020_P001
OG0004514	g5409.t1	Wa8730a001g006590_P001
OG0004515	g5412.t1	Wa8730a009g003950_P001
OG0004516	g5415.t1	Wa8730a009g003980_P001
OG0004517	g5416.t1	Wa8730a009g003970_P001
OG0004519	g5419.t1	Wa8730a009g003960_P001
OG0004520	g5420.t1	Wa8730a009g003840_P001
OG0004521	g5424.t1	Wa8730a009g003990_P001
OG0004524	g5441.t1	Wa8730a009g003880_P001
OG0004525	g5442.t1	Wa8730a009g003860_P001
OG0004526	g5443.t1	Wa8730a009g003850_P001
OG0004527	g5444.t1	Wa8730a009g003790_P001
OG0004528	g5448.t1	Wa8730a009g003770_P001
OG0004529	g5449.t1	Wa8730a009g003690_P001
OG0004530	g5453.t1	Wa8730a009g003710_P001
OG0004531	g5455.t1	Wa8730a009g003730_P001
OG0004532	g5456.t1	Wa8730a009g003740_P001
OG0004533	g5458.t1	Wa8730a009g003670_P001
OG0004534	g5463.t1	Wa8730a009g003650_P001
OG0004535	g5467.t1	Wa8730a009g003580_P001
OG0004536	g5468.t1	Wa8730a009g003590_P001
OG0004537	g5469.t1	Wa8730a009g003600_P001
OG0004538	g5470.t1	Wa8730a009g003610_P001
OG0004539	g5473.t1	Wa8730a009g003560_P001
OG0004540	g5478.t1	Wa8730a009g001650_P001
OG0004541	g5479.t1	Wa8730a009g001660_P001
OG0004542	g5482.t1	Wa8730a009g001670_P001
OG0004543	g5487.t1	Wa8730a009g001910_P001
OG0004544	g5488.t1	Wa8730a009g001720_P001
OG0004545	g5489.t1	Wa8730a009g001710_P001
OG0004546	g5490.t1	Wa8730a009g001920_P001
OG0004547	g5491.t1	Wa8730a009g001930_P001
OG0004548	g5507.t1	Wa8730a009g001850_P001
OG0004549	g5509.t1	Wa8730a009g001730_P001
OG0004550	g5511.t1	Wa8730a009g001890_P001
OG0004551	g5515.t1	Wa8730a009g001840_P001
OG0004552	g5517.t1	Wa8730a009g001830_P001
OG0004553	g5519.t1	Wa8730a009g001820_P001
OG0004554	g5522.t1	Wa8730a009g001780_P001
OG0004555	g5523.t1	Wa8730a009g001990_P001
OG0004556	g5524.t1	Wa8730a009g001980_P001
OG0004557	g5529.t1, g5528.t1	Wa8730a009g001950_P001
OG0004558	g5543.t1	Wa8730a009g002040_P001
OG0004559	g5548.t1	Wa8730a009g002170_P001
OG0004560	g5551.t1	Wa8730a009g002180_P001
OG0004561	g5555.t1	Wa8730a009g002160_P001
OG0004562	g5557.t1	Wa8730a009g002140_P001
OG0004563	g5558.t1	Wa8730a009g002130_P001
OG0004564	g5563.t1	Wa8730a009g002270_P001
OG0004566	g5571.t1	Wa8730a009g002210_P001
OG0004567	g5573.t1	Wa8730a009g002220_P001
OG0004568	g5580.t1	Wa8730a009g002290_P001
OG0004569	g5581.t1	Wa8730a009g002300_P001
OG0004570	g5585.t1	Wa8730a009g002310_P001
OG0004571	g5587.t1	Wa8730a009g002330_P001
OG0004572	g5588.t1	Wa8730a009g002320_P001
OG0004573	g5590.t1	Wa8730a009g002340_P001
OG0004574	g5593.t1	Wa8730a009g002370_P001
OG0004575	g5594.t1	Wa8730a009g002380_P001
OG0004576	g5595.t1	Wa8730a009g002390_P001
OG0004577	g5598.t1	Wa8730a009g002420_P001
OG0004578	g5603.t1	Wa8730a009g002450_P001
OG0004579	g5605.t1	Wa8730a009g002440_P001
OG0004580	g5608.t1	Wa8730a009g002490_P001
OG0004581	g5609.t1	Wa8730a009g002500_P001
OG0004582	g5611.t1	Wa8730a009g002510_P001
OG0004583	g5613.t1	Wa8730a009g002520_P001
OG0004584	g5615.t1	Wa8730a009g002550_P001
OG0004585	g5616.t1	Wa8730a009g002560_P001
OG0004586	g5617.t1	Wa8730a009g002570_P001
OG0004587	g5620.t1	Wa8730a009g002610_P001
OG0004588	g5638.t1	Wa8730a009g002770_P001
OG0004589	g5641.t1	Wa8730a009g002750_P001
OG0004590	g5643.t1	Wa8730a009g002740_P001
OG0004591	g5647.t1	Wa8730a009g002730_P001
OG0004592	g5651.t1	Wa8730a009g002860_P001
OG0004593	g5661.t1	Wa8730a009g002680_P001
OG0004594	g5663.t1	Wa8730a009g003080_P001
OG0004595	g5665.t1	Wa8730a009g003100_P001
OG0004596	g5666.t1	Wa8730a009g003110_P001
OG0004597	g5674.t1	Wa8730a009g003000_P001
OG0004598	g5676.t1	Wa8730a009g003020_P001
OG0004599	g5677.t1	Wa8730a009g003040_P001
OG0004600	g5685.t1	Wa8730a009g003070_P001
OG0004601	g5686.t1	Wa8730a009g003170_P001
OG0004602	g5688.t1	Wa8730a009g003190_P001
OG0004603	g5693.t1	Wa8730a009g003270_P001
OG0004604	g5697.t1	Wa8730a009g003300_P001
OG0004605	g5698.t1	Wa8730a009g003310_P001
OG0004606	g5701.t1	Wa8730a009g003330_P001
OG0004607	g5704.t1	Wa8730a009g003350_P001
OG0004608	g5705.t1	Wa8730a009g003360_P001
OG0004609	g5710.t1	Wa8730a009g003400_P001
OG0004610	g5712.t1	Wa8730a009g003390_P001
OG0004611	g5713.t1	Wa8730a009g003370_P001
OG0004612	g5717.t1	Wa8730a009g003440_P001
OG0004613	g5720.t1	Wa8730a009g003460_P001
OG0004614	g5725.t1	Wa8730a009g003490_P001
OG0004615	g5727.t1	Wa8730a009g003500_P001
OG0004616	g5728.t1	Wa8730a009g003510_P001
OG0004617	g5730.t1	Wa8730a009g001620_P001
OG0004618	g5743.t1	Wa8730a009g001410_P001
OG0004619	g5747.t1	Wa8730a009g001420_P001
OG0004620	g5749.t1	Wa8730a009g001430_P001
OG0004621	g5751.t1	Wa8730a009g001460_P001
OG0004622	g5753.t1	Wa8730a009g001470_P001
OG0004623	g5754.t1	Wa8730a009g001480_P001
OG0004624	g5755.t1	Wa8730a009g001490_P001
OG0004625	g5757.t1	Wa8730a009g001290_P001
OG0004626	g5758.t1	Wa8730a009g001200_P001
OG0004627	g5765.t1	Wa8730a009g001070_P001
OG0004628	g5766.t1	Wa8730a009g001060_P001
OG0004629	g5770.t1	Wa8730a009g000950_P001
OG0004630	g5771.t1	Wa8730a009g000960_P001
OG0004631	g5774.t1	Wa8730a009g000970_P001
OG0004632	g5778.t1	Wa8730a009g000820_P001
OG0004633	g5782.t1	Wa8730a009g000920_P001
OG0004634	g5785.t1	Wa8730a009g000750_P001
OG0004635	g5786.t1	Wa8730a009g001010_P001
OG0004636	g5787.t1	Wa8730a009g001020_P001
OG0004637	g5788.t1	Wa8730a009g001000_P001
OG0004638	g5790.t1	Wa8730a009g000870_P001
OG0004639	g5792.t1	Wa8730a009g000850_P001
OG0004641	g5805.t1	Wa8730a009g000670_P001
OG0004642	g5811.t1	Wa8730a009g000660_P001
OG0004643	g5813.t1	Wa8730a009g000910_P001
OG0004644	g5818.t1	Wa8730a009g000610_P001
OG0004645	g5828.t1	Wa8730a009g000570_P001
OG0004646	g5829.t1	Wa8730a009g000420_P001
OG0004647	g5832.t1	Wa8730a009g000430_P001
OG0004648	g5833.t1	Wa8730a009g000440_P001
OG0004649	g5834.t1	Wa8730a009g000450_P001
OG0004650	g5843.t1	Wa8730a009g000480_P001
OG0004651	g5848.t1	Wa8730a009g000520_P001
OG0004652	g5849.t1	Wa8730a009g000530_P001
OG0004653	g5850.t1	Wa8730a009g000540_P001
OG0004654	g5853.t1	Wa8730a009g000550_P001
OG0004655	g5858.t1	Wa8730a009g000500_P001
OG0004656	g5862.t1	Wa8730a009g000380_P001
OG0004657	g5863.t1	Wa8730a016g000910_P001
OG0004658	g5865.t1	Wa8730a009g000340_P001
OG0004659	g5871.t1	Wa8730a009g000310_P001
OG0004660	g5873.t1	Wa8730a009g000290_P001
OG0004661	g5874.t1	Wa8730a009g000300_P001
OG0004662	g5877.t1	Wa8730a009g000280_P001
OG0004663	g5881.t1	Wa8730a001g006570_P001
OG0004664	g5882.t1	Wa8730a009g000250_P001
OG0004665	g5883.t1	Wa8730a009g000260_P001
OG0004666	g5886.t1	Wa8730a009g000270_P001
OG0004667	g5887.t1	Wa8730a009g000190_P001
OG0004668	g5890.t1	Wa8730a009g000180_P001
OG0004669	g5891.t1	Wa8730a009g000170_P001
OG0004670	g5893.t1	Wa8730a009g000160_P001
OG0004671	g5898.t1	Wa8730a009g000030_P001
OG0004672	g5901.t1	Wa8730a009g000040_P001
OG0004673	g5902.t1	Wa8730a009g000050_P001
OG0004674	g5903.t1	Wa8730a009g000060_P001
OG0004675	g5907.t1	Wa8730a009g000090_P001
OG0004676	g5908.t1	Wa8730a009g000100_P001
OG0004677	g5909.t1	Wa8730a009g000110_P001
OG0004678	g5912.t1	Wa8730a009g000130_P001
OG0004679	g5924.t1	Wa8730a017g000510_P001
OG0004680	g5925.t1	Wa8730a017g000390_P001
OG0004681	g5931.t1	Wa8730a010g002370_P001
OG0004682	g5934.t1	Wa8730a017g000520_P001
OG0004683	g5936.t1	Wa8730a017g000530_P001
OG0004684	g5941.t1	Wa8730a017g000470_P001
OG0004685	g5943.t1	Wa8730a017g000600_P001
OG0004686	g5948.t1	Wa8730a017g000480_P001
OG0004687	g5949.t1	Wa8730a011g001940_P001
OG0004688	g5954.t1	Wa8730a017g000410_P001
OG0004689	g5958.t1	Wa8730a017g000290_P001
OG0004690	g5964.t1	Wa8730a017g000610_P001
OG0004691	g5966.t1	Wa8730a017g000540_P001
OG0004692	g5969.t1	Wa8730a017g000780_P001
OG0004693	g5971.t1	Wa8730a017g000740_P001
OG0004694	g5973.t1	Wa8730a017g000580_P001
OG0004695	g5980.t1	Wa8730a017g000570_P001
OG0004696	g5983.t1	Wa8730a017g000650_P001
OG0004697	g5984.t1	Wa8730a010g001250_P001
OG0004698	g5986.t1	Wa8730a017g000870_P001
OG0004699	g5987.t1	Wa8730a017g000860_P001
OG0004700	g5989.t1	Wa8730a017g000840_P001
OG0004701	g5990.t1	Wa8730a017g000820_P001
OG0004702	g5995.t1	Wa8730a017g000800_P001
OG0004703	g5996.t1	Wa8730a017g000810_P001
OG0004704	g5997.t1	Wa8730a017g000950_P001
OG0004705	g6002.t1	Wa8730a017g000960_P001
OG0004706	g6003.t1	Wa8730a017g000970_P001
OG0004707	g6004.t1	Wa8730a017g000930_P001
OG0004708	g6005.t1	Wa8730a017g000920_P001
OG0004709	g6006.t1	Wa8730a017g000990_P001
OG0004710	g6007.t1	Wa8730a017g001000_P001
OG0004711	g6012.t1	Wa8730a017g001010_P001
OG0004712	g6013.t1	Wa8730a017g001020_P001
OG0004713	g6016.t1	Wa8730a017g001040_P001
OG0004714	g6019.t1	Wa8730a017g001030_P001
OG0004715	g6023.t1	Wa8730a017g001060_P001
OG0004716	g6024.t1	Wa8730a017g001070_P001
OG0004717	g6030.t1	Wa8730a017g001100_P001
OG0004718	g6032.t1	Wa8730a017g001110_P001, Wa8730a017g001120_P001
OG0004719	g6036.t1	Wa8730a017g001170_P001
OG0004720	g6038.t1	Wa8730a017g001200_P001
OG0004721	g6040.t1	Wa8730a017g001220_P001
OG0004722	g6043.t1	Wa8730a017g001680_P001
OG0004723	g6044.t1	Wa8730a002g001960_P001
OG0004724	g6045.t1	Wa8730a017g001690_P001
OG0004725	g6048.t1	Wa8730a017g001730_P001
OG0004726	g6049.t1	Wa8730a014g004320_P001
OG0004727	g6050.t1	Wa8730a017g001740_P001
OG0004728	g6051.t1	Wa8730a017g001440_P001
OG0004729	g6052.t1	Wa8730a017g001410_P001
OG0004730	g6055.t1	Wa8730a017g001500_P001
OG0004731	g6058.t1	Wa8730a017g001490_P001
OG0004732	g6059.t1	Wa8730a017g001480_P001
OG0004733	g6067.t1	Wa8730a017g001470_P001
OG0004734	g6070.t1	Wa8730a017g001560_P001
OG0004735	g6073.t1	Wa8730a017g001580_P001
OG0004736	g6075.t1	Wa8730a017g001610_P001
OG0004737	g6076.t1	Wa8730a017g001600_P001
OG0004738	g6077.t1	Wa8730a017g001590_P001
OG0004739	g6080.t1	Wa8730a017g001760_P001
OG0004740	g6082.t1	Wa8730a017g001750_P001
OG0004741	g6084.t1	Wa8730a017g000760_P001
OG0004742	g6085.t1	Wa8730a017g001370_P001
OG0004743	g6093.t1	Wa8730a017g001360_P001
OG0004745	g6095.t1	Wa8730a017g001350_P001
OG0004746	g6097.t1	Wa8730a017g001340_P001
OG0004747	g6100.t1	Wa8730a017g001330_P001
OG0004748	g6102.t1	Wa8730a017g001660_P001
OG0004749	g6103.t1	Wa8730a017g001650_P001
OG0004750	g6106.t1	Wa8730a017g001670_P001
OG0004751	g6107.t1	Wa8730a017g001920_P001
OG0004752	g6117.t1	Wa8730a017g001630_P001
OG0004753	g6122.t1	Wa8730a017g001260_P001
OG0004754	g6125.t1	Wa8730a017g001250_P001
OG0004755	g6128.t1	Wa8730a017g001900_P001
OG0004756	g6132.t1	Wa8730a017g001980_P001
OG0004757	g6137.t1	Wa8730a017g001870_P001
OG0004758	g6138.t1	Wa8730a017g001860_P001
OG0004759	g6140.t1	Wa8730a017g001840_P001
OG0004760	g6141.t1	Wa8730a017g001820_P001
OG0004761	g6144.t1	Wa8730a017g001810_P001
OG0004762	g6145.t1	Wa8730a017g001800_P001
OG0004763	g6147.t1	Wa8730a017g001790_P001
OG0004764	g6148.t1	Wa8730a017g001780_P001
OG0004765	g6149.t1	Wa8730a017g001770_P001
OG0004766	g6156.t1	Wa8730a017g002110_P001
OG0004767	g6157.t1	Wa8730a017g002100_P001
OG0004768	g6160.t1	Wa8730a017g002140_P001
OG0004769	g6164.t1	Wa8730a017g002090_P001
OG0004770	g6165.t1	Wa8730a017g002150_P001
OG0004771	g6170.t1	Wa8730a017g002180_P001
OG0004773	g6178.t1	Wa8730a017g002250_P001
OG0004774	g6179.t1	Wa8730a017g002260_P001
OG0004775	g6180.t1	Wa8730a017g002270_P001
OG0004776	g6182.t1	Wa8730a017g002280_P001
OG0004777	g6187.t1	Wa8730a017g002320_P001
OG0004778	g6188.t1	Wa8730a017g002310_P001
OG0004779	g6195.t1	Wa8730a017g002370_P001
OG0004780	g6196.t1	Wa8730a017g002500_P001
OG0004781	g6198.t1	Wa8730a017g002520_P001
OG0004782	g6199.t1	Wa8730a017g002530_P001
OG0004783	g6207.t1	Wa8730a017g002440_P001
OG0004784	g6208.t1	Wa8730a017g002450_P001
OG0004785	g6211.t1	Wa8730a017g002330_P001
OG0004786	g6212.t1	Wa8730a017g002340_P001
OG0004787	g6213.t1	Wa8730a017g002560_P001
OG0004788	g6216.t1	Wa8730a017g002590_P001
OG0004789	g6219.t1	Wa8730a017g002640_P001
OG0004790	g6224.t1	Wa8730a017g002710_P001
OG0004791	g6225.t1	Wa8730a017g002720_P001
OG0004792	g6227.t1	Wa8730a017g002740_P001
OG0004793	g6228.t1	Wa8730a017g002800_P001
OG0004794	g6231.t1	Wa8730a017g002760_P001
OG0004795	g6233.t1	Wa8730a017g002770_P001
OG0004796	g6235.t1	Wa8730a017g002790_P001
OG0004797	g6240.t1	Wa8730a017g002810_P001
OG0004798	g6244.t1	Wa8730a017g002820_P001
OG0004799	g6250.t1	Wa8730a017g002890_P001
OG0004800	g6252.t1	Wa8730a017g002880_P001
OG0004801	g6254.t1	Wa8730a017g002870_P001
OG0004802	g6257.t1	Wa8730a017g002950_P001
OG0004803	g6262.t1	Wa8730a017g002990_P001
OG0004805	g6271.t1	Wa8730a017g003070_P001
OG0004806	g6276.t1	Wa8730a017g003100_P001
OG0004807	g6279.t1	Wa8730a017g003160_P001
OG0004808	g6288.t1	Wa8730a017g003180_P001
OG0004809	g6292.t1	Wa8730a017g003210_P001
OG0004810	g6293.t1	Wa8730a017g003220_P001
OG0004812	g6309.t1	Wa8730a017g003260_P001
OG0004813	g6312.t1	Wa8730a017g003270_P001
OG0004814	g6313.t1	Wa8730a017g003420_P001
OG0004815	g6314.t1	Wa8730a014g006400_P001
OG0004816	g6316.t1	Wa8730a017g003400_P001
OG0004817	g6317.t1	Wa8730a017g003430_P001
OG0004818	g6318.t1	Wa8730a017g003350_P001
OG0004819	g6319.t1	Wa8730a002g009380_P001
OG0004820	g6321.t1	Wa8730a017g003330_P001
OG0004821	g6323.t1	Wa8730a017g003310_P001
OG0004822	g6325.t1	Wa8730a017g003380_P001
