#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AT1G61180.1          -          NB-ARC               PF00931.23   1.4e-90  304.3   0.6   2.5e-90  303.5   0.6   1.4   1   0   0   1   1   1   1 | AT1G61180
AT1G56520.5          -          NB-ARC               PF00931.23   3.7e-15   57.2   0.0   8.9e-15   56.0   0.0   1.6   1   0   0   1   1   1   1 | AT1G56520
AT4G19510.9          -          NB-ARC               PF00931.23   4.3e-15   57.0   0.1   9.7e-07   29.6   0.0   2.4   1   1   1   2   2   2   2 | AT4G19510
AT1G56520.3          -          NB-ARC               PF00931.23   5.2e-15   56.7   0.0   1.1e-14   55.7   0.0   1.5   1   0   0   1   1   1   1 | AT1G56520
AT5G40060.2          -          NB-ARC               PF00931.23   6.1e-15   56.5   0.0   1.2e-14   55.6   0.0   1.4   1   0   0   1   1   1   1 | AT5G40060
AT5G46520.1          -          NB-ARC               PF00931.23   6.8e-15   56.4   0.0   1.7e-14   55.1   0.0   1.7   1   0   0   1   1   1   1 | AT5G46520
AT5G46520.2          -          NB-ARC               PF00931.23   7.2e-15   56.3   0.0   1.8e-14   55.0   0.0   1.6   1   0   0   1   1   1   1 | AT5G46520
AT1G56520.1          -          NB-ARC               PF00931.23   7.3e-15   56.2   0.0   1.6e-14   55.1   0.0   1.6   1   0   0   1   1   1   1 | AT1G56520
AT1G56520.4          -          NB-ARC               PF00931.23   7.7e-15   56.2   0.0   1.7e-14   55.1   0.0   1.6   1   0   0   1   1   1   1 | AT1G56520
AT5G40060.1          -          NB-ARC               PF00931.23   8.1e-15   56.1   0.0   1.5e-14   55.2   0.0   1.4   1   0   0   1   1   1   1 | AT5G40060
AT5G46510.2          -          NB-ARC               PF00931.23   8.4e-15   56.0   0.0   2.7e-14   54.4   0.0   1.8   2   0   0   2   2   1   1 | AT5G46510
AT5G46510.1          -          NB-ARC               PF00931.23     9e-15   55.9   0.0   2.8e-14   54.3   0.0   1.8   2   0   0   2   2   1   1 | AT5G46510
AT5G46270.3          -          NB-ARC               PF00931.23   9.2e-15   55.9   0.0   1.7e-14   55.0   0.0   1.4   1   0   0   1   1   1   1 | AT5G46270
AT5G46270.2          -          NB-ARC               PF00931.23   9.3e-15   55.9   0.0   1.8e-14   55.0   0.0   1.4   1   0   0   1   1   1   1 | AT5G46270
AT5G46270.1          -          NB-ARC               PF00931.23   9.4e-15   55.9   0.0   1.8e-14   55.0   0.0   1.4   1   0   0   1   1   1   1 | AT5G46270
AT5G46270.5          -          NB-ARC               PF00931.23   9.4e-15   55.9   0.0   1.8e-14   55.0   0.0   1.4   1   0   0   1   1   1   1 | AT5G46270
AT5G46270.4          -          NB-ARC               PF00931.23   9.4e-15   55.9   0.0   1.8e-14   55.0   0.0   1.4   1   0   0   1   1   1   1 | AT5G46270
AT1G56520.2          -          NB-ARC               PF00931.23   1.1e-14   55.7   0.0   2.3e-14   54.6   0.0   1.6   1   0   0   1   1   1   1 | AT1G56520
AT4G19510.6          -          NB-ARC               PF00931.23   1.2e-14   55.6   0.1   1.6e-06   28.9   0.0   2.4   1   1   1   2   2   2   2 | AT4G19510
AT1G31540.1          -          NB-ARC               PF00931.23   1.4e-14   55.4   0.0   2.5e-14   54.5   0.0   1.4   1   0   0   1   1   1   1 | AT1G31540
AT1G31540.3          -          NB-ARC               PF00931.23   1.4e-14   55.4   0.0   2.5e-14   54.5   0.0   1.4   1   0   0   1   1   1   1 | AT1G31540
AT2G17050.3          -          NB-ARC               PF00931.23   1.9e-14   54.9   0.0   5.4e-13   50.1   0.0   2.3   1   1   0   1   1   1   1 | AT2G17050
AT2G17050.1          -          NB-ARC               PF00931.23   2.1e-14   54.7   0.0   5.8e-13   50.0   0.0   2.3   1   1   0   1   1   1   1 | AT2G17050
AT2G17050.2          -          NB-ARC               PF00931.23   2.2e-14   54.7   0.0     6e-13   50.0   0.0   2.3   1   1   0   1   1   1   1 | AT2G17050
AT1G31540.2          -          NB-ARC               PF00931.23   2.9e-14   54.3   0.0   5.1e-14   53.5   0.0   1.4   1   0   0   1   1   1   1 | AT1G31540
AT2G16870.2          -          NB-ARC               PF00931.23     7e-14   53.0   0.0   1.5e-13   52.0   0.0   1.4   1   0   0   1   1   1   1 | AT2G16870
AT2G16870.3          -          NB-ARC               PF00931.23     7e-14   53.0   0.0   1.5e-13   52.0   0.0   1.4   1   0   0   1   1   1   1 | AT2G16870
AT5G46470.1          -          NB-ARC               PF00931.23   7.3e-14   53.0   0.0   1.3e-13   52.1   0.0   1.4   1   0   0   1   1   1   1 | AT5G46470
AT1G72890.1          -          NB-ARC               PF00931.23   9.8e-14   52.5   0.0   2.2e-13   51.4   0.0   1.5   1   0   0   1   1   1   1 | AT1G72890
AT1G72890.2          -          NB-ARC               PF00931.23   1.4e-13   52.1   0.0   2.8e-13   51.0   0.0   1.5   1   0   0   1   1   1   1 | AT1G72890
AT5G46490.8          -          NB-ARC               PF00931.23   2.9e-13   51.0   0.0   6.5e-13   49.9   0.0   1.6   1   0   0   1   1   1   1 | AT5G46490
AT5G46490.5          -          NB-ARC               PF00931.23     3e-13   51.0   0.0     6e-13   50.0   0.0   1.5   1   0   0   1   1   1   1 | AT5G46490
AT5G46490.7          -          NB-ARC               PF00931.23     3e-13   51.0   0.0     6e-13   50.0   0.0   1.5   1   0   0   1   1   1   1 | AT5G46490
AT5G46490.3          -          NB-ARC               PF00931.23   3.2e-13   50.8   0.0   6.4e-13   49.9   0.0   1.5   1   0   0   1   1   1   1 | AT5G46490
AT5G46490.6          -          NB-ARC               PF00931.23   3.4e-13   50.8   0.0   7.4e-13   49.7   0.0   1.6   1   0   0   1   1   1   1 | AT5G46490
AT5G46490.4          -          NB-ARC               PF00931.23   3.6e-13   50.7   0.0   7.9e-13   49.6   0.0   1.6   1   0   0   1   1   1   1 | AT5G46490
AT5G45200.2          -          NB-ARC               PF00931.23   4.3e-13   50.5   0.0   6.9e-13   49.8   0.0   1.3   1   0   0   1   1   1   1 | AT5G45200
AT5G46490.2          -          NB-ARC               PF00931.23   6.4e-13   49.9   0.0   1.3e-12   48.9   0.0   1.5   1   0   0   1   1   1   1 | AT5G46490
AT1G69550.1          -          NB-ARC               PF00931.23   8.1e-13   49.5   0.0   1.4e-12   48.8   0.0   1.3   1   0   0   1   1   1   1 | AT1G69550
AT4G19050.1          -          NB-ARC               PF00931.23   1.1e-12   49.1   3.3   2.8e-12   47.8   3.3   1.7   1   0   0   1   1   1   1 | AT4G19050
AT4G16990.16         -          NB-ARC               PF00931.23   1.7e-12   48.5   0.0   2.4e-12   48.0   0.0   1.2   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.18         -          NB-ARC               PF00931.23   1.7e-12   48.5   0.0   2.4e-12   48.0   0.0   1.2   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.5          -          NB-ARC               PF00931.23   2.2e-12   48.1   0.0   3.9e-12   47.3   0.0   1.4   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.3          -          NB-ARC               PF00931.23   2.2e-12   48.1   0.0   3.9e-12   47.3   0.0   1.4   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.14         -          NB-ARC               PF00931.23   2.5e-12   47.9   0.0     4e-12   47.3   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.15         -          NB-ARC               PF00931.23   2.5e-12   47.9   0.0     4e-12   47.3   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.19         -          NB-ARC               PF00931.23   2.5e-12   47.9   0.0     4e-12   47.3   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.4          -          NB-ARC               PF00931.23   2.5e-12   47.9   0.0     4e-12   47.3   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.1          -          NB-ARC               PF00931.23   2.6e-12   47.9   0.0   4.3e-12   47.2   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.11         -          NB-ARC               PF00931.23   2.6e-12   47.9   0.0   4.3e-12   47.2   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.6          -          NB-ARC               PF00931.23   2.6e-12   47.9   0.0   4.3e-12   47.2   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.8          -          NB-ARC               PF00931.23   3.1e-12   47.6   0.0   5.2e-12   46.9   0.0   1.3   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.10         -          NB-ARC               PF00931.23   3.1e-12   47.6   0.0   6.1e-12   46.7   0.0   1.5   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.17         -          NB-ARC               PF00931.23   3.1e-12   47.6   0.0   6.1e-12   46.7   0.0   1.5   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.13         -          NB-ARC               PF00931.23   3.1e-12   47.6   0.0   6.1e-12   46.7   0.0   1.5   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.2          -          NB-ARC               PF00931.23   3.1e-12   47.6   0.0   6.1e-12   46.7   0.0   1.5   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.9          -          NB-ARC               PF00931.23   3.4e-12   47.5   0.0   6.1e-12   46.7   0.0   1.4   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.12         -          NB-ARC               PF00931.23   3.4e-12   47.5   0.0   6.1e-12   46.7   0.0   1.4   1   0   0   1   1   1   1 | AT4G16990
AT4G16990.7          -          NB-ARC               PF00931.23   3.4e-12   47.5   0.0   6.1e-12   46.7   0.0   1.4   1   0   0   1   1   1   1 | AT4G16990
AT5G66630.1          -          NB-ARC               PF00931.23   5.5e-12   46.8   0.2   1.4e-11   45.5   0.1   1.8   2   0   0   2   2   1   1 | AT5G66630
AT1G63860.3          -          NB-ARC               PF00931.23   1.6e-11   45.3   1.5   2.3e-08   34.9   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT1G63860.4          -          NB-ARC               PF00931.23   1.6e-11   45.3   1.5   2.3e-08   34.9   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT1G63860.5          -          NB-ARC               PF00931.23   1.6e-11   45.3   1.5   2.3e-08   34.9   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT1G63860.6          -          NB-ARC               PF00931.23   1.7e-11   45.2   1.5   2.5e-08   34.8   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT1G63860.2          -          NB-ARC               PF00931.23     2e-11   45.0   1.7   2.5e-08   34.8   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT4G19530.1          -          NB-ARC               PF00931.23   2.1e-11   44.9   0.6   4.7e-11   43.8   0.1   1.8   2   0   0   2   2   1   1 | AT4G19530
AT1G63860.1          -          NB-ARC               PF00931.23   2.1e-11   44.9   1.7   2.6e-08   34.8   0.0   2.7   2   1   1   3   3   1   1 | AT1G63860
AT4G19530.2          -          NB-ARC               PF00931.23   2.1e-11   44.9   0.6   4.8e-11   43.7   0.1   1.8   2   0   0   2   2   1   1 | AT4G19530
AT1G72940.1          -          NB-ARC               PF00931.23   2.2e-11   44.9   0.0   5.2e-10   40.3   0.0   2.4   1   1   0   1   1   1   1 | AT1G72940
AT5G51630.3          -          NB-ARC               PF00931.23   2.4e-10   41.5   0.0   5.2e-10   40.3   0.0   1.6   1   0   0   1   1   1   1 | AT5G51630
AT5G46450.2          -          NB-ARC               PF00931.23   4.8e-10   40.5   0.0   2.1e-09   38.4   0.0   2.1   2   0   0   2   2   1   1 | AT5G46450
AT1G72950.1          -          NB-ARC               PF00931.23   1.5e-08   35.5   0.3     1e-07   32.8   0.1   2.4   2   1   0   2   2   1   1 | AT1G72950
AT5G46490.1          -          NB-ARC               PF00931.23   2.5e-08   34.8   0.6   4.3e-08   34.1   0.1   1.6   2   0   0   2   2   1   1 | AT5G46490
AT1G72910.1          -          NB-ARC               PF00931.23   3.3e-07   31.2   0.5   1.6e-06   28.9   0.0   2.3   3   1   0   3   3   1   1 | AT1G72910
AT1G72900.1          -          NB-ARC               PF00931.23   1.5e-06   29.0   0.5   6.6e-06   26.9   0.0   2.1   2   1   0   2   2   1   1 | AT1G72900
AT1G17615.1          -          NB-ARC               PF00931.23   4.2e-06   27.5   0.0   1.2e-05   26.0   0.0   1.7   1   1   0   1   1   1   1 | AT1G17615
AT5G56220.1          -          NB-ARC               PF00931.23   9.5e-06   26.4   0.0   9.9e-05   23.0   0.0   2.1   2   0   0   2   2   0   0 | AT5G56220
AT5G56220.2          -          NB-ARC               PF00931.23   9.5e-06   26.4   0.0   9.9e-05   23.0   0.0   2.1   2   0   0   2   2   0   0 | AT5G56220
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      NB-ARC.hmm
# Target file:     /home/microbiome/data/el_projects/plant_cell_searches/proteome.all_transcripts.ath.fasta
# Option settings: hmmsearch --tblout Arabidopsis-nbarc.hmm.out --cut_ga NB-ARC.hmm /home/microbiome/data/el_projects/plant_cell_searches/proteome.all_transcripts.ath.fasta 
# Current dir:     /media/lamdata/microbiome/el_projects/plant_cell_searches/duckweed_nbarc
# Date:            Fri Sep 11 19:00:41 2020
# [ok]
